nombre_carrera,fecha,categoria,url_base,paginas_leidas,n_masculino,n_femenino,n_desconocido,n_total,n_filas_unicas,n_filas_sin_codigo
VII CARREIRA POPULAR 10K E ANDAINA PRAIA DE MIÑO,25 may. 2025,SUB14 (2012-2013),https://ccnorte.com/resultados/vii-carreira-popular-10k-e-andaina-praia-de-mino/sub14-2012-2013/1,1,1,3,0,4,4,0
VII CARREIRA POPULAR 10K E ANDAINA PRAIA DE MIÑO,25 may. 2025,SUB12 (2014-2015),https://ccnorte.com/resultados/vii-carreira-popular-10k-e-andaina-praia-de-mino/sub12-2014-2015/1,1,7,2,0,9,9,0
VII CARREIRA POPULAR 10K E ANDAINA PRAIA DE MIÑO,25 may. 2025,SUB10 (2016-2017),https://ccnorte.com/resultados/vii-carreira-popular-10k-e-andaina-praia-de-mino/sub10-2016-2017/1,1,8,3,0,11,11,0
III TRAIL “RUTA DOS MUIÑOS” RIOTORTO 2025,24 may. 2025,TRAIL,https://ccnorte.com/resultados/iii-trail-ruta-dos-muinos-riotorto-2025/trail/1,2,32,7,0,39,39,0
VII CARREIRA POPULAR 10K E ANDAINA PRAIA DE MIÑO,25 may. 2025,ABSOLUTA 10K (2011 e anteriores),https://ccnorte.com/resultados/vii-carreira-popular-10k-e-andaina-praia-de-mino/absoluta-10k/1,6,117,22,0,139,139,0
GLADIATOR RACE PONTEVEDRA 2025,24 may. 2025,ELITE,https://ccnorte.com/resultados/gladiator-race-pontevedra-2025/elite2/1,1,2,2,0,4,4,0
III TRAIL “RUTA DOS MUIÑOS” RIOTORTO 2025,24 may. 2025,MINITRAIL,https://ccnorte.com/resultados/iii-trail-ruta-dos-muinos-riotorto-2025/minitrail/1,3,39,16,0,55,55,0
GLADIATOR RACE PONTEVEDRA 2025,24 may. 2025,GRUPOS DE EDAD,https://ccnorte.com/resultados/gladiator-race-pontevedra-2025/grupos-de-edad/1,1,3,0,0,3,3,0
GLADIATOR RACE PONTEVEDRA 2025,24 may. 2025,ÉLITE,https://ccnorte.com/resultados/gladiator-race-pontevedra-2025/elite/1,3,45,10,0,55,55,0
DESAFIO BOOT CAMP VIGO 2025,24 may. 2025,EQUIPOS,https://ccnorte.com/resultados/desafio-boot-camp-vigo-2025/equipos/1,2,0,0,0,0,30,30
DESAFIO BOOT CAMP VIGO 2025,24 may. 2025,ÉLITE,https://ccnorte.com/resultados/desafio-boot-camp-vigo-2025/elite/1,2,31,5,0,36,36,0
DESAFIO BOOT CAMP VIGO 2025,24 may. 2025,EQUIPOS BOOT CAMP VIGO 2025 POPULAR,https://ccnorte.com/resultados/desafio-boot-camp-vigo-2025/equipos/equipos-boot-camp-vigo-2025-popular/1,2,0,0,0,0,30,30
XII EDICIÓN CORREXSALCEDA 2025,04 may. 2025,CATEGORIA C FEMENINA,https://ccnorte.com/resultados/xii-edicion-correxsalceda-2025/categoria-c-femenina/1,2,0,33,0,33,33,0
DESAFIO BOOT CAMP VIGO 2025,24 may. 2025,POPULAR COMPETITIVA (STARTED),https://ccnorte.com/resultados/desafio-boot-camp-vigo-2025/tanda-2-starter/1,4,62,17,0,79,79,0
XII EDICIÓN CORREXSALCEDA 2025,04 may. 2025,CATEGORIA C MASCULINA,https://ccnorte.com/resultados/xii-edicion-correxsalceda-2025/categoria-c-masculina/1,2,39,0,0,39,39,0
XII EDICIÓN CORREXSALCEDA 2025,04 may. 2025,CATEGORIA A (2010-2012),https://ccnorte.com/resultados/xii-edicion-correxsalceda-2025/categoria-a-2010-2012/1,3,30,27,0,57,57,0
XII EDICIÓN CORREXSALCEDA 2025,04 may. 2025,ABSOLUTA 5K (2009 e anteriores),https://ccnorte.com/resultados/xii-edicion-correxsalceda-2025/absoluta-5k-2009-e-anteriores/1,5,68,45,0,113,113,0
PRETORIAN RACE 2025,03 may. 2025,ÉLITE,https://ccnorte.com/resultados/pretorian-race-2025/elite/1,2,20,6,0,26,26,0
POSEIDON RACE CERCEDA 2025,31 may. 2025,POPULAR PARTY,https://ccnorte.com/resultados/poseidon-race-cerceda-2025/popular-party/1,21,293,210,0,503,502,0
XII EDICIÓN CORREXSALCEDA 2025,04 may. 2025,ABSOLUTA 10K (2009 e anteriores),https://ccnorte.com/resultados/xii-edicion-correxsalceda-2025/absoluta-10k-2009-e-anteriores/1,8,159,26,0,185,185,0
XII EDICIÓN CORREXSALCEDA 2025,04 may. 2025,CATEGORIA B (2013-2015),https://ccnorte.com/resultados/xii-edicion-correxsalceda-2025/categoria-b-2013-2015/1,4,29,49,0,78,78,0
PRETORIAN RACE 2025,03 may. 2025,EQUIPOS,https://ccnorte.com/resultados/pretorian-race-2025/equipos/1,1,0,0,0,0,6,6
XI CARREIRA POPULAR DE FRIOL,26 abr. 2025,PEQUENIÑOS (2018-2019),https://ccnorte.com/resultados/xi-carreira-popular-de-friol/pequeninos-2018-2019/1,1,13,0,0,13,13,0
PRETORIAN RACE 2025,03 may. 2025,POPULAR COMPETITIVA (STARTED),https://ccnorte.com/resultados/pretorian-race-2025/started/1,3,48,19,0,67,67,0
XI CARREIRA POPULAR DE FRIOL,26 abr. 2025,PEQUENIÑAS (2018-2019),https://ccnorte.com/resultados/xi-carreira-popular-de-friol/pequeninas-2018-2019/1,1,0,7,0,7,7,0
XI CARREIRA POPULAR DE FRIOL,26 abr. 2025,BENXAMIN (2016-2017),https://ccnorte.com/resultados/xi-carreira-popular-de-friol/benxamin-2016-2017/1,1,11,8,0,19,19,0
XI CARREIRA POPULAR DE FRIOL,26 abr. 2025,INFANTIL (2012-2013),https://ccnorte.com/resultados/xi-carreira-popular-de-friol/infantil-2012-2013/1,1,5,7,0,12,12,0
XI CARREIRA POPULAR DE FRIOL,26 abr. 2025,ALEVÍN (2014-2015),https://ccnorte.com/resultados/xi-carreira-popular-de-friol/alevin-2014-2015/1,2,19,7,0,26,26,0
XIV CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2025,26 abr. 2025,C42K CAMPIONATO GALEGO,https://ccnorte.com/resultados/xiv-camovi-carreira-por-montana-montes-de-viveiro-2025/c42k-campionato-galego/1,4,74,11,0,85,85,0
XIV CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2025,26 abr. 2025,C10K CAMPIONATO GALEGO,https://ccnorte.com/resultados/xiv-camovi-carreira-por-montana-montes-de-viveiro-2025/c10k-campionato-galego/1,1,10,7,0,17,17,0
XI CARREIRA POPULAR DE FRIOL,26 abr. 2025,ABSOLUTA (2009 e anteriores),https://ccnorte.com/resultados/xi-carreira-popular-de-friol/absoluta-2009-e-anteriores/1,6,93,47,0,140,140,0
IX VOLTA/ANDAINA Á ILLA DE ONS 2025,27 abr. 2025,CARREIRA,https://ccnorte.com/resultados/ix-volta-andaina-a-illa-de-ons-2025/carreira/1,10,184,62,0,246,246,0
XIV CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2025,26 abr. 2025,C21K CAMPIONATO GALEGO,https://ccnorte.com/resultados/xiv-camovi-carreira-por-montana-montes-de-viveiro-2025/c21k-campionato-galego/1,1,4,0,0,4,4,0
XIV CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2025,26 abr. 2025,CAMOVI RELEVOS 42K (DOMINGO 27),https://ccnorte.com/resultados/xiv-camovi-carreira-por-montana-montes-de-viveiro-2025/camovi-relevos-42k-domingo-27/1,1,16,4,0,20,20,0
PRETORIAN RACE 2025,03 may. 2025,POPULAR,https://ccnorte.com/resultados/pretorian-race-2025/popular/1,13,181,124,0,305,305,0
XLI SAN SILVESTRE SALMANTINA,28 dic. 2025,RECORRIDO D (2009 y anteriores),https://ccnorte.com/resultados/xli-san-silvestre-salmantina/recorrido-d-2009-y-anteriores/1,200,3567,1433,0,5000,5000,0
XIV CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2025,26 abr. 2025,C18K (DOMINGO 27),https://ccnorte.com/resultados/xiv-camovi-carreira-por-montana-montes-de-viveiro-2025/c18k-domingo-27/1,1,3,1,0,4,4,0
I DUATLON CONCELLO DE COSPEITO VILA DE MUIMENTA,26 abr. 2025,FEMENINA,https://ccnorte.com/resultados/i-duatlon-concello-de-cospeito-vila-de-muimenta/femenina/1,2,0,29,0,29,29,0
I DUATLON CONCELLO DE COSPEITO VILA DE MUIMENTA,26 abr. 2025,PROMOCION,https://ccnorte.com/resultados/i-duatlon-concello-de-cospeito-vila-de-muimenta/promocion/1,1,6,2,0,8,8,0
XIV CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2025,26 abr. 2025,C42K (DOMINGO 27),https://ccnorte.com/resultados/xiv-camovi-carreira-por-montana-montes-de-viveiro-2025/c42k-domingo-27/1,6,121,16,0,137,137,0
DESAFIO BOOT CAMP VIGO 2025,24 may. 2025,POPULAR PARTY,https://ccnorte.com/resultados/desafio-boot-camp-vigo-2025/popular/1,28,376,311,0,687,687,0
I DUATLON CONCELLO DE COSPEITO VILA DE MUIMENTA,26 abr. 2025,MASCULINA,https://ccnorte.com/resultados/i-duatlon-concello-de-cospeito-vila-de-muimenta/masculina/1,4,85,0,0,85,85,0
IX CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,19 abr. 2025,CATEGORIA A (2017-2020),https://ccnorte.com/resultados/ix-carreira-popular-festa-da-augardente-de-portomarin/categoria-a-2017-2020/1,1,4,6,0,10,10,0
IX CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,19 abr. 2025,CATEGORIA B (2013-2016),https://ccnorte.com/resultados/ix-carreira-popular-festa-da-augardente-de-portomarin/categoria-b-2013-2016/1,1,5,7,0,12,12,0
IX CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,19 abr. 2025,CATEGORIA C (2010-2012),https://ccnorte.com/resultados/ix-carreira-popular-festa-da-augardente-de-portomarin/categoria-c-2010-2012/1,1,6,1,0,7,7,0
V CLASICA GANDEIRA SANTA COMBA,13 abr. 2025,SUB14 (2012-2013)/SUB16 (2010-2011),https://ccnorte.com/resultados/v-clasica-gandeira-santa-comba/sub14-2012-2013-sub16-2010-2011/1,2,22,23,0,45,45,0
V CLASICA GANDEIRA SANTA COMBA,13 abr. 2025,SUB10 (2016-2017)/SUB12 (2014-2015),https://ccnorte.com/resultados/v-clasica-gandeira-santa-comba/sub10-2016-2017-sub12-2014-2015/1,3,33,27,0,60,60,0
XIV CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2025,26 abr. 2025,C21K (DOMINGO 27),https://ccnorte.com/resultados/xiv-camovi-carreira-por-montana-montes-de-viveiro-2025/c21k-domingo-27/1,9,162,56,0,218,218,0
XIV CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2025,26 abr. 2025,C10K (DOMINGO 27),https://ccnorte.com/resultados/xiv-camovi-carreira-por-montana-montes-de-viveiro-2025/c10k-domingo-27/1,8,106,72,0,178,178,0
IX CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,19 abr. 2025,ABSOLUTA (2009 e anteriores),https://ccnorte.com/resultados/ix-carreira-popular-festa-da-augardente-de-portomarin/absoluta-2009-e-anteriores/1,4,69,22,0,91,91,0
V CLASICA GANDEIRA SANTA COMBA,13 abr. 2025,3KM (2009 e anteriores),https://ccnorte.com/resultados/v-clasica-gandeira-santa-comba/3km-2009-e-anteriores/1,5,63,44,0,107,107,0
XXIV Medio Maratón Gran Bahía VIG-BAY,06 abr. 2025,"MEDIO MARATON TRICICLO, HANDBIKE Y JOELETTE",https://ccnorte.com/resultados/xxiv-medio-maraton-gran-bahia-vig-bay/medio-maraton-triciclo-handbike-y-joelette/1,2,24,12,0,36,36,0
XXIV Medio Maratón Gran Bahía VIG-BAY,06 abr. 2025,EQUIPOS FEMENINOS,https://ccnorte.com/resultados/xxiv-medio-maraton-gran-bahia-vig-bay/equipos-feme/1,1,0,0,0,0,10,10
X C-TRAIL BOMBEIROS CORUÑA 2025,12 abr. 2025,TRAIL,https://ccnorte.com/resultados/x-c-trail-bombeiros-coruna-2024/trail/1,5,110,15,0,125,125,0
IX RUTA BTT TERRA CHA DO QUEIXO SAN SIMON DA COSTA,05 abr. 2025,Larga 72km de distancia 2000m de desnivel positivo,https://ccnorte.com/resultados/ix-ruta-btt-terra-cha-do-queixo-san-simon-da-costa/larga-72km-de-distancia-2000m-de-desnivel-positivo/1,3,57,1,0,58,58,0
XXIV Medio Maratón Gran Bahía VIG-BAY,06 abr. 2025,EQUIPOS MASCULINOS / MIXTOS,https://ccnorte.com/resultados/xxiv-medio-maraton-gran-bahia-vig-bay/equipos-masculinos-mixtos/1,5,0,0,0,0,116,116
IX RUTA BTT TERRA CHA DO QUEIXO SAN SIMON DA COSTA,05 abr. 2025,Corta 40km de distancia 700m de desnivel positivo,https://ccnorte.com/resultados/ix-ruta-btt-terra-cha-do-queixo-san-simon-da-costa/corta-40km-de-distancia-700m-de-desnivel-positivo/1,3,56,9,0,65,65,0
IX RUTA BTT TERRA CHA DO QUEIXO SAN SIMON DA COSTA,05 abr. 2025,Media 55km de distancia 1400m de desnivel positivo,https://ccnorte.com/resultados/ix-ruta-btt-terra-cha-do-queixo-san-simon-da-costa/media-55km-de-distancia-1400m-de-desnivel-positivo/1,5,105,4,0,109,109,0
V CLASICA GANDEIRA SANTA COMBA,13 abr. 2025,10KM (2009 e anteriores),https://ccnorte.com/resultados/v-clasica-gandeira-santa-comba/10km-2009-e-anteriores/1,11,206,64,0,270,270,0
IV TRAIL AS MINAS DA PONTENOVA,30 mar. 2025,TRAIL,https://ccnorte.com/resultados/iv-trail-as-minas-da-pontenova/trail/1,3,56,11,0,67,67,0
XACORUN 2025,30 mar. 2025,RELEVOS,https://ccnorte.com/resultados/xacorun-2025/relevos/1,1,13,4,0,17,17,0
XVI CARRERA O PORRIÑO 10K,23 mar. 2025,SUB10 (2016-2017),https://ccnorte.com/resultados/xvi-carrera-o-porrino-10k/sub10-2016-2017/1,1,7,5,0,12,12,0
XVI CARRERA O PORRIÑO 10K,23 mar. 2025,SUB12 (2014-2015),https://ccnorte.com/resultados/xvi-carrera-o-porrino-10k/sub12-2014-2015/1,1,4,14,0,18,18,0
XVI CARRERA O PORRIÑO 10K,23 mar. 2025,SUB14 (2012-2013),https://ccnorte.com/resultados/xvi-carrera-o-porrino-10k/sub14-2012-2013/1,1,11,9,0,20,20,0
XACORUN 2025,30 mar. 2025,10Km,https://ccnorte.com/resultados/xacorun-2025/10km/1,3,31,35,0,66,66,0
XACORUN 2025,30 mar. 2025,23Km,https://ccnorte.com/resultados/xacorun-2025/23km/1,4,68,12,0,80,80,0
XV MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR,23 mar. 2025,VEHICULO ADAPTADO MM,https://ccnorte.com/resultados/xv-media-maraton-ciudad-de-leon-bernesga-motor/vehiculo-adaptado-mm/1,1,2,1,0,3,3,0
XV MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR,23 mar. 2025,EQUIPOS MIXTOS,https://ccnorte.com/resultados/xv-media-maraton-ciudad-de-leon-bernesga-motor/equipos-mixtos/1,1,0,0,0,0,7,7
XV MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR,23 mar. 2025,EQUIPOS FEMENINOS,https://ccnorte.com/resultados/xv-media-maraton-ciudad-de-leon-bernesga-motor/equipos-femeninos/1,1,0,0,0,0,2,2
XV MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR,23 mar. 2025,EQUIPOS MASCULINOS,https://ccnorte.com/resultados/xv-media-maraton-ciudad-de-leon-bernesga-motor/equipos-masculinos/1,1,0,0,0,0,12,12
XV MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR,23 mar. 2025,PEQUE MM LEÓN (2010-2015),https://ccnorte.com/resultados/xv-media-maraton-ciudad-de-leon-bernesga-motor/peque-mm-leon-2010-2015/1,3,29,34,0,63,63,0
XVI CARRERA O PORRIÑO 10K,23 mar. 2025,5KM (2011 e anteriores),https://ccnorte.com/resultados/xvi-carrera-o-porrino-10k/5km-2009-e-anteriores/1,7,95,70,0,165,165,0
IV TRAIL DO NOCEDO,09 mar. 2025,TRAIL (1500m D+),https://ccnorte.com/resultados/iv-trail-do-nocedo-2025/trail-1500m-d/1,5,96,18,0,114,114,0
XV MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR,23 mar. 2025,5 KM (2009 y anteriores),https://ccnorte.com/resultados/xv-media-maraton-ciudad-de-leon-bernesga-motor/5-km-2009-y-anteriores/1,11,122,141,0,263,263,0
I RETO SUBE E BAIXA EXPOGRELO ABADIN,01 mar. 2025,SUB10 (2016-2017) - SUB12 (2014-2015),https://ccnorte.com/resultados/sube-e-baixa-do-grelo-abadin/sub10-2016-2017-sub12-2014-2015/1,1,5,7,0,12,12,0
I RETO SUBE E BAIXA EXPOGRELO ABADIN,01 mar. 2025,SUB14 (2012-2013) - SUB16 (2010-2011),https://ccnorte.com/resultados/sube-e-baixa-do-grelo-abadin/sub14-2012-2013-sub16-2010-2011/1,1,4,3,0,7,7,0
I RETO SUBE E BAIXA EXPOGRELO ABADIN,01 mar. 2025,ABSOLUTA (2009 e anteriores),https://ccnorte.com/resultados/sube-e-baixa-do-grelo-abadin/absoluta-2009/1,4,63,18,0,81,81,0
II CARREIRA POPULAR SOLIDARIA CPR LA MILAGROSA LUGO,23 feb. 2025,SUB14-SUB16 (2010-2013),https://ccnorte.com/resultados/ii-carreira-popular-solidaria-cpr-la-milagrosa-lugo/sub14-sub16-2010-2013/1,1,2,3,0,5,5,0
IV TRAIL DO NOCEDO,09 mar. 2025,TRAILIÑO (600m D+),https://ccnorte.com/resultados/iv-trail-do-nocedo-2025/trailino-600m-d/1,10,170,71,0,241,240,0
II CARREIRA POPULAR SOLIDARIA CPR LA MILAGROSA LUGO,23 feb. 2025,SUB12 (2014-2015),https://ccnorte.com/resultados/ii-carreira-popular-solidaria-cpr-la-milagrosa-lugo/sub12-2014-2015/1,1,11,5,0,16,16,0
XVI CARRERA O PORRIÑO 10K,23 mar. 2025,10KM (2007 e anteriores),https://ccnorte.com/resultados/xvi-carrera-o-porrino-10k/10km-2007-e-anteriores/1,23,457,106,0,563,563,0
II CARREIRA POPULAR SOLIDARIA CPR LA MILAGROSA LUGO,23 feb. 2025,SUB10 (2016-2017),https://ccnorte.com/resultados/ii-carreira-popular-solidaria-cpr-la-milagrosa-lugo/sub10-2016-2017/1,2,22,9,0,31,31,0
X KDD BTT DOS CALLOS LARACHA,09 feb. 2025,RUTA LARGA eBIKE,https://ccnorte.com/resultados/x-kdd-btt-dos-callos-laracha/ruta-longa-ebike/1,1,18,0,0,18,18,0
II CARREIRA POPULAR SOLIDARIA CPR LA MILAGROSA LUGO,23 feb. 2025,ABSOLUTA (2009 e anteriores),https://ccnorte.com/resultados/ii-carreira-popular-solidaria-cpr-la-milagrosa-lugo/absoluta-2009-e-anteriores/1,4,71,26,0,97,97,0
X KDD BTT DOS CALLOS LARACHA,09 feb. 2025,RUTA LARGA,https://ccnorte.com/resultados/x-kdd-btt-dos-callos-laracha/ruta-longa/1,3,68,2,0,70,70,0
X KDD BTT DOS CALLOS LARACHA,09 feb. 2025,RUTA CORTA eBIKE,https://ccnorte.com/resultados/x-kdd-btt-dos-callos-laracha/ruta-curta-ebuke/1,1,14,1,0,15,15,0
XXIV CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),19 ene. 2025,SUB10 e SUB 12 (2014 a 2017),https://ccnorte.com/resultados/xxiv-cross-popular-do-concello-de-boboras-ourense/sub10-e-sub12/1,1,8,3,0,11,11,0
XXIV CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),19 ene. 2025,SUB14-16-18-20 (2006 a 2013),https://ccnorte.com/resultados/xxiv-cross-popular-do-concello-de-boboras-ourense/sub14-16-18-20/1,1,2,0,0,2,2,0
X KDD BTT DOS CALLOS LARACHA,09 feb. 2025,RUTA CORTA,https://ccnorte.com/resultados/x-kdd-btt-dos-callos-laracha/ruta-curta/1,4,82,1,0,83,83,0
XI EDICIÓN TRAIL E ANDAINA DE CELA 2025,19 ene. 2025,TRAIL,https://ccnorte.com/resultados/xi-edicion-trail-e-andaina-de-cela-2025/trail/1,4,71,14,0,85,85,0
11º TRAIL TERRAS DO MANDEO,12 ene. 2025,TRAIL LARGO,https://ccnorte.com/resultados/11-trail-terras-do-mandeo/trail-largo/1,4,80,14,0,94,94,0
XXIV CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),19 ene. 2025,ADULTOS (2005 e anteriores),https://ccnorte.com/resultados/xxiv-cross-popular-do-concello-de-boboras-ourense/adultos-2005-e-anteriores/1,7,118,53,0,171,171,0
XXXIV SAN SILVESTRE RIBADEO 2024,31 dic. 2024,MINI SANSILVESTRE (2017-2020),https://ccnorte.com/resultados/xxxiv-san-silvestre-ribadeo-2024/mini-sansilvestre-2017-2020/1,3,37,36,0,73,73,0
XXIV Medio Maratón Gran Bahía VIG-BAY,06 abr. 2025,MINIBAY,https://ccnorte.com/resultados/xxiv-medio-maraton-gran-bahia-vig-bay/minibay/1,48,536,654,0,1190,1190,0
XXXIV SAN SILVESTRE RIBADEO 2024,31 dic. 2024,MILLA (2013-2016),https://ccnorte.com/resultados/xxxiv-san-silvestre-ribadeo-2024/milla-2013-2016/1,4,44,35,0,79,79,0
30º SAN SILVESTRE CLUB FLUVIAL 2024,31 dic. 2024,BENJAMIIN - ALEVIN (2013-2016),https://ccnorte.com/resultados/30-san-silvestre-club-fluvial-2024/benjamiin-alevin-2013-a-2016/1,3,30,24,0,54,54,0
30º SAN SILVESTRE CLUB FLUVIAL 2024,31 dic. 2024,INFANTIL - CADETE (2009-2012),https://ccnorte.com/resultados/30-san-silvestre-club-fluvial-2024/infantil-cadete-2009-a-2012/1,2,19,27,0,46,46,0
11º TRAIL TERRAS DO MANDEO,12 ene. 2025,TRAIL CORTO,https://ccnorte.com/resultados/11-trail-terras-do-mandeo/trail-corto/1,10,169,69,0,238,238,0
XXVII SAN SILVESTRE POPULAR CIUDAD DE LEÓN,29 dic. 2024,PEQUE-SAN SILVESTRE (2009-2014),https://ccnorte.com/resultados/xxvii-san-silvestre-popular-ciudad-de-leon/peque-san-silvestre-2009-2014/1,3,32,30,0,62,62,0
SAN SILVESTRE DE SILLEDA 2024,31 dic. 2024,ABSOLUTA (2009 e anteriores),https://ccnorte.com/resultados/san-silvestre-silleda/absoluta-2009/1,9,126,83,0,209,210,1
XXVII SAN SILVESTRE POPULAR CIUDAD DE LEÓN,29 dic. 2024,EQUIPOS FEMENINO SS LEON 2024,https://ccnorte.com/resultados/xxvii-san-silvestre-popular-ciudad-de-leon/equipos/equipos-femenino-ss-leon-2024/1,1,0,0,0,0,3,3
XXVII SAN SILVESTRE POPULAR CIUDAD DE LEÓN,29 dic. 2024,EQUIPOS MIXTO SS LEON 2024,https://ccnorte.com/resultados/xxvii-san-silvestre-popular-ciudad-de-leon/equipos/equipos-mixto-ss-leon-2024/1,1,0,0,0,0,6,6
XXVII SAN SILVESTRE POPULAR CIUDAD DE LEÓN,29 dic. 2024,EQUIPOS MASCULINO SS LEON 2024,https://ccnorte.com/resultados/xxvii-san-silvestre-popular-ciudad-de-leon/equipos/equipos-masculino-ss-leon-2024/1,1,0,0,0,0,10,10
IX CARREIRA-ANDAINA “SAN SILVESTRE VILALBESA”,29 dic. 2024,ABSOLUTA (2010 e anteriores) Cronometrada,https://ccnorte.com/resultados/ix-carreira-andaina-san-silvestre-vilalbesa/absoluta-2010-e-anteriores/1,7,113,40,0,153,153,0
XXXIV SAN SILVESTRE RIBADEO 2024,31 dic. 2024,SAN SILVESTRE (2012 e anteriores),https://ccnorte.com/resultados/xxxiv-san-silvestre-ribadeo-2024/san-silvestre-2012-e-anteriores/1,25,418,189,0,607,606,0
XL SAN SILVESTRE SALMANTINA,29 dic. 2024,RECORRIDO D EN VEHÍCULO ADAPTADO,https://ccnorte.com/resultados/xl-san-silvestre-salmantina/recorrido-d-en-vehiculo-adaptado/1,1,6,0,0,6,6,0
XV MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR,23 mar. 2025,MEDIO MARATON (2007 e anteriores),https://ccnorte.com/resultados/xv-media-maraton-ciudad-de-leon-bernesga-motor/medio-maraton-2007-e-anteriores/1,57,1126,278,0,1404,1402,0
30º SAN SILVESTRE CLUB FLUVIAL 2024,31 dic. 2024,ABSOLUTA (2008 y anteriores),https://ccnorte.com/resultados/30-san-silvestre-club-fluvial-2024/absoluta-2008-y-anteriores/1,27,486,183,0,669,669,0
XL SAN SILVESTRE SALMANTINA,29 dic. 2024,RECORRIDO B (2013-2014),https://ccnorte.com/resultados/xl-san-silvestre-salmantina/recorrido-b-2013-2014/1,7,92,61,0,153,153,0
XL SAN SILVESTRE SALMANTINA,29 dic. 2024,RECORRIDO C (2009-2012),https://ccnorte.com/resultados/xl-san-silvestre-salmantina/recorrido-c-2009-2012/1,7,107,68,0,175,175,0
CRONO ESCALADA MONTE CASTELO,22 dic. 2024,BICICLETAS (500+ 8% pendiente media),https://ccnorte.com/resultados/crono-escalada-monte-castelo/bicicletas-500-8-pendiente-media/1,1,19,3,0,22,22,0
CRONO ESCALADA MONTE CASTELO,22 dic. 2024,CORREDORES (500+ 20% pendiente media),https://ccnorte.com/resultados/crono-escalada-monte-castelo/corredores-500-20-pendiente-media/1,3,42,18,0,60,60,0
8KM CASTRILLÓN 2024 (ASTURIAS),21 dic. 2024,SUB8 FEMENINA,https://ccnorte.com/resultados/8km-castrillon-2024-asturias/sub8-femenina/1,2,0,41,0,41,41,0
8KM CASTRILLÓN 2024 (ASTURIAS),21 dic. 2024,SUB8 MASCULINA,https://ccnorte.com/resultados/8km-castrillon-2024-asturias/sub8-masculina/1,2,45,0,0,45,45,0
8KM CASTRILLÓN 2024 (ASTURIAS),21 dic. 2024,SUB10 FEMENINA,https://ccnorte.com/resultados/8km-castrillon-2024-asturias/sub10-femenina/1,2,0,38,0,38,38,0
SAN SILVESTRE CERCEDENSE 2024,29 dic. 2024,ABSOLUTA (2009 e anteriores),https://ccnorte.com/resultados/san-silvestre-cercedense-2024/absoluta-2009-e-an/1,10,121,128,0,249,249,0
XL SAN SILVESTRE SALMANTINA,29 dic. 2024,RECORRIDO A (2015 y posteriores),https://ccnorte.com/resultados/xl-san-silvestre-salmantina/recorrido-a-2015-y-posteriores/1,20,261,222,0,483,483,0
8KM CASTRILLÓN 2024 (ASTURIAS),21 dic. 2024,SUB10 MASCULINA,https://ccnorte.com/resultados/8km-castrillon-2024-asturias/sub10-masculina/1,2,45,0,0,45,45,0
8KM CASTRILLÓN 2024 (ASTURIAS),21 dic. 2024,SUB12 FEMENINA,https://ccnorte.com/resultados/8km-castrillon-2024-asturias/sub12-femenina/1,2,0,45,0,45,45,0
8KM CASTRILLÓN 2024 (ASTURIAS),21 dic. 2024,SUB12 MASCULINA,https://ccnorte.com/resultados/8km-castrillon-2024-asturias/sub12-masculina/1,2,40,0,0,40,40,0
8KM CASTRILLÓN 2024 (ASTURIAS),21 dic. 2024,SUB14 MASCULINA,https://ccnorte.com/resultados/8km-castrillon-2024-asturias/sub14-masculina/1,1,10,0,0,10,10,0
8KM CASTRILLÓN 2024 (ASTURIAS),21 dic. 2024,SUB14 FEMENINA,https://ccnorte.com/resultados/8km-castrillon-2024-asturias/sub14-femenina/1,2,0,31,0,31,31,0
IX Carreira Nocturna de Sada “Ninguén sen Nadal”,20 dic. 2024,SUB10/BENXAMINS (2015-2016),https://ccnorte.com/resultados/ix-carreira-nocturna-de-sada-ninguen-sen-nadal/sub10-benxamins-2015-2016/1,1,11,3,0,14,14,0
