nombre_carrera,fecha,categoria,url_base,paginas_leidas,n_masculino,n_femenino,n_desconocido,n_total,n_filas_unicas,n_filas_sin_codigo
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DO COUTO MENORES,31 may. 2014,BENXAMIN E ALEVIN. DISTANCIA: 1200 M,https://ccnorte.com/resultados/1722-iv-circuito-correndo-por-ourense-2014---carreira-do-couto-menores/benxamin-e-alevin-distancia-1200-m/1,5,0,0,0,0,110,110
"XIV CARREIRA POPULAR ROTA DO ROMÁNICO, Ferreira de Pantón",31 may. 2014,PROBA ABSOLUTA. DISTANCIA: 6270 M,https://ccnorte.com/resultados/1724-xiv-carreira-popular-rota-do-romanico-ferreira-de-panton/proba-absoluta-distancia-6270-m/1,6,0,0,0,0,139,139
XXVII MEDIA MARATON RUTA DE LA RECONQUISTA 2014,31 may. 2014,PRUEBA EN VEHÍCULO ADAPATADO. DISTANCIA: 21097 M,https://ccnorte.com/resultados/1721-xxvii-media-maraton-ruta-de-la-reconquista-2014/prueba-en-vehiculo-adapatado-distancia-21097-m/1,1,0,0,0,0,1,1
HERCULES XTRM 2014. INDIVIDUAL FEMENINA,24 may. 2014,INDIVIDUAL FEMININA,https://ccnorte.com/resultados/1720-hercules-xtrm-2014-individual-femenina/individual-feminina/1,1,0,0,0,0,8,8
HERCULES XTRM 2014. RELEVOS DE 2,24 may. 2014,RELEVOS DE 2,https://ccnorte.com/resultados/1718-hercules-xtrm-2014-relevos-de-2/relevos-de-2/1,1,0,0,0,0,7,7
HERCULES XTRM 2014. RELEVOS DE 3,24 may. 2014,RELEVOS DE 3,https://ccnorte.com/resultados/1717-hercules-xtrm-2014-relevos-de-3/relevos-de-3/1,1,0,0,0,0,25,25
VII CARREIRA SOLIDARIA RIO MAO 2014 - BOVEDA,25 may. 2014,PROBA ABSOLUTA. DISTANCIA: 7500 M,https://ccnorte.com/resultados/1719-vii-carreira-solidaria-rio-mao-2014---boveda/proba-absoluta-distancia-7500-m/1,7,0,0,0,0,172,172
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DO COUTO ADULTOS,31 may. 2014,PROBA ABSOLUTA. DISTANCIA: 6100 M,https://ccnorte.com/resultados/1723-iv-circuito-correndo-por-ourense-2014---carreira-do-couto-adultos/proba-absoluta-distancia-6100-m/1,16,0,0,0,0,398,398
8ª CARREIRA PEDESTRE POPULAR DA COSTA DA MORTE EL CORREO GALLEGO,24 may. 2014,PROBA ABSOLUTA. DISTANCIA: 10000 M,https://ccnorte.com/resultados/1715-8-carreira-pedestre-popular-da-costa-da-morte-el-correo-gallego/proba-absoluta-distancia-10000-m/1,5,0,0,0,0,102,102
8ª CARREIRA PEDESTRE POPULAR DA COSTA DA MORTE EL CORREO GALLEGO,24 may. 2014,PROBA XUVENIL - CADETE E INFANTÍS. DISTANCIA: 4000 M,https://ccnorte.com/resultados/1715-8-carreira-pedestre-popular-da-costa-da-morte-el-correo-gallego/proba-xuvenil---cadete-e-infantis-distancia-4000-m/1,2,0,0,0,0,46,46
HERCULES XTRM 2014. INDIVIDUAL MASCULINA,24 may. 2014,INDIVIDUAL MASCULINA,https://ccnorte.com/resultados/1716-hercules-xtrm-2014-individual-masculina/individual-masculina/1,9,0,0,0,0,217,217
IV CARRERA SOLIDARIA CPR CERVANTES LUGO. NENOS,18 may. 2014,CATEGORIA B. DISTANCIA: 1000 M,https://ccnorte.com/resultados/1707-iv-carrera-solidaria-cpr-cervantes-lugo-nenos/categoria-b-distancia-1000-m/1,2,0,0,0,0,40,40
IV CARRERA SOLIDARIA CPR CERVANTES LUGO. NENOS,18 may. 2014,CATEGORIA A. DISTANCIA: 700 M,https://ccnorte.com/resultados/1707-iv-carrera-solidaria-cpr-cervantes-lugo-nenos/categoria-a-distancia-700-m/1,3,0,0,0,0,51,51
IV CARRERA SOLIDARIA CPR CERVANTES LUGO. NENOS,18 may. 2014,CATEGORIA CD. DISTANCIA: 1700 M,https://ccnorte.com/resultados/1707-iv-carrera-solidaria-cpr-cervantes-lugo-nenos/categoria-cd-distancia-1700-m/1,1,0,0,0,0,14,14
EDP IX MEIA MARATONA DO DOURO VINHATEIRO EM CADEIRA DE RODAS,18 may. 2014,MEIA MARATONA EM CADEIRA DE RODAS. DISTANCIA: 21097 M,https://ccnorte.com/resultados/1711-edp-ix-meia-maratona-do-douro-vinhateiro-em-cadeira-de-rodas/meia-maratona-em-cadeira-de-rodas-distancia-21097-m/1,1,0,0,0,0,3,3
IV CARRERA SOLIDARIA CPR CERVANTES LUGO. ADULTOS,18 may. 2014,ADULTOS. DISTANCIA: 4100 M,https://ccnorte.com/resultados/1708-iv-carrera-solidaria-cpr-cervantes-lugo-adultos/adultos-distancia-4100-m/1,7,0,0,0,0,154,154
IV CARRERA 'CONTRA EL CANCER CORRE' 2014,01 jun. 2014,CARRERA DE MAYORES. DISTANCIA: 5000 M,https://ccnorte.com/resultados/1729-iv-carrera-contra-el-cancer-corre-2014/carrera-de-mayores-distancia-5000-m/1,36,0,0,0,0,888,888
II CARREIRA POPULAR CONCELLO DE FRIOL,18 may. 2014,PROBA ABSOLUTA. DISTANCIA: 5000 M,https://ccnorte.com/resultados/1709-ii-carreira-popular-concello-de-friol/proba-absoluta-distancia-5000-m/1,6,0,0,0,0,134,134
VI CARRERA POPULAR VEGA-NAVIA 2014,18 may. 2014,ADULTOS. DISTANCIA: 9000 M,https://ccnorte.com/resultados/1710-vi-carrera-popular-vega-navia-2014/adultos-distancia-9000-m/1,11,0,0,0,0,269,269
V CARREIRA POPULAR DAS LETRAS GALEGAS CONCELLO DE VILALBA,17 may. 2014,PROBA ABSOLUTA. DISTANCIA: 8235 M,https://ccnorte.com/resultados/1705-v-carreira-popular-das-letras-galegas-concello-de-vilalba/proba-absoluta-distancia-8235-m/1,3,0,0,0,0,71,71
VII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2014. 3 KM,17 may. 2014,CARREIRA DE 3 KM. DISTANCIA: 3000 M,https://ccnorte.com/resultados/1703-vii-carreira-pedestre-do-concello-de-outes-2014-3-km/carreira-de-3-km-distancia-3000-m/1,1,0,0,0,0,10,10
VII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2014. 1 KM,17 may. 2014,CARREIRA DE 1 KM. DISTANCIA: 1000 M,https://ccnorte.com/resultados/1702-vii-carreira-pedestre-do-concello-de-outes-2014-1-km/carreira-de-1-km-distancia-1000-m/1,2,0,0,0,0,26,26
XXVII MEDIA MARATON RUTA DE LA RECONQUISTA 2014,31 may. 2014,PRUEBA ABSOLUTA. DISTANCIA: 21097 M,https://ccnorte.com/resultados/1721-xxvii-media-maraton-ruta-de-la-reconquista-2014/prueba-absoluta-distancia-21097-m/1,32,0,0,0,0,787,787
VII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2014. 10 KM,17 may. 2014,CARREIRA DE 10 KM. DISTANCIA: 10000 M,https://ccnorte.com/resultados/1704-vii-carreira-pedestre-do-concello-de-outes-2014-10-km/carreira-de-10-km-distancia-10000-m/1,8,0,0,0,0,181,181
XXV RUTA CICLOTURISTA PARDO DE CELA - FOZ,11 may. 2014,ADULTOS. DISTANCIA: 110 KM,https://ccnorte.com/resultados/1698-xxv-ruta-cicloturista-pardo-de-cela---foz/adultos-distancia-110-km/1,4,0,0,0,0,82,82
XIII MEDIO MARATON FERREIRUA 2014,11 may. 2014,MEDIO MARATON. DISTANCIA: 21097 M,https://ccnorte.com/resultados/1699--xiii-medio-maraton-ferreirua-2014/medio-maraton-distancia-21097-m/1,7,0,0,0,0,163,163
XXV CARREIRA POPULAR A FERREIRUA 2014,11 may. 2014,CARREIRA POPULAR. DISTANCIA: 9300 M,https://ccnorte.com/resultados/1696-xxv-carreira-popular-a-ferreirua-2014/carreira-popular-distancia-9300-m/1,9,0,0,0,0,202,202
XIX CARREIRA POPULAR DO CONCELLO DE ORDES. ADULTOS,11 may. 2014,PROBA ABSOLUTA. DISTANCIA: 9500 M,https://ccnorte.com/resultados/1695-xix-carreira-popular-do-concello-de-ordes-adultos/proba-absoluta-distancia-9500-m/1,9,0,0,0,0,214,214
"CORRE CON NOS FEIRA EXPOSICIONS, ADULTOS",10 may. 2014,ADULTOS. DISTANCIA: 5850 M,https://ccnorte.com/resultados/1693-corre-con-nos-feira-exposicions-adultos/adultos-distancia-5850-m/1,22,0,0,0,0,534,534
NOCTURNA CORRENDO POR VIGO MAIAQUEAUGA,17 may. 2014,PROBA ABSOLUTA. DISTANCIA: 10000 M,https://ccnorte.com/resultados/1706-nocturna-correndo-por-vigo-maiaqueauga/proba-absoluta-distancia-10000-m/1,49,0,0,0,0,1209,1209
DIEZ KM UNIVERSITARIOS CIUDAD DE LEON 2014,11 may. 2014,PRUEBA ABSOLUTA. DISTANCIA: 10000 M,https://ccnorte.com/resultados/1697-diez-km-universitarios-ciudad-de-leon-2014/prueba-absoluta-distancia-10000-m/1,36,0,0,0,0,895,895
"CORRE CON NOS FEIRA EXPOSICIONS, NENOS",10 may. 2014,CATEGORIA C. DISTANCIA: 1850 M,https://ccnorte.com/resultados/1692-corre-con-nos-feira-exposicions-nenos/categoria-c-distancia-1850-m/1,2,0,0,0,0,27,27
"CORRE CON NOS FEIRA EXPOSICIONS, NENOS",10 may. 2014,CATEGORIA B. DISTANCIA: 1600 M,https://ccnorte.com/resultados/1692-corre-con-nos-feira-exposicions-nenos/categoria-b-distancia-1600-m/1,3,0,0,0,0,74,74
II CARREIRA 10K SALCEDA 1000m,04 may. 2014,CATEGORÍA B. DISTANCIA: 1000 M,https://ccnorte.com/resultados/1691-ii-carreira-10k-salceda-1000m/categoria-b-distancia-1000-m/1,3,0,0,0,0,52,52
II CARREIRA 10K SALCEDA 2500m Y 500m,04 may. 2014,CATEGORÍA A. DISTANCIA: 2500 M,https://ccnorte.com/resultados/1690-ii-carreira-10k-salceda-2500m-y-500m/categoria-a-distancia-2500-m/1,3,0,0,0,0,54,54
XX CARRERA POPULAR LA ANTIGUA - VALLADOLID 2014,11 may. 2014,CARRERA POPULAR. DISTANCIA: 8200 M,https://ccnorte.com/resultados/1694-xx-carrera-popular-la-antigua---valladolid-2014/carrera-popular-distancia-8200-m/1,31,0,0,0,0,759,759
"CORRE CON NOS FEIRA EXPOSICIONS, NENOS",10 may. 2014,CATEGORIA A. DISTANCIA: 800 M,https://ccnorte.com/resultados/1692-corre-con-nos-feira-exposicions-nenos/categoria-a-distancia-800-m/1,6,0,0,0,0,145,145
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. 5K,04 may. 2014,CARREIRA ABSOLUTA (5K). DISTANCIA: 5400 M,https://ccnorte.com/resultados/1687-iii-carreira-pedestre-concello-de-vimianzo-5k/carreira-absoluta-5k-distancia-5400-m/1,1,0,0,0,0,15,15
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. 5K,04 may. 2014,CARREIRA XUVENIL. DISTANCIA: 5400 M,https://ccnorte.com/resultados/1687-iii-carreira-pedestre-concello-de-vimianzo-5k/carreira-xuvenil-distancia-5400-m/1,1,0,0,0,0,5,5
II CARREIRA 10K SALCEDA 2500m Y 500m,04 may. 2014,CATEGORÍA C. DISTANCIA: 500 M,https://ccnorte.com/resultados/1690-ii-carreira-10k-salceda-2500m-y-500m/categoria-c-distancia-500-m/1,5,0,0,0,0,106,106
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. MENORES,04 may. 2014,CARREIRA INFANTIL E CADETE. DISTANCIA: 3000 M,https://ccnorte.com/resultados/1686-iii-carreira-pedestre-concello-de-vimianzo-menores/carreira-infantil-e-cadete-distancia-3000-m/1,1,0,0,0,0,21,21
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. 10K,04 may. 2014,CARREIRA ABSOLUTA (10K). DISTANCIA: 10000 M,https://ccnorte.com/resultados/1689-iii-carreira-pedestre-concello-de-vimianzo-10k/carreira-absoluta-10k-distancia-10000-m/1,6,0,0,0,0,140,140
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. MENORES,04 may. 2014,CARREIRA ALEVIN. DISTANCIA: 1000 M,https://ccnorte.com/resultados/1686-iii-carreira-pedestre-concello-de-vimianzo-menores/carreira-alevin-distancia-1000-m/1,2,0,0,0,0,29,29
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. MENORES,04 may. 2014,CARREIRA BENXAMIN. DISTANCIA: 1000 M,https://ccnorte.com/resultados/1686-iii-carreira-pedestre-concello-de-vimianzo-menores/carreira-benxamin-distancia-1000-m/1,2,0,0,0,0,28,28
IV MEDIA MARATON GIJÓN 'VILLA DE JOVELLANOS',03 may. 2014,PRUEBA EN VEHICULO ADAPTADO. DISTANCIA: 21097 M,https://ccnorte.com/resultados/1685-iv-media-maraton-gijon-villa-de-jovellanos/prueba-en-vehiculo-adaptado-distancia-21097-m/1,1,0,0,0,0,2,2
XVII CARREIRA POPULAR CONCELLO DE ARTEIXO MENORES,01 may. 2014,INFANTIS-CADETES-XUVENIS. DISTANCIA: 3600 M,https://ccnorte.com/resultados/1683-xvii-carreira-popular-concello-de-arteixo-menores/infantis-cadetes-xuvenis-distancia-3600-m/1,2,0,0,0,0,48,48
II CARREIRA 10K SALCEDA,04 may. 2014,PROBA ABSOLUTA. DISTANCIA: 10000 M,https://ccnorte.com/resultados/1688-ii-carreira-10k-salceda/proba-absoluta-distancia-10000-m/1,13,0,0,0,0,305,305
XVII CARREIRA POPULAR CONCELLO DE ARTEIXO MENORES,01 may. 2014,BENXAMINS-ALEVINS. DISTANCIA: 960 M,https://ccnorte.com/resultados/1683-xvii-carreira-popular-concello-de-arteixo-menores/benxamins-alevins-distancia-960-m/1,5,0,0,0,0,122,122
MARGINAL A NOITE,14 jun. 2014,8000 M,https://ccnorte.com/resultados/1741-marginal-a-noite/8000-m/1,140,0,0,0,0,3499,3499
7 TEBAIDA BERCIANA,27 abr. 2014,ADULTOS. DISTANCIA: 22260 M,https://ccnorte.com/resultados/1681-7-tebaida-berciana/adultos-distancia-22260-m/1,10,0,0,0,0,244,244
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DO VINTEUN MENORES,27 abr. 2014,BENXAMIN E ALEVIN. DISTANCIA: 1500 M,https://ccnorte.com/resultados/1679-iv-circuito-correndo-por-ourense-2014---carreira-do-vinteun-menores/benxamin-e-alevin-distancia-1500-m/1,5,0,0,0,0,119,119
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DO VINTEUN MENORES,27 abr. 2014,INFANTIL E CADETE. DISTANCIA: 2400 M,https://ccnorte.com/resultados/1679-iv-circuito-correndo-por-ourense-2014---carreira-do-vinteun-menores/infantil-e-cadete-distancia-2400-m/1,2,0,0,0,0,39,39
XVII CARREIRA POPULAR CONCELLO DE ARTEIXO,01 may. 2014,PROBA ABSOLUTA. DISTANCIA: 12000 M,https://ccnorte.com/resultados/1684-xvii-carreira-popular-concello-de-arteixo-adultos/proba-absoluta-distancia-12000-m/1,29,612,114,0,726,724,0
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DO VINTEUN ADULTOS,27 abr. 2014,PROBA ABSOLUTA. DISTANCIA: 6000 M,https://ccnorte.com/resultados/1680-iv-circuito-correndo-por-ourense-2014---carreira-do-vinteun-adultos/proba-absoluta-distancia-6000-m/1,16,0,0,0,0,380,380
XVII CARREIRA POPULAR CONCELLO DE ARTEIXO,01 may. 2014,Carrera,https://ccnorte.com/resultados/1155-xvii-carreira-popular-concello-de-arteixo/carrera/1,29,724,0,0,724,722,0
10 KM CIDADE UNIVERSITARIA 2014. VIGO (CUVI),27 abr. 2014,PROBA ABSOLUTA. DISTANCIA: 10000 M,https://ccnorte.com/resultados/1678-10-km-cidade-universitaria-2014-vigo-cuvi/proba-absoluta-distancia-10000-m/1,22,0,0,0,0,550,550
EDP IX MEIA MARATONA DO DOURO VINHATEIRO,18 may. 2014,MEIA MARATONA. DISTANCIA: 21097 M,https://ccnorte.com/resultados/1712-edp-ix-meia-maratona-do-douro-vinhateiro/meia-maratona-distancia-21097-m/1,114,0,0,0,0,2836,2836
2ª CARRERA POPULAR 10KM OVIEDO - LAS CALDAS VILLA TERMAL,27 abr. 2014,ADULTOS. DISTANCIA: 10000 M,https://ccnorte.com/resultados/1676-2-carrera-popular-10km-oviedo---las-caldas-villa-termal/adultos-distancia-10000-m/1,18,0,0,0,0,438,438
V CARREIRA POPULAR DE CHANTADA - 8KM NO CORAZON,26 abr. 2014,PROBA ABSOLUTA. DISTANCIA: 8000 M,https://ccnorte.com/resultados/1674-v-carreira-popular-de-chantada---8km-no-corazon/proba-absoluta-distancia-8000-m/1,8,0,0,0,0,196,196
II CARREIRA PEDESTRE MONTE PORREIRO 2014 - GRAN PREMIO U.N.E.D. COMPENSADA FEMENINA,13 abr. 2014,CCCP 2014. DISTANCIA: 8000 M,https://ccnorte.com/resultados/1762-ii-carreira-pedestre-monte-porreiro-2014---gran-premio-uned-compensada-femenina/cccp-2014-distancia-8000-m/1,1,0,0,0,0,25,25
II CARREIRA PEDESTRE MONTE PORREIRO 2014 - GRAN PREMIO U.N.E.D. CCCP,13 abr. 2014,CCCP 2014. DISTANCIA: 8000 M,https://ccnorte.com/resultados/1763-ii-carreira-pedestre-monte-porreiro-2014---gran-premio-uned-cccp/cccp-2014-distancia-8000-m/1,7,0,0,0,0,175,175
X CARREIRA POPULAR FEIRA DO VIÑO DE QUIROGA 2014,18 abr. 2014,PROBA ABSOLUTA. DISTANCIA: 9000 M,https://ccnorte.com/resultados/1672-x-carreira-popular-feira-do-vino-de-quiroga-2014/proba-absoluta-distancia-9000-m/1,11,0,0,0,0,265,265
II CARREIRA PEDESTRE MONTE PORREIRO 2014 - GRAN PREMIO U.N.E.D. COMPENSADA MASCULINA,13 abr. 2014,CCCP 2014. DISTANCIA: 8000 M,https://ccnorte.com/resultados/1761-ii-carreira-pedestre-monte-porreiro-2014---gran-premio-uned-compensada-masculina/cccp-2014-distancia-8000-m/1,6,0,0,0,0,150,150
III MARATON ATLÁNTICA CORUÑA42. MARATON,27 abr. 2014,MARATON POPULAR Y CAMPEONATO. DISTANCIA: 42195 M,https://ccnorte.com/resultados/1677-iii-maraton-atlantica-coruna42-maraton/maraton-popular-y-campeonato-distancia-42195-m/1,38,0,0,0,0,943,943
IV CAMOVI 2014 COPA GALEGA,06 abr. 2014,MONTES DE VIVEIRO.PROBA DA COPA GALEGA - FEDERADOS. DISTANCIA: 40000 M,https://ccnorte.com/resultados/1667-iv-camovi-2014-copa-galega/montes-de-viveiroproba-da-copa-galega---federados-distancia-40000-m/1,2,40,2,0,42,42,0
II CARREIRA PEDESTRE MONTE PORREIRO 2014 - GRAN PREMIO U.N.E.D,13 abr. 2014,PROBA ABSOLUTA. DISTANCIA: 8000 M,https://ccnorte.com/resultados/1670-ii-carreira-pedestre-monte-porreiro-2014---gran-premio-uned/proba-absoluta-distancia-8000-m/1,12,0,0,0,0,285,285
II CARREIRA PEDESTRE MONTE PORREIRO 2014 - RESULTADO NO OFICIAL,13 abr. 2014,PROBA ABSOLUTA. DISTANCIA: 8000 M,https://ccnorte.com/resultados/1673-ii-carreira-pedestre-monte-porreiro-2014---resultado-no-oficial/proba-absoluta-distancia-8000-m/1,14,0,0,0,0,327,327
I CARRERA POPULAR 8KM AGONES 2014,12 abr. 2014,PRUEBA ABSOLUTA. DISTANCIA: 8000 M,https://ccnorte.com/resultados/1669-i-carrera-popular-8km-agones-2014/prueba-absoluta-distancia-8000-m/1,12,0,0,0,0,283,283
IV MEDIA MARATON GIJÓN 'VILLA DE JOVELLANOS',03 may. 2014,PRUEBA ABSOLUTA. DISTANCIA: 21097 M,https://ccnorte.com/resultados/1685-iv-media-maraton-gijon-villa-de-jovellanos/prueba-absoluta-distancia-21097-m/1,76,0,0,0,0,1884,1884
IV CAMOVI 2014,06 abr. 2014,MONTES DE VIVEIRO 15K:OPEN. DISTANCIA: 15000 M,https://ccnorte.com/resultados/1664-iv-camovi-2014/montes-de-viveiro-15kopen-distancia-15000-m/1,2,0,0,0,0,41,41
IV CAMOVI 2014,06 abr. 2014,MONTES DE VIVEIRO 40K:OPEN. DISTANCIA: 40000 M,https://ccnorte.com/resultados/1664-iv-camovi-2014/montes-de-viveiro-40kopen-distancia-40000-m/1,4,87,4,0,91,91,0
MARCHA CICLOTURISTA BTT MINERA,06 abr. 2014,RUTA BTT. DISTANCIA: 50.1 KM,https://ccnorte.com/resultados/1666-marcha-cicloturista-btt-minera/ruta-btt-distancia-501-km/1,8,0,0,0,0,200,200
LARSA CORRE CON NOS AS TERMAS 2014. MENORES,06 abr. 2014,CATEGORIA C. DISTANCIA: 2650 M,https://ccnorte.com/resultados/1663-larsa-corre-con-nos-as-termas-2014-menores/categoria-c-distancia-2650-m/1,2,0,0,0,0,43,43
LARSA CORRE CON NOS AS TERMAS 2014. MENORES,06 abr. 2014,CATEGORIA B. DISTANCIA: 1750 M,https://ccnorte.com/resultados/1663-larsa-corre-con-nos-as-termas-2014-menores/categoria-b-distancia-1750-m/1,4,0,0,0,0,76,76
IV CAMOVI 2014 40 KM,06 abr. 2014,Carrera,https://ccnorte.com/resultados/1145-iv-camovi-2014-40-km/carrera/1,4,91,0,0,91,91,0
LARSA CORRE CON NOS AS TERMAS 2014. MENORES,06 abr. 2014,CATEGORIA A. DISTANCIA: 500 M,https://ccnorte.com/resultados/1663-larsa-corre-con-nos-as-termas-2014-menores/categoria-a-distancia-500-m/1,7,0,0,0,0,162,162
LARSA CORRE CON NOS AS TERMAS 2014. ADULTOS,06 abr. 2014,ADULTOS. DISTANCIA: 5650 M,https://ccnorte.com/resultados/1665-larsa-corre-con-nos-as-termas-2014-adultos/adultos-distancia-5650-m/1,21,0,0,0,0,501,501
VII 10 KM VILA DE XINZO DE LIMIA MENORES,30 mar. 2014,BENXAMIN - ALEVIN. DISTANCIA: 1500 M,https://ccnorte.com/resultados/1657-vii-10-km-vila-de-xinzo-de-limia-menores/benxamin---alevin-distancia-1500-m/1,2,0,0,0,0,48,48
VII 10 KM VILA DE XINZO DE LIMIA ADULTOS,30 mar. 2014,PROBA ABSOLUTA. DISTANCIA: 10000 M,https://ccnorte.com/resultados/1658-vii-10-km-vila-de-xinzo-de-limia-adultos/proba-absoluta-distancia-10000-m/1,12,0,0,0,0,294,294
VII 10 KM VILA DE XINZO DE LIMIA MENORES,30 mar. 2014,INFANTIL - CADETE. DISTANCIA: 2300 M,https://ccnorte.com/resultados/1657-vii-10-km-vila-de-xinzo-de-limia-menores/infantil---cadete-distancia-2300-m/1,2,0,0,0,0,26,26
III MARATON ATLÁNTICA CORUÑA42. 10 KM,27 abr. 2014,CARRERA 10 KM. DISTANCIA: 10000 M,https://ccnorte.com/resultados/1675-iii-maraton-atlantica-coruna42-10-km/carrera-10-km-distancia-10000-m/1,59,0,0,0,0,1472,1472
IV CARRERA POPULAR TORRE DE HERCULES MENORES,29 mar. 2014,ALEVIN FEMENINA. DISTANCIA: 800 M,https://ccnorte.com/resultados/1655-iv-carrera-popular-torre-de-hercules-menores/alevin-femenina-distancia-800-m/1,2,0,0,0,0,38,38
IV CARRERA POPULAR TORRE DE HERCULES MENORES,29 mar. 2014,ALEVIN MASCULINA. DISTANCIA: 800 M,https://ccnorte.com/resultados/1655-iv-carrera-popular-torre-de-hercules-menores/alevin-masculina-distancia-800-m/1,2,0,0,0,0,44,44
VI CARREIRA POPULAR CONCELLO DE MONFORTE,30 mar. 2014,PROBA ABSOLUTA. DISTANCIA: 7000 M,https://ccnorte.com/resultados/1659-vi-carreira-popular-concello-de-monforte/proba-absoluta-distancia-7000-m/1,18,0,0,0,0,439,439
IV CARRERA POPULAR TORRE DE HERCULES MENORES,29 mar. 2014,INFANTIL. DISTANCIA: 1600 M,https://ccnorte.com/resultados/1655-iv-carrera-popular-torre-de-hercules-menores/infantil-distancia-1600-m/1,2,0,0,0,0,34,34
IV CARRERA POPULAR TORRE DE HERCULES MENORES,29 mar. 2014,CADETE Y JUVENIL. DISTANCIA: 2300 M,https://ccnorte.com/resultados/1655-iv-carrera-popular-torre-de-hercules-menores/cadete-y-juvenil-distancia-2300-m/1,3,0,0,0,0,60,60
IV CARRERA POPULAR TORRE DE HERCULES MENORES,29 mar. 2014,BENJAMIN FEMENINA. DISTANCIA: 800 M,https://ccnorte.com/resultados/1655-iv-carrera-popular-torre-de-hercules-menores/benjamin-femenina-distancia-800-m/1,2,0,0,0,0,39,39
IV CARRERA POPULAR TORRE DE HERCULES MENORES,29 mar. 2014,BENJAMIN MASCULINA. DISTANCIA: 800 M,https://ccnorte.com/resultados/1655-iv-carrera-popular-torre-de-hercules-menores/benjamin-masculina-distancia-800-m/1,3,0,0,0,0,60,60
VIVEIRO BIKE XTREME 2014,23 mar. 2014,RUTA BTT. DISTANCIA: 62 KM,https://ccnorte.com/resultados/1654-viveiro-bike-xtreme-2014/ruta-btt-distancia-62-km/1,5,0,0,0,0,108,108
I BALEIRA CASTROVERDE SOLIDARIA #MARZOSAUDESOLIDARIO. RECORRIDO LARGO,23 mar. 2014,RECORRIDO B. DISTANCIA: 22400 M,https://ccnorte.com/resultados/1652-i-baleira-castroverde-solidaria-marzosaudesolidario-recorrido-largo/recorrido-b-distancia-22400-m/1,3,0,0,0,0,69,69
III CARREIRA POPULAR DO CONCELLO DE RIBAS E SIL 2014,23 mar. 2014,PROBA ABSOLUTA. DISTANCIA: 6900 M,https://ccnorte.com/resultados/1653-iii-carreira-popular-do-concello-de-ribas-e-sil-2014/proba-absoluta-distancia-6900-m/1,5,0,0,0,0,125,125
I BALEIRA CASTROVERDE SOLIDARIA #MARZOSAUDESOLIDARIO. RECORRIDO CORTO,23 mar. 2014,RECORRIDO A. DISTANCIA: 11700 M,https://ccnorte.com/resultados/1651-i-baleira-castroverde-solidaria-marzosaudesolidario-recorrido-corto/recorrido-a-distancia-11700-m/1,3,0,0,0,0,55,55
LARSA CORRE CON NOS SANFIZ. NENOS,16 mar. 2014,CATEGORIA B. DISTANCIA: 1400 M,https://ccnorte.com/resultados/1647-larsa-corre-con-nos-sanfiz-nenos/categoria-b-distancia-1400-m/1,4,0,0,0,0,94,94
LARSA CORRE CON NOS SANFIZ. NENOS,16 mar. 2014,CATEGORIA C. DISTANCIA: 2500 M,https://ccnorte.com/resultados/1647-larsa-corre-con-nos-sanfiz-nenos/categoria-c-distancia-2500-m/1,2,0,0,0,0,48,48
LARSA CORRE CON NOS SANFIZ. NENOS,16 mar. 2014,CATEGORIA A. DISTANCIA: 700 M,https://ccnorte.com/resultados/1647-larsa-corre-con-nos-sanfiz-nenos/categoria-a-distancia-700-m/1,7,0,0,0,0,167,167
MEMORIAL EULOGIO GONZALEZ PEREZ - LAVADORES ADULTOS,16 mar. 2014,PRUEBA ABSOLUTA. DISTANCIA: 10000 M,https://ccnorte.com/resultados/1646-memorial-eulogio-gonzalez-perez---lavadores-adultos/prueba-absoluta-distancia-10000-m/1,8,0,0,0,0,192,192
VI MEDIA MARATON CIUDAD DE LEÓN 2014,16 mar. 2014,MEDIO MARATON EN SILLA DE RUEDAS. DISTANCIA: 21097 M,https://ccnorte.com/resultados/1645-vi-media-maraton-ciudad-de-leon-2014/medio-maraton-en-silla-de-ruedas-distancia-21097-m/1,1,0,0,0,0,1,1
MEMORIAL EULOGIO GONZALEZ PEREZ - LAVADORES MENORES,16 mar. 2014,ALEVIN. DISTANCIA: 1500 M,https://ccnorte.com/resultados/1644-memorial-eulogio-gonzalez-perez---lavadores-menores/alevin-distancia-1500-m/1,2,0,0,0,0,35,35
