nombre_carrera,municipio,comarca,provincia
XXIII CARREIRA DAS AREAS DE CARNOTA 2014. 5K,Carnota,Muros,Galicia
XXIII CARREIRA DAS AREAS DE CARNOTA 2014. MENORES,Carnota,Muros,Galicia
XXIII CARREIRA DE SAN XOSÉ - AS PONTES 2013,As Pontes de García Rodríguez,O Eume,Galicia
XXIII CARREIRA POPULAR BETANZOS FESTAS SAN ROQUE 2023,San Roque,Campo de Gibraltar,Andalucía
XXIII CARREIRA POPULAR CARRAL,Carral,A Coruña,Galicia
XXIII CARREIRA POPULAR CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
XXIII CARREIRA POPULAR CONCELLO DE CARTELLE,Outomuro,Terra da Celanova,Ourense
XXIII CARREIRA POPULAR DOS VILARES,Vinaròs,el Baix Maestrat,Comunitat Valenciana
XXIII CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,O Castro de Ferreira,Terra de Lemos,Lugo
XXIII CARRERA POPULAR NOCHEBUENA GIJON 2010,,,
XXIII COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS,,,
XXIII MEMORIAL ADOLFO ROS - VOLTA A RIA 2008,,,
XXIII MILLA VILA DE SANXENXO,Sanxenxo,O Salnés,Galicia
XXIII Medio Maratón Gran Bahía VIG-BAY,,,
XXIII Medio Maratón de Pontevedra CaixaBank 2018,,,
XXIII SAN SILVESTRE POPULAR CIUDAD DE LEÓN,Quintana del Castillo,,León
XXIII SUBIDA A LA CAMPA TORRES 2012,Chiclana de la Frontera,Bahía de Cádiz,Andalucía
XXIII TRAVESÍA A NADO “ PRAIA DE COROSO” (RIVEIRA),Santa Uxía de Ribeira,A Barbanza,Galicia
XXIII TRAVESÍA INTEGRAL DE LOS MONTES AQUILIANOS,Cacabelos,El Bierzo,León
XXIII TRÍATLON CIDADE DE FERROL,Ferrol,Ferrol,Galicia
XXIV CARREIRA DAS AREAS CONCELLO DE CARNOTA,Carnota,Muros,Galicia
XXIV CARREIRA POPULAR DE LEIRO,Leiro,O Ribeiro,Ourense
XXIV CARREIRA POPULAR DO CONCELLO DE CARTELLE 2022,Outomuro,Terra da Celanova,Ourense
XXIV CARREIRA POPULAR DOS VILARES,Vinaròs,el Baix Maestrat,Comunitat Valenciana
XXIV CARREIRA POPULAR FERREIRUA 2013,San Xoán de Río,Terra de Trives,Ourense
XXIV CARRERA POPULAR NOCHEBUENA GIJON 2011,,,
XXIV COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS,,,
XXIV CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),Boborás,O Carballiño,Ourense
XXIV CROSS SUBIDA A LA CAMPA DE TORRES,Torres,,Jaén
XXIV MEDIA MARATON CIUDAD DE VALLADOLID 2012,Valladolid,,Valladolid
XXIV MEMORIAL ADOLFO ROS - VOLTA A RIA 2009,,,
XXIV Medio Maratón Gran Bahía VIG-BAY,,,
XXIV SAN SILVESTRE POPULAR CIUDAD DE LEÓN,Quintana del Castillo,,León
XXIV TRAVESÍA INTEGRAL DE LOS MONTES AQUILIANOS,Cacabelos,El Bierzo,León
XXIV TRÍATLON CIDADE DE FERROL,Ferrol,Ferrol,Galicia
XXIV TRÍATLON CIDADE DE FERROL CTO EUROPA YOUTH,,,
XXIX CARREIRA PEDESTRE POPULAR 'ANDAR E CORRER' 2013,,,
XXIX CARREIRA PEDESTRE POPULAR 'ANDAR E CORRER' 2013. MENORES,,,
XXIX CARREIRA POPULAR CONCELLO DE MEAÑO,As Covas,O Salnés,Galicia
XXIX CARREIRA POPULAR CONCELLO DE MEAÑO. MENORES,,,
XXIX CARREIRA POPULAR DE LEIRO,Leiro,O Ribeiro,Ourense
XXIX CARREIRA POPULAR DE OS VILARES (GUITIRIZ),Santiago de Compostela,Santiago,Galicia
XXIX CARRERA POPULAR DE NOCHEBUENA (GIJÓN),Villanueva del Conde,,Salamanca
XXIX CP DO SAN MARTIÑO 2005,Gondomar,Vigo,Galicia
XXIX CROSS SUBIDA A LA CAMPA DE TORRES,Torres,,Jaén
XXIX Dúatlon Cidade de Lugo - Memorial Alejandro López,Villanueva del Duque,,Córdoba
XXIX MEDIA MARATON DE VALLADOLID & 5ª LEGUA POPULAR DE VALLADOLID,Valladolid,,Valladolid
XXIX MEDIA MARATON EDP - RUTA DE LA RECONQUISTA,Jaén,,Jaén
XXIX MEDIO MARATÓN ATLÉTICA (AVILES),l'Hospitalet de Llobregat,Barcelonès,Catalunya
XXIX SAN SILVESTRE SALMANTINA 2012,,,
XXIX Tríatlon do Miño,A Carreira,Betanzos,Galicia
XXIX Tríatlon popular de Oleiros,Arillo,A Coruña,Galicia
XXIX VOLTA A RIA MEMORIAL ADOLFO ROS,Ferrol,Ferrol,Galicia
XXIX VOLTA PEDESTRE A AIOS,Sanxenxo,O Salnés,Galicia
XXV C.P. DOS VILARES - GUITIRIZ (LUGO),Guitiriz,Terra Chá,Lugo
XXV CARREIRA A PÉ - LIRA,Carnota,Muros,Galicia
XXV CARREIRA PEDESTRE DE SAN MARTIÑO BUEU 2022,Bueu,Morrazo,Galicia
XXV CARREIRA POPULAR A FERREIRUA 2014,A Pobra do Brollón,Terra de Lemos,Lugo
XXV CARREIRA POPULAR DE LEIRO,Leiro,O Ribeiro,Ourense
XXV CARREIRA POPULAR DO CONCELLO DE CARTELLE,Outomuro,Terra da Celanova,Ourense
XXV CARRERA POPULAR NOCHEBUENA GIJON 2012,,,
XXV COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS,,,
XXV CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),Boborás,O Carballiño,Ourense
XXV CROSS SUBIDA A LA CAMPA TORRES 2014,Chiclana de la Frontera,Bahía de Cádiz,Andalucía
XXV Carreira das Areas Concello de Carnota,Carnota,Muros,Galicia
XXV MARCHA CICLOTURISTA VILLA DE GIJON,Gijón / Xixón,,Asturias / Asturies
XXV MEDIA MARATON CIUDAD DE VALLADOLID 2013,Valladolid,,Valladolid
XXV MEMORIAL ADOLFO ROS - VOLTA A RIA 2010,,,
XXV Medio Maratón Gran Bahía VIG-BAY,,,
XXV Medio Maratón Pontevedra,Pontevedra,Pontevedra,Galicia
XXV RUTA CICLOTURISTA PARDO DE CELA - FOZ,Foz,A Mariña Central,Lugo
XXV SAN SILVESTRE POPULAR CIUDAD DE LEÓN,Quintana del Castillo,,León
XXVI CARREIRA A PÉ - LIRA,Carnota,Muros,Galicia
XXVI CARREIRA PEDESTRE DE SAN MARTIÑO BUEU 2023,Bueu,Morrazo,Galicia
XXVI CARREIRA POPULAR DE LEIRO,Leiro,O Ribeiro,Ourense
XXVI CARREIRA POPULAR DE OS VILARES (GUITIRIZ),Santiago de Compostela,Santiago,Galicia
XXVI CARREIRA POPULAR DO CONCELLO DE CARTELLE,Outomuro,Terra da Celanova,Ourense
XXVI CARRERA POPULAR DE NOCHEBUENA - GIJÓN 2013,Gijón / Xixón,,Asturias / Asturies
XXVI COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS,,,
XXVI CROSS SUBIDA A LA CAMPA DE TORRES,Torres,,Jaén
XXVI Carreira das Areas Concello de Carnota,Carnota,Muros,Galicia
XXVI MEDIA MARATON ATLETICA 2012,,,
XXVI MEDIA MARATON CIUDAD DE VALLADOLID 2014,Valladolid,,Valladolid
XXVI MEDIA MARATON RUTA DE LA RECONQUISTA 2013,Jaén,,Jaén
XXVI MEMORIAL ADOLFO ROS - VOLTA A RIA 2011,,,
XXVI SAN SILVESTRE POPULAR CIUDAD DE LEÓN,Quintana del Castillo,,León
XXVII CARREIRA A PÉ - LIRA,Carnota,Muros,Galicia
XXVII CARREIRA PEDESTRE DE SAN MARTIÑO BUEU 2024,Bueu,Morrazo,Galicia
XXVII CARREIRA PEDESTRE DE SAN XOSÉ (AS PONTES) - II CORRE POR ELAS,Cee,Fisterra,Galicia
XXVII CARREIRA POPULAR DE LEIRO,Leiro,O Ribeiro,Ourense
XXVII CARREIRA POPULAR DE OS VILARES (GUITIRIZ),Santiago de Compostela,Santiago,Galicia
XXVII CARRERA POPULAR DE NOCHEBUENA (GIJÓN) 2014,Villanueva del Conde,,Salamanca
XXVII COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS,,,
XXVII CP DO SAN MARTIÑO 2003,Gondomar,Vigo,Galicia
XXVII CROSS SUBIDA A LA CAMPA DE TORRES,Torres,,Jaén
XXVII Carreira das Areas Concello de Carnota,Carnota,Muros,Galicia
XXVII Dúatlon Cidade de Lugo,Lugo,Lugo,Lugo
XXVII MEDIA MARATON ATLETICA,,,
XXVII MEDIA MARATON DE VALLADOLID & 3ª LEGUA POPULAR DE VALLADOLID,Valladolid,,Valladolid
XXVII MEDIA MARATON RUTA DE LA RECONQUISTA 2014,Jaén,,Jaén
XXVII MEMORIAL ADOLFO ROS - VOLTA A RIA 2012,,,
XXVII SAN SILVESTRE POPULAR CIUDAD DE LEÓN,Quintana del Castillo,,León
XXVII SAN SILVESTRE SALMANTINA 2010,,,
XXVII TRIATLON CNSO,Gijón / Xixón,,Asturias / Asturies
XXVII Tríatlon popular de Oleiros,Arillo,A Coruña,Galicia
XXVII VOLTA PEDESTRE A AIOS 2013,Sanxenxo,O Salnés,Galicia
XXVIII CARREIRA A PÉ - LIRA,Carnota,Muros,Galicia
XXVIII CARREIRA DAS AREAS CONCELLO DE CARNOTA,Carnota,Muros,Galicia
XXVIII CARREIRA PEDESTRE DE SAN MARTIÑO BUEU 2025,Bueu,Morrazo,Galicia
"XXVIII CARREIRA PEDESTRE DE SAN XOSÉ, As Pontes 2018 – III CORRE POR ELAS",As Pontes de García Rodríguez,O Eume,Galicia
XXVIII CARREIRA POPULAR CONCELLO DE MEAÑO 2012,As Covas,O Salnés,Galicia
XXVIII CARREIRA POPULAR DE LEIRO,Leiro,O Ribeiro,Ourense
XXVIII CARREIRA POPULAR DE OS VILARES (GUITIRIZ),Santiago de Compostela,Santiago,Galicia
XXVIII CARRERA POPULAR DE NOCHEBUENA (GIJÓN),Villanueva del Conde,,Salamanca
XXVIII CP DO SAN MARTIÑO 2004,Gondomar,Vigo,Galicia
XXVIII CROSS SUBIDA A LA CAMPA DE TORRES,Torres,,Jaén
XXVIII Dúatlon Cidade de Lugo,Lugo,Lugo,Lugo
XXVIII MEDIA MARATON ATLETICA,,,
XXVIII MEMORIAL ADOLFO ROS - VOLTA Á RÍA 2013,,,
XXVIII Media Maratón Ruta de la Reconquista,Jaén,,Jaén
XXVIII SAN SILVESTRE POPULAR CIUDAD DE LEÓN,Quintana del Castillo,,León
XXVIII SAN SILVESTRE SALMANTINA 2011,,,
XXVIII Tríatlon do Miño,A Carreira,Betanzos,Galicia
XXVIII Tríatlon popular de Oleiros,Arillo,A Coruña,Galicia
XXX CARREIRA A PÉ - LIRA,Carnota,Muros,Galicia
XXX CARREIRA POPULAR CONCELLO DE MEAÑO 6330M,,,
XXX CARREIRA POPULAR CONCELLO DE MEAÑO MENORES,,,
XXX CARREIRA POPULAR DE LEIRO 2013,Leiro,O Ribeiro,Ourense
XXX CARREIRA POPULAR DE LEIRO. MENORES 2013,,,
XXX CARREIRA POPULAR DE OS VILARES (GUITIRIZ),Santiago de Compostela,Santiago,Galicia
XXX CARREIRA POPULAR SAN MARTIÑO - MEMORIAL JULIÁN BERNAL - DORNEDA (OLEIROS),Arillo,A Coruña,Galicia
XXX CARREIRA POPULAR SAN XIAO 10000m,,,
XXX CARRERA POPULAR SAN MARTIÑO,Gondomar,Vigo,Galicia
XXX CROSS SUBIDA A LA CAMPA DE TORRES,Torres,,Jaén
XXX Dúatlon Cidade de Lugo,Lugo,Lugo,Lugo
XXX MARATÓN DE FÁTIMA - CAMPELO,Campelo,Pontevedra,Galicia
XXX Media Maratón Avilés Atlética Avilesina,,,
XXX Tríatlon popular de Oleiros,Arillo,A Coruña,Galicia
XXX VOLTA PEDESTRE A AIOS,Sanxenxo,O Salnés,Galicia
XXX VUELTA POPULAR SAN SILVESTRE SALMANTINA 2013. ABSOLUTA,,,
XXX VUELTA POPULAR SAN SILVESTRE SALMANTINA 2013. MENORES,,,
XXXI CARREIRA A PÉ - LIRA,Carnota,Muros,Galicia
XXXI CARREIRA POPULAR CONCELLO DE MEAÑO,As Covas,O Salnés,Galicia
XXXI CARREIRA POPULAR DE LEIRO 2014,Leiro,O Ribeiro,Ourense
XXXI CARREIRA POPULAR DE LEIRO 2014. MENORES,Leiro,O Ribeiro,Ourense
XXXI CARREIRA POPULAR SAN XIAO 2014,Palas de Rei,A Ulloa,Lugo
XXXI CARRREIRA POPULAR SAN MARTIÑO 2007,Gondomar,Vigo,Galicia
XXXI Dúatlon Cidade de Lugo,Lugo,Lugo,Lugo
XXXI MARATÓN DE FÁTIMA - CAMPELO,Campelo,Pontevedra,Galicia
XXXI SAN SILVESTRE RIBADEO 2021,,,
XXXI TRIATLON CONCELLO DE OLEIROS,Arillo,A Coruña,Galicia
XXXI Tríatlon do Miño,A Carreira,Betanzos,Galicia
XXXI VOLTA PEDESTRE A AIOS,Sanxenxo,O Salnés,Galicia
XXXI VUELTA POPULAR SAN SILVESTRE SALMANTINA 2014. RECORRIDO D,,,
"XXXI VUELTA POPULAR SAN SILVESTRE SALMANTINA 2014. RECORRIDOS A, B, C",,,
XXXII CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2016 - GRAN PREMIO COCA-COLA,Baiona,Vigo,Galicia
XXXII CARREIRA POPULAR CONCELLO DE MEAÑO,As Covas,O Salnés,Galicia
XXXII CARRERA POPULAR DE LEIRO,Leiro,O Ribeiro,Ourense
XXXII CARRERA POPULAR EL PAYUELO,El Burgo Ranero,,León
XXXII CARRREIRA POPULAR SAN MARTINO 2008,Belver de los Montes,,Zamora
XXXII Dúatlon Cidade de Lugo,Lugo,Lugo,Lugo
XXXII MARATÓN DE FÁTIMA - CAMPELO,Campelo,Pontevedra,Galicia
XXXII SAN SILVESTRE RIBADEO 2022,,,
XXXII SAN SILVESTRE SALMANTINA 2015,,,
XXXII TRIATLON CONCELLO DE OLEIROS,Arillo,A Coruña,Galicia
XXXII TRÍATLON DO MIÑO,A Carreira,Betanzos,Galicia
XXXII VOLTA PEDESTRE A AIOS,Sanxenxo,O Salnés,Galicia
XXXIII CARREIRA NOCTURNA DE SAN XOÁN,Ferrol,Ferrol,Galicia
XXXIII CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2017 - GRAN PREMIO COCA-COLA,Baiona,Vigo,Galicia
XXXIII CARREIRA POPULAR CONCELLO DE MEAÑO,As Covas,O Salnés,Galicia
XXXIII CARREIRA POPULAR SAN XIAO (FERROL),Palas de Rei,A Ulloa,Lugo
XXXIII CARRERA POPULAR DE LEIRO,Leiro,O Ribeiro,Ourense
XXXIII Dúatlon Cidade de Lugo,Lugo,Lugo,Lugo
XXXIII SAN SILVESTRE RIBADEO 2023,,,
XXXIII SAN SILVESTRE SALMANTINA 2016,,,
XXXIII TRÍATLON CONCELLO DE OLEIROS,Arillo,A Coruña,Galicia
XXXIIi TRÍATLON DO MIÑO,A Carreira,Betanzos,Galicia
XXXIV C.P. POP. DO SAN MARTIÑO. LIGA 2010,Gondomar,Vigo,Galicia
XXXIV CARREIRA NOCTURNA DE SAN XOÁN,Ferrol,Ferrol,Galicia
XXXIV CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2018 - GRAN PREMIO COCA-COLA,Baiona,Vigo,Galicia
XXXIV CARREIRA POPULAR CONCELLO DE MEAÑO,As Covas,O Salnés,Galicia
XXXIV CARREIRA POPULAR SAN XIAO (FERROL),Palas de Rei,A Ulloa,Lugo
XXXIV CARREIRA POPULAR SANTAIA 2012,Curtis,Betanzos,Galicia
XXXIV CARRERA DE PASCUA DE PADRON 2013,Padrón,O Sar,Galicia
XXXIV CARRERA POPULAR DE LEIRO,Leiro,O Ribeiro,Ourense
XXXIV SAN SILVESTRE RIBADEO 2024,,,
XXXIV SAN SILVESTRE SALMANTINA,,,
XXXIV TRAVESÍA A NADO DO PORTO DE VILAGARCÍA,Vilagarcía de Arousa,O Salnés,Galicia
XXXIV TRÍATLON CONCELLO DE OLEIROS,Arillo,A Coruña,Galicia
XXXIV TRÍATLON DO MIÑO,A Carreira,Betanzos,Galicia
XXXIV VILLA DE GIJON 2012,Gijón / Xixón,,Asturias / Asturies
XXXIX SAN SILVESTRE GIJON 2008,,,
XXXIX SAN SILVESTRE SALMANTINA,,,
XXXIX TRAVESÍA A NADO DO PORTO DE VILAGARCÍA,Vilagarcía de Arousa,O Salnés,Galicia
XXXIX TRAVESÍA A NADO EL CORTE INGLÉS (VIGO),Málaga,Málaga-Costa del Sol,Andalucía
XXXIX TROFEO PEDESTRISMO CONCELLO DE CANGAS 2012 10000M,Pantón,Terra de Lemos,Lugo
XXXIX TROFEO PEDESTRISMO CONCELLO DE CANGAS 2012 6000M,Pantón,Terra de Lemos,Lugo
XXXV CARREIRA NOCTURNA DE SAN XOÁN,Ferrol,Ferrol,Galicia
XXXV CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2019 - GRAN PREMIO COCA-COLA,Baiona,Vigo,Galicia
XXXV CARREIRA PEDESTRE POPULAR DE SANTIAGO 2012. ADULTOS,Santiago de Compostela,Santiago,Galicia
XXXV CARREIRA PEDESTRE POPULAR DE SANTIAGO 2012. ESCOLARES,Santiago de Compostela,Santiago,Galicia
XXXV CARREIRA POPULAR CONCELLO DE MEAÑO,As Covas,O Salnés,Galicia
XXXV CARREIRA POPULAR SANTAIA - XXXI MEMORIAL SANTIAGO RAMOS 2013,Santa Marta de Tormes,,Salamanca
XXXV CARRERA POPULAR DE LEIRO,Leiro,O Ribeiro,Ourense
XXXV SAN SILVESTRE RIBADEO 2025,,,
XXXV SAN SILVESTRE SALMANTINA,,,
XXXV TRAVESÍA A NADO DO PORTO DE VILAGARCÍA,Vilagarcía de Arousa,O Salnés,Galicia
XXXV TRÍATLON DO MIÑO,A Carreira,Betanzos,Galicia
XXXVI CARREIRA NOCTURNA DE SAN XOÁN,Ferrol,Ferrol,Galicia
XXXVI CARREIRA PEDESTRE POPULAR DE SANTIAGO 2013,Santiago de Compostela,Santiago,Galicia
XXXVI CARREIRA PEDESTRE POPULAR DE SANTIAGO 2013. ESCOLARES,Santiago de Compostela,Santiago,Galicia
XXXVI CARRERA POPULAR DE LEIRO,Leiro,O Ribeiro,Ourense
XXXVI CARRREIRA POPULAR SAN MARTIÑO 2012.PROBA ESCOLAR,Gondomar,Vigo,Galicia
XXXVI SAN SILVESTRE SALMANTINA,,,
XXXVI TRÍATLON DO MIÑO,A Carreira,Betanzos,Galicia
XXXVII CARREIRA PEDESTRE POPULAR DE SANTIAGO 2014,Santiago de Compostela,Santiago,Galicia
XXXVII CARREIRA PEDESTRE POPULAR DE SANTIAGO 2014. ESCOLARES,Santiago de Compostela,Santiago,Galicia
XXXVII CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO. CARREIRA DE CATIVOS 1.4 KM,Galapagar,,Comunidad de Madrid
XXXVII CARREIRA POPULAR CONCELLO DE MEAÑO,As Covas,O Salnés,Galicia
XXXVII Gran Fondo - XXIV Medio Maratón - I 10KM - Pontevedra,Pontevedra,Pontevedra,Galicia
XXXVII TRAVESÍA A NADO DO PORTO DE VILAGARCÍA,Vilagarcía de Arousa,O Salnés,Galicia
XXXVIII CARREIRA POPULAR CONCELLO DE MEAÑO,As Covas,O Salnés,Galicia
XXXVIII SAN SILVESTRE SALMANTINA,,,
XXXVIII TRAVESÍA A NADO DO PORTO DE VILAGARCÍA,Vilagarcía de Arousa,O Salnés,Galicia
XXXVIII TRAVESÍA A NADO EL CORTE INGLÉS (VIGO),Málaga,Málaga-Costa del Sol,Andalucía
"Xi CARREIRA POPULAR DE TABOADA ""ENTRE PAZOS E CARBALLOS"" 2024",Betanzos,Betanzos,Galicia
“O Trail do Brigantia – Polas Terras de Pondal” Concello de Ponteceso,Ponteceso,Bergantiños,Galicia
