nombre_carrera,municipio,comarca,provincia
IV CARREIRA POPULAR CONCELLO DE O SAVIÑAO,O Saviñao,Terra de Lemos,Lugo
IV CARREIRA POPULAR CONCELLO DE PARADELA,Paradela,Sarria,Lugo
IV CARREIRA POPULAR Concello de Friol,Friol,Lugo,Lugo
IV CARREIRA POPULAR DAS LETRAS GALEGAS VILALBA 2013,,,
IV CARREIRA POPULAR DE CHANTADA,Chantada,Chantada,Lugo
IV CARREIRA POPULAR DE COMBARRO,Combarro,Pontevedra,Galicia
IV CARREIRA POPULAR DOLMEN DE DOMBATE,Cabana de Bergantiños,Bergantiños,Galicia
IV CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,Portomarín,Lugo,Lugo
IV CARREIRA POPULAR GUITIRIZ TERMAL 2009,,,
IV CARREIRA POPULAR PEDESTRE DE MORAÑA,Moraña,Caldas,Galicia
IV CARREIRA POPULAR VAL DAS FABAS,,,
IV CARREIRA POPULAR VILA DE MEIRA,Meira,Meira,Lugo
IV CARREIRA POPULAR VÍA NOVA ``CONCELLO DE BANDE´´,Bande,A Baixa Limia,Ourense
IV CARREIRA SOLIDARIA DO CONCELLO DE OUTEIRO DE REI,Molins de Rei,Baix Llobregat,Catalunya
IV CARREIRA do ENTROIDO Concello de Vigo,Vigo,Vigo,Galicia
IV CARRERA 'CONTRA EL CANCER CORRE' 2014,,,
IV CARRERA 10 KM VILLA DE TINEO 2013,Tineo,,Asturias / Asturies
IV CARRERA ATMOSFERA SPORT,A Coruña,A Coruña,Galicia
IV CARRERA DEL AGUA UNICEF SADA 10K,Sada,Zangozerria,Navarra
IV CARRERA DEL AGUA UNICEF SADA MENORES,,,
IV CARRERA DONA VIDA. GIJÓN,Gijón / Xixón,,Asturias / Asturies
IV CARRERA HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,Oviedo,,Asturias / Asturies
IV CARRERA POPULAR - CULTIVANDO DEPORTE,,,
IV CARRERA POPULAR CENTRO “RICARDO BARÓ” ASPRONAGA,,,
IV CARRERA POPULAR CNSO - RGCC,Gijón / Xixón,,Asturias / Asturies
IV CARRERA POPULAR DE MONTAÑA CLUB FLUVIAL LUGO,Lugo,Lugo,Lugo
IV CARRERA POPULAR MATOGRANDE,A Coruña,A Coruña,Galicia
IV CARRERA POPULAR NOVO MESOIRO - Memorial Ivan Rocha,,,
IV CARRERA POPULAR TORRE DE HERCULES ADULTOS,,,
IV CARRERA POPULAR TORRE DE HERCULES MENORES,,,
IV CARRERA POPULAR VILLA DE SARRIA 10 KM NOCTURNA,Zuia,Gorbeialdea,Araba / Álava
IV CARRERA POPULAR VOLTA A OZA,A Coruña,A Coruña,Galicia
IV CARRERA SOLIDARIA CPR CERVANTES LUGO. ADULTOS,,,
IV CARRERA SOLIDARIA CPR CERVANTES LUGO. NENOS,,,
IV CASTRO TRAIL (Barbadás),Cobreros,,Zamora
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DA PONTE,Cambre,A Coruña,Galicia
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DA PONTE. MENORES,,,
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DE CORPUS ADULTOS,,,
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DE CORPUS MENORES,,,
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DO COUTO ADULTOS,,,
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DO COUTO MENORES,,,
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DO VINTEUN ADULTOS,,,
IV CIRCUITO CORRENDO POR OURENSE 2014 - CARREIRA DO VINTEUN MENORES,,,
IV CP DO CONCELLO DE RIBAS DE SIL,Palacios del Sil,,León
IV CROSS POPULAR – CABO UDRA,Bueu,Morrazo,Galicia
IV Carreira Pedestre Concello de Cee,Cee,Fisterra,Galicia
IV Carreira Pedestre Concello de Fisterra,Fisterra,Fisterra,Galicia
IV Carreira Pedestre Concello de Muxía,Muxía,Fisterra,Galicia
IV Carreira Pedestre Concello de Zas,Zas,Terra de Soneira,Galicia
IV Carreira Pedestre Monte Porreiro - Gran Premio U.N.E.D,,,
IV Carreira Popular de Taboada “Entre pazos e carballos”,Betanzos,Betanzos,Galicia
IV Carreira Solidaria Nocturna das Festas de Lalín,Lalín,O Deza,Galicia
IV Carrera Popular Ventorrillo,Santa Comba,O Xallas,Galicia
IV Carrera Popular de Los Rosales,Madrid,,Comunidad de Madrid
IV Carrera popular “Nocturna Correndo por Vigo-Pizza móvil”,,,
IV DESAFIO BTT CLUB CICLISTA DE BURELA 2013,Burela,A Mariña Central,Lugo
IV DON SILVESTRE RABADENSE,,,
IV DUATLON DE ESTRADA MOVENDONOS POR POIO,,,
IV Dúatlon Concello de Riveira - Memorial Jesús e Vicente,Sevilla,,Sevilla
IV EDICION 24 HORAS DE VIGO,Vigo,Vigo,Galicia
IV EDICION DE LA MEDIA MARATON ALAS DE VIDA,Oviedo,,Asturias / Asturies
IV EDICIÓN CORREXSALCEDA,,,
IV EDICIÓN VOLTA A NADO ILLA DE TAMBO-CONCELLO DE POIO,Poio,Pontevedra,Galicia
IV EDICIÓN “ NOCTURNA SAN RAMÓN” CARREIRA POPULAR VILALBA 2018,Vilalba,Terra Chá,Lugo
IV EDICIÓN. 10 KM VILLA DE RIBADESELLA 2012,Ribadesella/Ribeseya,,Asturias / Asturies
IV ESCALADA MONTE DE A CARBALLEIRA,Ourense,Ourense,Ourense
IV EUROCIDADE 10 - 2015,,,
"IV Edición 10k O ROSAL “FEIRA DO VIÑO""",Morales del Vino,,Zamora
IV LEGUA IRMANDIÑA (VIMIANZO),,,
IV LEGUA MARÍTIMA R.S.D. HÍPICA - MALAWI 2014,Zaragoza,Zaragoza,Aragón
IV LEGUA MARÍTIMA R.S.D. HÍPICA - MALAWI 2014. MENORES,Zaragoza,Zaragoza,Aragón
IV LEGUA Y MEDIA NOCTURNA DE BENAVIDES,Benavides,,León
IV MARATÓN CORUÑA 42,A Coruña,A Coruña,Galicia
IV MEDIA MARATON CORAZON DE ASTURIAS 2011,Oviedo,,Asturias / Asturies
IV MEDIA MARATON GIJÓN 'VILLA DE JOVELLANOS',San Fernando,Bahía de Cádiz,Andalucía
"IV MEDIA MARATÓN SOLIDARIA ZONA ABERTA, a favor da Fundación AROUSA SOLIDARIA",,,
IV MEDIO MARATON CORUÑA21 2012,,,
IV MEDIO MARATON VILA DE PETIN 2013,Petín,Valdeorras,Ourense
IV Media Maratón Ribadeo – As Catedrais,Ribadeo,A Mariña Oriental,Lugo
IV Milla Lourenzá Fin de Etapa Camiño Norte,Villar de Cañas,,Cuenca
IV Murus Lucis,,,
IV NIGHT TRAIL QUIROGA,Quiroga,Quiroga,Lugo
IV SAN SILVESTRE SOLIDARIA MONTERROSO (VIRTUAL),,,
IV SANITAS MARCA RUNNING SERIES DE GIJÓN,Gijón / Xixón,,Asturias / Asturies
IV TRAIL AS MINAS DA PONTENOVA,A Pontenova,A Mariña Oriental,Lugo
IV TRAIL CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
IV TRAIL COSTA DOCE 2019,Sada,A Coruña,Galicia
IV TRAIL DA CARIXA,Avión,O Ribeiro,Ourense
IV TRAIL DO NOCEDO,Os Blancos,A Limia,Ourense
IV TRAIL E ANDAINA POLAS CABECEIRAS DO ANLLÓNS,O Campo da Feira,Bergantiños,Galicia
IV TRAIL MOSTEIRO DE CAAVEIRO,Narón,Ferrol,Galicia
IV TRAIL RUTA DOS MUÍÑOS DE SAMIEIRA,Poio,Pontevedra,Galicia
IV TRAIL TRANS SERRA DA GROBA-BAIONA,Baiona,Vigo,Galicia
IV TRAIL Y ANDAINA DE CELANOVA,Celanova,Terra da Celanova,Ourense
IV TRAIL “RUTA DOS MUIÑOS” RIOTORTO 2026,,,
IV TRAVESÍA A NADO CONCELLO DE POIO,Poio,Pontevedra,Galicia
IV TRAVESÍA A NADO COSTA SERENA - NIGRÁN. 4000M,,,
IV TRAVESÍA A NADO COSTA SERENA - NIGRÁN. 800M,Nigrán,Vigo,Galicia
IV TRAVESÍA DE AGUAS ABIERTAS EMBALSE DE RIAÑO,Riaño,,León
IV TRAVESÍA VILA DO TEA -2019-,Santa Cruz de Tenerife,,Santa Cruz de Tenerife
IV TRIATLON DESAFÍO PASTOR ISLAS CÍES 2016,Vigo,Vigo,Galicia
IV TRIATLON POPULAR VILA DE BAIONA 2015,Baiona,Vigo,Galicia
IV Tríatlon Atlántico Baiona,,,
IV Tríatlon Boamorte Bikes Sanxenxo 2019,Portonovo,O Salnés,Galicia
IV Tríatlon Concello de Cambados,Cambados,O Salnés,Galicia
IV Tríatlon Concello de Riveira,A Carreira,Betanzos,Galicia
IV URBAN TRAIL NIGHT EUROCIDADE (Valença de Minho - Tui),Tui,O Baixo Miño,Galicia
IV VOLTA CICLOTURISTA VAL DO TAMEGA,Cervo,A Mariña Occidental,Lugo
IV Vertiatlon Solidario Baiona,,,
IX 10KM DEL BERBÉS,Ribadesella/Ribeseya,,Asturias / Asturies
IX BTT “OS PICOS DE MAZARICOS”,A Picota,O Xallas,Galicia
IX Baixada Popular de Cross San Pedro de Visma,A Coruña,A Coruña,Galicia
IX CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2019,Viveiro,A Mariña Occidental,Lugo
IX CAMPEONATO GALLEGO DE AGUAS ABIERTAS,,,
IX CARREIRA GUITIRIZ TERMAL,,,
IX CARREIRA NOCTURNA CELANOVA. LIGA12,,,
IX CARREIRA NOCTURNA CONCELLO DE VILAGARCIA 2012,Vilagarcía de Arousa,O Salnés,Galicia
IX CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS,Camariñas,Terra de Soneira,Galicia
IX CARREIRA PEDESTRE CONCELLO DE OUTES,A Serra de Outes,Noia,Galicia
IX CARREIRA PEDESTRE CONCELLO DE VIMIANZO,Vimianzo,Terra de Soneira,Galicia
IX CARREIRA PEDESTRE DO NADAL SAN CIBRAO 2010,San Cibrao,A Mariña Occidental,Lugo
IX CARREIRA POPULAR CONCELLO DE CAMBADOS,Cambados,O Salnés,Galicia
IX CARREIRA POPULAR CONCELLO DE MONFORTE 2017,Toro,,Zamora
IX CARREIRA POPULAR CORUÑA10,,,
IX CARREIRA POPULAR DE CHANTADA,Chantada,Chantada,Lugo
IX CARREIRA POPULAR DE FRIOL,Friol,Lugo,Lugo
IX CARREIRA POPULAR DE RABADE 2012,Rábade,Lugo,Lugo
IX CARREIRA POPULAR DO SAN SALVADOR CONCELLO DE BAÑOS DE MOLGAS,Guarromán,,Jaén
IX CARREIRA POPULAR E VIII ANDAINA MASIDE,,,
IX CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,Portomarín,Lugo,Lugo
IX CARREIRA POPULAR GUITIRIZ TERMAL 2014,,,
IX CARREIRA POPULAR NOVO MESOIRO,A Coruña,A Coruña,Galicia
IX CARREIRA POPULAR TORRE DE HÉRCULES - I CARREIRA SOLIDARIA #QUERÉMONOSVIVAS E MARCHA SOLIDARIA,Bliecos,,Castilla y León
IX CARREIRA POPULAR VAL DAS FABAS LOURENZÁ 2018,,,
IX CARREIRA POPULAR ´MAR DE BOIRO' - 7º MEMORIAL PEPE BUCETA,,,
IX CARREIRA SOLIDARIA DO ARENTEIRO (O CARBALLIÑO),Piñor,O Carballiño,Ourense
IX CARREIRA SOLIDARIA RIO MAO 2016 BOVEDA,Vimianzo,Terra de Soneira,Galicia
IX CARREIRA do COCIDO – LALÍN 2019,Lalín,O Deza,Galicia
IX CARREIRA-ANDAINA “SAN SILVESTRE VILALBESA”,,,
IX CARRERA DE ATLETISMO DE LOSADA 2012,Bembibre,El Bierzo,León
IX CARRERA DEL AGUA UNICEF SADA,,,
IX CARRERA POPULAR DE MONTAÑA -TRAIL NACIONAL- CLUB FLUVIAL DE LUGO,Lugo,Lugo,Lugo
IX CARRERA SOLIDARIA COLEGIO PLURILINGÜE CERVANTES,,,
IX CP FEIRA DO VIÑO QUIROGA 2013,,,
IX CP NOCTURNA DE XINZO DE LIMIA - ADULTOS,Madrid,,Comunidad de Madrid
IX CP NOCTURNA DE XINZO DE LIMIA - MENORES,Almogía,Valle del Guadalhorce,Andalucía
IX CROSS JOSE MANUEL GARCIA - LA ROBLA 2012,La Robla,,León
IX Carreira Nocturna de Sada “Ninguén sen Nadal”,,,
IX Carreira Pedestre San Brais,Gondomar,Vigo,Galicia
IX Carreira Pedestre de Campañó,Pontevedra,Pontevedra,Galicia
IX Carreira Popular Concello de Redondela,Redondela,Vigo,Galicia
IX Carreira do Espíritu Santo,Cáceres,,Cáceres
IX Carrera Popular RGCC-CNSO,,,
IX DRAGOMAN 2012,,,
IX DUATLÓN CROS DE REIS - CONCELLO DE VIMIANZO,Vimianzo,Terra de Soneira,Galicia
IX EDICION SAMURAI XTREME RACE 2026,,,
IX EDICION TRAIL E ANDAINA DE CELA 2023,Cambre,A Coruña,Galicia
IX EDICIÓN CORREXSALCEDA 2022,,,
IX KDD BTT DOS CALLOS LARACHA,A Laracha,Bergantiños,Galicia
IX LEGUA NOCTURNA POPULAR DE STA. Mª DEL PARAMO 2012,Páramo del Sil,El Bierzo,León
IX MEDIA MARATON CIUDAD DE LEÓN AUTO PALACIOS,León,,León
IX MEDIA MARATON “Corazón de Asturias” Y II 7 MILLAS DE LLANERA 2016 (Posada de Llanera),Llanera,,Asturias / Asturies
IX MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2012,,,
IX MOUNTEMPLARIA,,,
IX Media Maratón Ribadeo – As Catedrais,Ribadeo,A Mariña Oriental,Lugo
IX Milla San Roque Sada,Sada,A Coruña,Galicia
IX RUTA BTT TERRA CHA DO QUEIXO SAN SIMON DA COSTA,Sada,A Coruña,Galicia
IX SUBIDA CICLOTURISTA A GROBA,Ribadavia,O Ribeiro,Ourense
IX TRAIL CMP CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
IX TRAIL MONTE COMADO,,,
IX TRAVESÍA A NADO COSTA SERENA-NIGRÁN 2019,,,
IX TRAVESÍA SISARGAS - MALPICA,Malpica,Bergantiños,Galicia
IX TRAVESÍA VILA DO TEA 2025,Santa Cruz de Tenerife,,Santa Cruz de Tenerife
IX TRIATLÓN DESAFÍO SANTANDER ISLAS CÍES 2022,Madrid,,Comunidad de Madrid
IX TRÍATLON CONCELLO DE PORRIÑO-TUI,Tui,O Baixo Miño,Galicia
IX Travesia a Nado de Larga Distancia A Coruña 10000 y I Coruña 5000 - 2016,Coruña del Conde,,Castilla y León
IX Tríatlon Concello de Arteixo,Arteixo,A Coruña,Galicia
IX Tríatlon Concello de Poio e Porto de campelo,Coristanco,Bergantiños,Galicia
IX VOLTA/ANDAINA Á ILLA DE ONS 2025,Brión,Santiago,Galicia
Iº triatlon castrelo do miño,A Carreira,Betanzos,Galicia
L TROFEO PEDESTRISMO CONCELLO DE CANGAS Memorial Pepe Cordeiro,,,
LA HEROICA-GRAN PREMIO TURISMO DEPUTACIÓN DE LUGO-9º ETAPA IV COPA DE ESPAÑA DE AGUAS ABIERTAS RFEN,,,
LA VIRGINIANA MTB 2022,,,
LARSA CORRE CON NOS AS TERMAS 2014. ADULTOS,Lugo,Lugo,Lugo
LARSA CORRE CON NOS AS TERMAS 2014. MENORES,Lugo,Lugo,Lugo
LARSA CORRE CON NOS OMBREIRO. ADULTOS,,,
LARSA CORRE CON NOS OMBREIRO. NENOS,,,
LARSA CORRE CON NOS SANFIZ. ADULTOS,,,
LARSA CORRE CON NOS SANFIZ. NENOS,,,
LI TRAVESIA AL DIQUE,Algeciras,Campo de Gibraltar,Andalucía
LII TRAVESIA AL DIQUE,Algeciras,Campo de Gibraltar,Andalucía
LIII TRAVESIA AL DIQUE,Algeciras,Campo de Gibraltar,Andalucía
LIII TRAVESÍA A NADO AO PORTO DE VILAXOÁN (VILAGARCÍA DE AROUSA),Santiago de Compostela,Santiago,Galicia
LIV TRAVESIA AL DIQUE,Algeciras,Campo de Gibraltar,Andalucía
LIV TRAVESÍA A NADO AO PORTO DE VILAXOÁN (VILAGARCÍA DE AROUSA),Santiago de Compostela,Santiago,Galicia
LIX DESCENSO A NADO DE LA RIA DE NAVIA,Navia,,Asturias / Asturies
LOS 10 KM DEL GRUPO (GIJÓN),Boadilla del Monte,,Comunidad de Madrid
LOS 10 KM DEL GRUPO (GIJÓN) 2019,Boadilla del Monte,,Comunidad de Madrid
LV DESCENSO A NADO DE LA RÍA DE NAVIA 2012,Navia,,Asturias / Asturies
LV TRAVESÍA A NADO AO PORTO DE VILAXOÁN (VILAGARCÍA DE AROUSA),Santiago de Compostela,Santiago,Galicia
LVI DESCENSO A NADO DE LA RIA DE NAVIA 2013,Navia,,Asturias / Asturies
LVI TRAVESÍA A NADO AO PORTO DE VILAXOÁN (VILAGARCÍA DE AROUSA),Santiago de Compostela,Santiago,Galicia
LVII DESCENSO A NADO DE LA RIA DE NAVIA. 1100 METROS,Valladolid,,Valladolid
LVII DESCENSO A NADO DE LA RIA DE NAVIA. 1700 METROS,Valladolid,,Valladolid
LVII DESCENSO A NADO DE LA RIA DE NAVIA. 3000 METROS,Valladolid,,Valladolid
LVII DESCENSO A NADO DE LA RIA DE NAVIA. 5000 METROS,Valladolid,,Valladolid
LVIII DESCENSO A NADO DE LA RIA DE NAVIA,Navia,,Asturias / Asturies
LX DESCENSO A NADO DE LA RIA DE NAVIA,Navia,,Asturias / Asturies
LXI Descenso a Nado de la Ría de Navia/ 8ª Etapa Copa España Aguas Abiertas,,,
LXII Descenso a Nado de la Ría de Navia/ Circuito de Aguas Abiertas FDNA,,,
LXIII DESCENSO A NADO DE LA RÍA DE NAVIA,Navia,,Asturias / Asturies
LXIV DESCENSO A NADO DE LA RIA DE NAVIA,Navia,,Asturias / Asturies
LXV DESCENSO A NADO DE LA RIA DE NAVIA,Navia,,Asturias / Asturies
LXVI DESCENSO A NADO DE LA RIA DE NAVIA,Navia,,Asturias / Asturies
LXVII DESCENSO A NADO DE LA RIA DE NAVIA,Navia,,Asturias / Asturies
LXVIII DESCENSO A NADO DE LA RIA DE NAVIA,Navia,,Asturias / Asturies
LXXIX TRAVESIA A NADO ENSENADA DE SAN AMARO,San Amaro,O Carballiño,Ourense
LXXV TRAVESIA A NADO ENSENADA DE SAN AMARO,San Amaro,O Carballiño,Ourense
MARALBA Running Fest014,,,
MARATON DO NORTE,Granada,Comarca de la Vega de Granada,Granada
MARATON DO NORTE 2016,Granada,Comarca de la Vega de Granada,Granada
MARATÓN PATINAJE DE VELOCIDAD SCD RABADEIRA,,,
MARATÓN XTREM LAGOS K42. Distancia: 42 Km,La Iruela,,Jaén
MARATÓN Y XX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,,,
MARCHA CICLOTURISTA BTT MINERA,,,
MARGINAL A NOITE,Madrid,,Comunidad de Madrid
MEDIA MARATHON RIBADEO - AS CATEDRAIS 2014,Ribadeo,A Mariña Oriental,Lugo
MEDIA MARATON DE A RÚA (V D3SAFÍO42 OURENSE),A Rúa de Valdeorras,Valdeorras,Ourense
MEDIA MARATON DE ANCARES (EN RUTA),Zubiaur,,Bizkaia
MEDIA MARATON DE VIGO-LOS 10K ALEJANDRO GOMEZ,Santa Cruz del Retamar,,Toledo
"MEDIA MARATON PALAS - MELIDE ""OS 21 DO CAMIÑO""",Orro,A Coruña,Galicia
"MEDIA MARATON PALAS - MELIDE ""OS 21 DO CAMIÑO"" 2016",Orro,A Coruña,Galicia
"MEDIA MARATON PALAS - MELIDE ""OS 21 DO CAMIÑO"" 2017",Orro,A Coruña,Galicia
"MEDIA MARATON PALAS - MELIDE ""OS 21 DO CAMIÑO"" 2018",Orro,A Coruña,Galicia
MEDIA MARATON PALAS-MELIDE 'OS 21 DO CAMIÑO' 2013,Orro,A Coruña,Galicia
MEDIA MARATÓN CARBALLIÑO 2018,,,
MEDIA MARATÓN XTREM LAGOS K21. Distancia: 21 Km,La Iruela,,Jaén
MEDIO MARATON DE PONTEVEDRA 2004,Pontevedra,Pontevedra,Galicia
MEDIO MARATON DE PONTEVEDRA 2005,Pontevedra,Pontevedra,Galicia
MEDIO MARATON DE PONTEVEDRA 2006,Pontevedra,Pontevedra,Galicia
MEDIO MARATON DE PONTEVEDRA 2007,Pontevedra,Pontevedra,Galicia
MEDIO MARATON DE PONTEVEDRA 2009,Pontevedra,Pontevedra,Galicia
MEDIO MARATON DE PONTEVEDRA 2010,Pontevedra,Pontevedra,Galicia
MEDIO MARATON DE PONTEVEDRA 2011,Pontevedra,Pontevedra,Galicia
MEDIO MARATON DE PONTEVEDRA 2012,Pontevedra,Pontevedra,Galicia
MEDIO MARATON DE PONTEVEDRA 2013,Pontevedra,Pontevedra,Galicia
MEDIO MARATON DE PONTEVEDRA 2014,Pontevedra,Pontevedra,Galicia
MEMORIAL EULOGIO GONZALEZ PEREZ - LAVADORES ADULTOS,,,
MEMORIAL EULOGIO GONZALEZ PEREZ - LAVADORES MENORES,,,
MILLA SAN ROQUE SADA,Sada,A Coruña,Galicia
MILLA URBANA SARRIA 2013,Barcelona,Barcelonès,Catalunya
MILLA URBANA SARRIA 2014,Barcelona,Barcelonès,Catalunya
MILLA URBANA SARRIA 2015,Barcelona,Barcelonès,Catalunya
MILLA URBANA SARRIA 2016,Barcelona,Barcelonès,Catalunya
MILLA URBANA SARRIA 2017,Barcelona,Barcelonès,Catalunya
MILLA URBANA SARRIA 2018,Barcelona,Barcelonès,Catalunya
MILLA URBANA SARRIA 2019,Barcelona,Barcelonès,Catalunya
MINI ATLÁNTICA CORUÑA42,,,
MINIUS 2016,,,
MINIUS 2017,,,
MINIUS 2018,,,
MINIUS 2019,,,
MONFORTE EN MARCHA CONTRA O CANCRO,Santiago de Compostela,Santiago,Galicia
MONFORTE EN MARCHA CONTRA O CANCRO 2024,Santiago de Compostela,Santiago,Galicia
Media maratón De Coles 21k (IV D3SAFIO42),Vilarchao,Ourense,Ourense
NALON BEASTS RACE (OBSTÁCULOS),,,
NALON BEASTS RACE SAN JUAN DE LA ARENA 2018 (OBSTÁCULOS),Gijón / Xixón,,Asturias / Asturies
NALÓN BEASTS RACE SAN JUAN DE LA ARENA (OBSTÁCULOS),Gijón / Xixón,,Asturias / Asturies
NALÓN BEASTS RACE SAN JUAN DE LA ARENA 2017 (OBSTÁCULOS),Gijón / Xixón,,Asturias / Asturies
NOCTURNA CORRENDO POR VIGO MAIAQUEAUGA,,,
NOCTURNA DE NIGRÁN H2K PLAZA 2019,,,
NOCTURNA MONUMENTAL,Barcelona,Barcelonès,Catalunya
NOCTURNA MONUMENTAL ADULTOS,,,
NOCTURNA MONUMENTAL MENORES,,,
NOR3XTREM 2017,,,
NORDIC WALKING MOUNTAIN FRIOL 2026,,,
NORTHWEST TRIMAN 2014. INDIVIDUAL FEMENINA,,,
NORTHWEST TRIMAN 2014. INDIVIDUAL MASCULINA,,,
NORTHWEST TRIMAN 2015,,,
NORTHWEST TRIMAN 2016,,,
NORTHWEST TRIMAN 2017,,,
NORTHWEST TRIMAN 2018,,,
NORTHWEST TRIMAN 2019,,,
NORTHWEST TRIMAN 2021,,,
O CAMIÑO RACE 2023 (COPA OCRA GALICIA),Narón,Ferrol,Galicia
O CAMIÑO RACE 2024,Narón,Ferrol,Galicia
O TRAIL DO BRIGANTIA. TERRAS DE PONDAL,Llanera,,Asturias / Asturies
OCR ALLARIZ 2016 EXTREMA,,,
OCR CIDADE DE NARON,Narón,Ferrol,Galicia
OCR NALON BEASTS SAN JUAN DE LA ARENA (OBSTÁCULOS),Gijón / Xixón,,Asturias / Asturies
OCR VILA DE ALLARIZ,Allariz,Allariz-Maceda,Ourense
OCR VILA DE ALLARIZ 2017,Allariz,Allariz-Maceda,Ourense
OPTIMILK PRO CROSS PONTE ROMANA 8.0 RELEVOS,,,
OPTIMiLK CROSS PONTE ROMANA #7 EDICIÓN RELEVOS,,,
"OS 21 DO CAMIÑO, MEDIA MARATON JIM SPORTS 2014",,,
"OS 21 DO CAMIÑO, MEDIA MARATON JIM SPORTS 2014. PROBA BENXAMIN E ALEVIN",,,
"OS 21 DO CAMIÑO, MEDIA MARATON JIM SPORTS 2014. PROBA INFANTIL CADETE E XUVENIL",,,
PASEO OMBREIRO,,,
POLICE CHALLENGE,,,
PONTEVEDRA NON STOP EQUIPOS,,,
PONTEVEDRA NON STOP INDIVIDUAL,,,
PONTEVEDRA NON-STOP 6-12 HORAS BTT,Priego,,Cuenca
POSEIDON RACE CERCEDA,,,
POSEIDON RACE CERCEDA 2023,,,
POSEIDON RACE CERCEDA 2024,,,
POSEIDON RACE CERCEDA 2025,,,
POSEIDON RACE CERCEDA 2026,,,
POWER RACE LEON 2018,Ponferrada,El Bierzo,León
POWERADE RACE ALTO DE VEIGA 2016 - ASTORGA,Navia,,Asturias / Asturies
POWERADE RACE BIKE DE LEON,Quintana del Castillo,,León
POWERADE RACE BIKE DE LEON 2016,Quintana del Castillo,,León
POWERADE RACE LEÓN 2017,,,
"POWERADE RACE, ALTO VEIGA 2017",Santa Colomba de Somoza,,León
PRETORIAN RACE 2023,,,
PRETORIAN RACE 2024,,,
PRETORIAN RACE 2025,,,
PRETORIAN RACE 2026,,,
PRETORIAN RACE LUGO 2021,,,
PRETORIAN RACE LUGO 2022,,,
QUIROGA TRAIL CHALLENGE POWERADE (TRAIL CASTELO + TRAIL DO LOR),Cascante,Ribera / Erribera,Navarra
RECINTO FEIRAL,Cospeito,Terra Chá,Lugo
RUTA BTTRAIA 2017,,,
Ruta BTT X Aniversario CC Terra Cha Vilalba,Vilalba,Terra Chá,Lugo
SAMURAI XTREME RACE AS PONTES 2016,As Pontes de García Rodríguez,O Eume,Galicia
SAMURAI XTREME RACE AS PONTES 2017,As Pontes de García Rodríguez,O Eume,Galicia
SAMURAI XTREME RACE AS PONTES 2018,As Pontes de García Rodríguez,O Eume,Galicia
SAMURAI XTREME RACE AS PONTES 2019,As Pontes de García Rodríguez,O Eume,Galicia
SAMURAI XTREME RACE AS PONTES 2022,As Pontes de García Rodríguez,O Eume,Galicia
SAMURAI XTREME RACE AS PONTES 2023,As Pontes de García Rodríguez,O Eume,Galicia
SAN SILVESTRE - A CORUÑA 2010,Santiago de Compostela,Santiago,Galicia
SAN SILVESTRE CAMARIÑAS,,,
SAN SILVESTRE CANGAS DE ONIS 2013,Onís,,Asturias / Asturies
SAN SILVESTRE CERCEDENSE 2024,,,
SAN SILVESTRE CORUÑA 2014,Santiago de Compostela,Santiago,Galicia
SAN SILVESTRE DE CANGAS DE ONIS,Onís,,Asturias / Asturies
SAN SILVESTRE DE SILLEDA 2024,Silleda,O Deza,Galicia
SAN SILVESTRE DE SILLEDA 2025,Silleda,O Deza,Galicia
SAN SILVESTRE FLUVIAL 2013,,,
SAN SILVESTRE POLA DE SIERO 2012,Siero,,Asturias / Asturies
SAN SILVESTRE RIALTO A CORUÑA 2013,O Porto de Santa Cruz,A Coruña,Galicia
SAN SILVESTRE RIBADEO 2011 4938m,,,
SAN SILVESTRE RIBADEO 2012 4938m,,,
SAN SILVESTRE RIBADEO 2013,,,
SAN SILVESTRE RIBADEO 2014 ADULTOS,,,
SAN SILVESTRE RIBADEO 2014 MILLA,,,
SAN SILVESTRE RIBADEO 2015,,,
SAN SILVESTRE RIBADEO 2016,,,
SAN SILVESTRE RIBADEO 2017,,,
SAN SILVESTRE RIBADEO 2018,,,
SAN SILVESTRE RIBADEO 2019,,,
THE WILD RACE 2019,Barcelona,Barcelonès,Catalunya
TOXIZA CLASSIC XTREME,,,
TOXIZA CLASSIC XTREME 2016,,,
