fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,evento_ref,resultado_ref,nombre_evento,nombre_prueba,distancia_m
cronorunner,VIII CARRERA INFANTIL CAIXA RURAL TORRENT A PICANYA (Querubín (2021-2020)),2026-07-01,Miércoles,0.2,road running,Infantil,,,Picanya,l'Horta Sud,Comunitat Valenciana,457-2263,457-2263-3830,VIII CARRERA INFANTIL CAIXA RURAL TORRENT A PICANYA,Querubín (2021-2020),200
cronorunner,XXII VOLTA A PEU NOCTURNA RIBA-ROJA DE TURIA (III TRAIL NOCTURNO RIBA-ROJA (No puntuable para el circuito Camp de Túria)),2026-06-26,Viernes,8.6,trail running,Absoluta/General,61.0,193.0,Riba-roja de Túria,València / Valencia,Comunitat Valenciana,261-2209,261-2209-3765,XXII VOLTA A PEU NOCTURNA RIBA-ROJA DE TURIA,III TRAIL NOCTURNO RIBA-ROJA (No puntuable para el circuito Camp de Túria),8600
cronorunner,XXII VOLTA A PEU NOCTURNA RIBA-ROJA DE TURIA (7KM),2026-06-26,Viernes,7.0,road running,Absoluta/General,167.0,424.0,Riba-roja de Túria,València / Valencia,Comunitat Valenciana,261-2209,261-2209-3691,XXII VOLTA A PEU NOCTURNA RIBA-ROJA DE TURIA,7KM,7000
cronorunner,XXXVII VOLTA A PEU ALMUSSAFES (8k),2026-06-20,Sábado,8.0,road running,Absoluta/General,143.0,426.0,Almussafes,València / Valencia,Comunitat Valenciana,614-2168,614-2168-3575,XXXVII VOLTA A PEU ALMUSSAFES,8k,8000
cronorunner,XXXVII VOLTA A PEU ALMUSSAFES (Chupetins (2021-2026)),2026-06-20,Sábado,0.1,road running,Infantil,,,Almussafes,València / Valencia,Comunitat Valenciana,614-2168,614-2168-3652,XXXVII VOLTA A PEU ALMUSSAFES,Chupetins (2021-2026),100
cronorunner,XXXVII VOLTA A PEU ALMUSSAFES (Prebenjamí 2019/2020 (sub8)),2026-06-20,Sábado,0.3,road running,Infantil,,,Almussafes,València / Valencia,Comunitat Valenciana,614-2168,614-2168-3653,XXXVII VOLTA A PEU ALMUSSAFES,Prebenjamí 2019/2020 (sub8),300
cronorunner,XXXVII VOLTA A PEU ALMUSSAFES (Aleví 2015/2016 (sub12)),2026-06-20,Sábado,1.0,road running,Absoluta/General,,,Almussafes,València / Valencia,Comunitat Valenciana,614-2168,614-2168-3654,XXXVII VOLTA A PEU ALMUSSAFES,Aleví 2015/2016 (sub12),1000
cronorunner,XXXVII VOLTA A PEU ALMUSSAFES (Infantil (sub14) 2013-2014),2026-06-20,Sábado,1.1,road running,Infantil,,,Almussafes,València / Valencia,Comunitat Valenciana,614-2168,614-2168-3655,XXXVII VOLTA A PEU ALMUSSAFES,Infantil (sub14) 2013-2014,1100
cronorunner,XXXVII VOLTA A PEU ALMUSSAFES (Cadet (sub16) 2011-2012),2026-06-20,Sábado,1.5,road running,Infantil,,,Almussafes,València / Valencia,Comunitat Valenciana,614-2168,614-2168-3656,XXXVII VOLTA A PEU ALMUSSAFES,Cadet (sub16) 2011-2012,1500
cronorunner,XXXVII VOLTA A PEU ALMUSSAFES (Benjamí (sub10) 2017/2018),2026-06-20,Sábado,0.5,road running,Infantil,,,Almussafes,València / Valencia,Comunitat Valenciana,614-2168,614-2168-3657,XXXVII VOLTA A PEU ALMUSSAFES,Benjamí (sub10) 2017/2018,500
cronorunner,XIV TRAIL CHULILLA,2026-06-20,Sábado,11.0,trail running,Absoluta/General,130.0,264.0,Chulilla,La Serranía,Comunitat Valenciana,644-2234,644-2234-3847,XIV TRAIL CHULILLA,11k,11000
cronorunner,II VOLTA A PEU EL PERELLÓ,2026-06-14,Domingo,8.0,road running,Absoluta/General,255.0,592.0,el Perelló,Baix Ebre,Tarragona,365-2167,365-2167-3574,II VOLTA A PEU EL PERELLÓ,8K,8000
cronorunner,VI 6k solidaria Massalfassar (MENORES),2026-06-14,Domingo,6.0,road running,Infantil,10.0,11.0,Massalfassar,l'Horta Nord,Comunitat Valenciana,609-2182,609-2182-3826,VI 6k solidaria Massalfassar,MENORES,6000
cronorunner,VI 6k solidaria Massalfassar (6k),2026-06-14,Domingo,6.0,road running,Absoluta/General,130.0,292.0,Massalfassar,l'Horta Nord,Comunitat Valenciana,609-2182,609-2182-3600,VI 6k solidaria Massalfassar,6k,6000
cronorunner,XII VOLTA A PEU A SANT JOANET (Compra Camiseta (NO CORRO)),2026-06-13,Sábado,0.0,road running,Absoluta/General,,,Sant Joanet,València / Valencia,Comunitat Valenciana,302-2162,302-2162-3798,XII VOLTA A PEU A SANT JOANET,Compra Camiseta (NO CORRO),0
cronorunner,XII VOLTA A PEU A SANT JOANET (6k),2026-06-13,Sábado,6.0,road running,Absoluta/General,120.0,295.0,Sant Joanet,València / Valencia,Comunitat Valenciana,302-2162,302-2162-3588,XII VOLTA A PEU A SANT JOANET,6k,6000
cronorunner,37 VOLTA A PEU FIBRA VALENCIA VILA D'ALAQUAS,2026-06-13,Sábado,7.3,road running,Absoluta/General,173.0,413.0,Alaquàs,l'Horta Sud,Comunitat Valenciana,323-2199,323-2199-3731,37 VOLTA A PEU FIBRA VALENCIA VILA D'ALAQUAS,7KM,7300
cronorunner,Carrera per la Dona 2026 - Quart de Poblet (5km),2026-06-13,Sábado,5.0,road running,Absoluta/General,95.0,57.0,Quart de Poblet,l'Horta Sud,Comunitat Valenciana,650-2260,650-2260-3800,Carrera per la Dona 2026 - Quart de Poblet,5km,5000
cronorunner,Carrera per la Dona 2026 - Quart de Poblet (Marcha No competitiva),2026-06-13,Sábado,1.8,marcha,Absoluta/General,,,Quart de Poblet,l'Horta Sud,Comunitat Valenciana,650-2260,650-2260-3801,Carrera per la Dona 2026 - Quart de Poblet,Marcha No competitiva,1800
cronorunner,II VOLTA A PEU CIUTAT DE LLÍRIA (Compra Camiseta (Sin dorsal - SOLO para los inscritos a todo el circuito)),2026-06-06,Sábado,0.0,road running,Absoluta/General,,,Llíria,València / Valencia,Comunitat Valenciana,658-2224,658-2224-3732,II VOLTA A PEU CIUTAT DE LLÍRIA,Compra Camiseta (Sin dorsal - SOLO para los inscritos a todo el circuito),0
cronorunner,II VOLTA A PEU CIUTAT DE LLÍRIA (6KM),2026-06-06,Sábado,6.0,road running,Absoluta/General,98.0,224.0,Llíria,València / Valencia,Comunitat Valenciana,658-2224,658-2224-3689,II VOLTA A PEU CIUTAT DE LLÍRIA,6KM,6000
cronorunner,VII 7K SALADAR-SILLA (Chupetines (2021-2026)),2026-06-06,Sábado,0.0,road running,Infantil,,,Silla,l'Horta Sud,Comunitat Valenciana,456-2230,456-2230-3754,VII 7K SALADAR-SILLA,Chupetines (2021-2026),0
cronorunner,VII 7K SALADAR-SILLA (Prebenjamin (sub 8) 2019-2020),2026-06-06,Sábado,0.0,road running,Infantil,,,Silla,l'Horta Sud,Comunitat Valenciana,456-2230,456-2230-3755,VII 7K SALADAR-SILLA,Prebenjamin (sub 8) 2019-2020,0
cronorunner,VII 7K SALADAR-SILLA (Benjamin (sub 10) 2017-2018),2026-06-06,Sábado,0.0,road running,Infantil,,,Silla,l'Horta Sud,Comunitat Valenciana,456-2230,456-2230-3756,VII 7K SALADAR-SILLA,Benjamin (sub 10) 2017-2018,0
cronorunner,VII 7K SALADAR-SILLA (Alevín (sub 12) 2015-2016),2026-06-06,Sábado,0.0,road running,Infantil,,,Silla,l'Horta Sud,Comunitat Valenciana,456-2230,456-2230-3757,VII 7K SALADAR-SILLA,Alevín (sub 12) 2015-2016,0
cronorunner,VII 7K SALADAR-SILLA (7k),2026-06-06,Sábado,7.0,road running,Absoluta/General,34.0,99.0,Silla,l'Horta Sud,Comunitat Valenciana,456-2230,456-2230-3715,VII 7K SALADAR-SILLA,7k,7000
cronorunner,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ (Prebenjamins (4 a 7 anys)),2026-06-06,Sábado,0.08,road running,Infantil,,,Algemesí,València / Valencia,Comunitat Valenciana,301-2233,301-2233-3675,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ,Prebenjamins (4 a 7 anys),80
cronorunner,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ (Benjamins (8 a 9 anys)),2026-06-06,Sábado,0.5,road running,Infantil,,,Algemesí,València / Valencia,Comunitat Valenciana,301-2233,301-2233-3676,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ,Benjamins (8 a 9 anys),500
cronorunner,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ (Alevins (10 a 11 anys)),2026-06-06,Sábado,1.0,road running,Infantil,,,Algemesí,València / Valencia,Comunitat Valenciana,301-2233,301-2233-3677,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ,Alevins (10 a 11 anys),1000
cronorunner,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ (Infantils (12 a 13 anys)),2026-06-06,Sábado,1.5,road running,Infantil,,,Algemesí,València / Valencia,Comunitat Valenciana,301-2233,301-2233-3678,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ,Infantils (12 a 13 anys),1500
cronorunner,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ (Cadets (14 a 17 anys)),2026-06-06,Sábado,1.5,road running,Infantil,,,Algemesí,València / Valencia,Comunitat Valenciana,301-2233,301-2233-3679,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ,Cadets (14 a 17 anys),1500
cronorunner,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ (10km),2026-06-06,Sábado,10.0,road running,Absoluta/General,91.0,314.0,Algemesí,València / Valencia,Comunitat Valenciana,301-2233,301-2233-3674,XLI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ,10km,10000
cronorunner,Como aprovechar el GPS para entrenar - Club Atletisme Vila d'Alaquàs,2026-06-03,Miércoles,0.0,road running,Absoluta/General,,,Alaquàs,l'Horta Sud,Comunitat Valenciana,670-2255,670-2255-3764,Como aprovechar el GPS para entrenar - Club Atletisme Vila d'Alaquàs,Inscripción a la Charla,0
cronorunner,"III Carrera Solidaria “Ruta 091” de Valencia (Dorsal 0 (Colaboro, no corro))",2026-05-30,Sábado,0.0,road running,Absoluta/General,,,València,Comarca de València,Comunitat Valenciana,638-2219,638-2219-3714,III Carrera Solidaria “Ruta 091” de Valencia,"Dorsal 0 (Colaboro, no corro)",0
cronorunner,"III Carrera Solidaria “Ruta 091” de Valencia (5,2km)",2026-05-30,Sábado,5.2,road running,Absoluta/General,653.0,806.0,València,Comarca de València,Comunitat Valenciana,638-2219,638-2219-3707,III Carrera Solidaria “Ruta 091” de Valencia,"5,2km",5200
cronorunner,III Carrera Solidaria “Ruta 091” de Valencia (Modalidad Inclusiva),2026-05-30,Sábado,5.2,road running,Absoluta/General,,,València,Comarca de València,Comunitat Valenciana,638-2219,638-2219-3713,III Carrera Solidaria “Ruta 091” de Valencia,Modalidad Inclusiva,5200
cronorunner,III Carrera Solidaria “Ruta 091” de Valencia (nacidos 2019 y posteriores),2026-05-30,Sábado,0.05,road running,Absoluta/General,,,València,Comarca de València,Comunitat Valenciana,638-2219,638-2219-3708,III Carrera Solidaria “Ruta 091” de Valencia,nacidos 2019 y posteriores,50
cronorunner,III Carrera Solidaria “Ruta 091” de Valencia (de 2017 a 2018),2026-05-30,Sábado,0.1,road running,Absoluta/General,,,València,Comarca de València,Comunitat Valenciana,638-2219,638-2219-3709,III Carrera Solidaria “Ruta 091” de Valencia,de 2017 a 2018,100
cronorunner,III Carrera Solidaria “Ruta 091” de Valencia (de 2015 a 2016),2026-05-30,Sábado,0.2,road running,Absoluta/General,,,València,Comarca de València,Comunitat Valenciana,638-2219,638-2219-3710,III Carrera Solidaria “Ruta 091” de Valencia,de 2015 a 2016,200
cronorunner,III Carrera Solidaria “Ruta 091” de Valencia (de 2013 a 2014),2026-05-30,Sábado,0.4,road running,Absoluta/General,,,València,Comarca de València,Comunitat Valenciana,638-2219,638-2219-3711,III Carrera Solidaria “Ruta 091” de Valencia,de 2013 a 2014,400
cronorunner,III Carrera Solidaria “Ruta 091” de Valencia (de 2011 a 2012),2026-05-30,Sábado,0.8,road running,Absoluta/General,,,València,Comarca de València,Comunitat Valenciana,638-2219,638-2219-3712,III Carrera Solidaria “Ruta 091” de Valencia,de 2011 a 2012,800
cronorunner,"XXXIII VOLTA A PEU BENETÚSSER (7,5km)",2026-05-24,Domingo,7.5,road running,Absoluta/General,71.0,192.0,Benetússer,l'Horta Sud,Comunitat Valenciana,443-2198,443-2198-3735,XXXIII VOLTA A PEU BENETÚSSER,"7,5km",7500
cronorunner,XXXIII VOLTA A PEU BENETÚSSER (SUB 5),2026-05-24,Domingo,0.33,road running,Absoluta/General,,,Benetússer,l'Horta Sud,Comunitat Valenciana,443-2198,443-2198-3736,XXXIII VOLTA A PEU BENETÚSSER,SUB 5,330
cronorunner,XXXIII VOLTA A PEU BENETÚSSER (Diversidad Funcional),2026-05-24,Domingo,0.33,road running,Absoluta/General,,,Benetússer,l'Horta Sud,Comunitat Valenciana,443-2198,443-2198-3743,XXXIII VOLTA A PEU BENETÚSSER,Diversidad Funcional,330
cronorunner,XXXIII VOLTA A PEU BENETÚSSER (SUB 8),2026-05-24,Domingo,0.55,road running,Absoluta/General,8.0,7.0,Benetússer,l'Horta Sud,Comunitat Valenciana,443-2198,443-2198-3737,XXXIII VOLTA A PEU BENETÚSSER,SUB 8,550
cronorunner,XXXIII VOLTA A PEU BENETÚSSER (SUB10),2026-05-24,Domingo,0.55,road running,Absoluta/General,13.0,9.0,Benetússer,l'Horta Sud,Comunitat Valenciana,443-2198,443-2198-3738,XXXIII VOLTA A PEU BENETÚSSER,SUB10,550
cronorunner,XXXIII VOLTA A PEU BENETÚSSER (SUB12),2026-05-24,Domingo,1.1,road running,Absoluta/General,7.0,13.0,Benetússer,l'Horta Sud,Comunitat Valenciana,443-2198,443-2198-3739,XXXIII VOLTA A PEU BENETÚSSER,SUB12,1100
cronorunner,XXXIII VOLTA A PEU BENETÚSSER (SUB14),2026-05-24,Domingo,1.65,road running,Absoluta/General,3.0,5.0,Benetússer,l'Horta Sud,Comunitat Valenciana,443-2198,443-2198-3740,XXXIII VOLTA A PEU BENETÚSSER,SUB14,1650
cronorunner,XXXIII VOLTA A PEU BENETÚSSER (SUB16),2026-05-24,Domingo,1.65,road running,Absoluta/General,2.0,1.0,Benetússer,l'Horta Sud,Comunitat Valenciana,443-2198,443-2198-3741,XXXIII VOLTA A PEU BENETÚSSER,SUB16,1650
cronorunner,XXXIII VOLTA A PEU BENETÚSSER (SUB18),2026-05-24,Domingo,2.15,road running,Absoluta/General,0.0,1.0,Benetússer,l'Horta Sud,Comunitat Valenciana,443-2198,443-2198-3742,XXXIII VOLTA A PEU BENETÚSSER,SUB18,2150
cronorunner,XI 10 KM CIUTAT DE TORRENT,2026-05-24,Domingo,10.0,road running,Absoluta/General,111.0,432.0,Torrent,l'Horta Sud,Comunitat Valenciana,222-2203,222-2203-3682,XI 10 KM CIUTAT DE TORRENT,10k,10000
cronorunner,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (Chupetins (2021-2026)),2026-05-23,Sábado,0.1,road running,Infantil,,,Alberic,València / Valencia,Comunitat Valenciana,264-2161,264-2161-3758,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),Chupetins (2021-2026),100
cronorunner,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (Prebenjamins (2019-2020)),2026-05-23,Sábado,0.3,road running,Infantil,,,Alberic,València / Valencia,Comunitat Valenciana,264-2161,264-2161-3759,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),Prebenjamins (2019-2020),300
cronorunner,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (Benjamins (2017-2018)),2026-05-23,Sábado,0.5,road running,Infantil,17.0,18.0,Alberic,València / Valencia,Comunitat Valenciana,264-2161,264-2161-3760,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),Benjamins (2017-2018),500
cronorunner,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (Alevins (2015-2016)),2026-05-23,Sábado,1.0,road running,Infantil,10.0,10.0,Alberic,València / Valencia,Comunitat Valenciana,264-2161,264-2161-3761,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),Alevins (2015-2016),1000
cronorunner,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (Infantils (2013-2014)),2026-05-23,Sábado,1.5,road running,Infantil,10.0,9.0,Alberic,València / Valencia,Comunitat Valenciana,264-2161,264-2161-3762,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),Infantils (2013-2014),1500
cronorunner,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (Cadets (2009-2012)),2026-05-23,Sábado,2.0,road running,Infantil,2.0,6.0,Alberic,València / Valencia,Comunitat Valenciana,264-2161,264-2161-3763,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),Cadets (2009-2012),2000
cronorunner,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (8k),2026-05-23,Sábado,8.0,road running,Absoluta/General,111.0,283.0,Alberic,València / Valencia,Comunitat Valenciana,264-2161,264-2161-3587,XXX VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),8k,8000
cronorunner,IV 5k POBLA DE FARNALS (Chupetín (2022-23-24-25)),2026-05-23,Sábado,0.1,road running,Infantil,,,Pontós,Alt Empordà,Catalunya,629-2181,629-2181-3749,IV 5k POBLA DE FARNALS,Chupetín (2022-23-24-25),100
cronorunner,IV 5k POBLA DE FARNALS (Prebenjamín (2021-20)),2026-05-23,Sábado,0.2,road running,Infantil,,,Pontós,Alt Empordà,Catalunya,629-2181,629-2181-3750,IV 5k POBLA DE FARNALS,Prebenjamín (2021-20),200
cronorunner,IV 5k POBLA DE FARNALS (Benjamín (2019- 18)),2026-05-23,Sábado,0.4,road running,Infantil,,,Pontós,Alt Empordà,Catalunya,629-2181,629-2181-3751,IV 5k POBLA DE FARNALS,Benjamín (2019- 18),400
cronorunner,IV 5k POBLA DE FARNALS (Alevín (2017-16)),2026-05-23,Sábado,0.75,road running,Infantil,,,Pontós,Alt Empordà,Catalunya,629-2181,629-2181-3752,IV 5k POBLA DE FARNALS,Alevín (2017-16),750
cronorunner,IV 5k POBLA DE FARNALS (Infantil (2014-15)),2026-05-23,Sábado,1.0,road running,Infantil,,,Pontós,Alt Empordà,Catalunya,629-2181,629-2181-3753,IV 5k POBLA DE FARNALS,Infantil (2014-15),1000
cronorunner,IV 5k POBLA DE FARNALS (5k),2026-05-23,Sábado,5.0,road running,Absoluta/General,218.0,422.0,Pontós,Alt Empordà,Catalunya,629-2181,629-2181-3599,IV 5k POBLA DE FARNALS,5k,5000
cronorunner,IV 5k POBLA DE FARNALS (MENORES 5K),2026-05-23,Sábado,5.0,road running,Infantil,23.0,22.0,Pontós,Alt Empordà,Catalunya,629-2181,629-2181-3797,IV 5k POBLA DE FARNALS,MENORES 5K,5000
cronorunner,II 10k BIMI SILLA,2026-05-17,Domingo,10.0,road running,Absoluta/General,143.0,439.0,Silla,l'Horta Sud,Comunitat Valenciana,150-2166,150-2166-3573,II 10k BIMI SILLA,10K,10000
cronorunner,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Gran Fons),2026-05-17,Domingo,15.5,road running,Absoluta/General,13.0,100.0,Turís,València / Valencia,Comunitat Valenciana,295-2243,295-2243-3718,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Gran Fons,15500
cronorunner,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Cursa iniciació),2026-05-17,Domingo,8.6,road running,Absoluta/General,14.0,28.0,Turís,València / Valencia,Comunitat Valenciana,295-2243,295-2243-3719,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Cursa iniciació,8600
cronorunner,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Benjamins Sub 10 (2017-2018)),2026-05-17,Domingo,0.6,road running,Infantil,,,Turís,València / Valencia,Comunitat Valenciana,295-2243,295-2243-3720,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Benjamins Sub 10 (2017-2018),600
cronorunner,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Alevins Sub 12 (2015-2016)),2026-05-17,Domingo,1.0,road running,Infantil,,,Turís,València / Valencia,Comunitat Valenciana,295-2243,295-2243-3721,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Alevins Sub 12 (2015-2016),1000
cronorunner,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Infantils Sub 14 (2013-2014)),2026-05-17,Domingo,1.6,road running,Infantil,,,Turís,València / Valencia,Comunitat Valenciana,295-2243,295-2243-3722,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Infantils Sub 14 (2013-2014),1600
cronorunner,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Cadets Sub 16 (2009-2012)),2026-05-17,Domingo,2.0,road running,Infantil,,,Turís,València / Valencia,Comunitat Valenciana,295-2243,295-2243-3723,XX GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Cadets Sub 16 (2009-2012),2000
cronorunner,XXIII 15K i I 5K VILA DE MASSAMAGRELL (Compra Obsequios (NO CORRO)),2026-05-16,Sábado,0.0,road running,Absoluta/General,,,Massamagrell,l'Horta Nord,Comunitat Valenciana,643-2180,643-2180-3734,XXIII 15K i I 5K VILA DE MASSAMAGRELL,Compra Obsequios (NO CORRO),0
cronorunner,XXIII 15K i I 5K VILA DE MASSAMAGRELL (15k),2026-05-16,Sábado,0.015,road running,Absoluta/General,,,Massamagrell,l'Horta Nord,Comunitat Valenciana,643-2180,643-2180-3598,XXIII 15K i I 5K VILA DE MASSAMAGRELL,15k,15
cronorunner,XXIII 15K i I 5K VILA DE MASSAMAGRELL (5km),2026-05-16,Sábado,5.0,road running,Absoluta/General,125.0,168.0,Massamagrell,l'Horta Nord,Comunitat Valenciana,643-2180,643-2180-3649,XXIII 15K i I 5K VILA DE MASSAMAGRELL,5km,5000
cronorunner,XXIII 15K i I 5K VILA DE MASSAMAGRELL (5k menores),2026-05-16,Sábado,5.0,road running,Infantil,25.0,22.0,Massamagrell,l'Horta Nord,Comunitat Valenciana,643-2180,643-2180-3783,XXIII 15K i I 5K VILA DE MASSAMAGRELL,5k menores,5000
cronorunner,GRAN PREMIO VELAS MARATON 3.0 (10km),2026-05-16,Sábado,10.0,road running,Absoluta/General,203.0,579.0,Cheste,València / Valencia,Comunitat Valenciana,649-2204,649-2204-3638,GRAN PREMIO VELAS MARATON 3.0,10km,10000
cronorunner,GRAN PREMIO VELAS MARATON 3.0 (4km),2026-05-16,Sábado,4.0,road running,Absoluta/General,183.0,124.0,Cheste,València / Valencia,Comunitat Valenciana,649-2204,649-2204-3639,GRAN PREMIO VELAS MARATON 3.0,4km,4000
cronorunner,Carrera Popular Lucha contra la Droga Memorial Benito Pozo,2026-05-16,Sábado,6.0,road running,Absoluta/General,19.0,41.0,Torrent,l'Horta Sud,Comunitat Valenciana,647-2240,647-2240-3748,Carrera Popular Lucha contra la Droga Memorial Benito Pozo,6km,6000
cronorunner,XLIV VOLTA A PEU LLUIS VIVES,2026-05-15,Viernes,5.2,road running,Absoluta/General,,,Sueca,València / Valencia,Comunitat Valenciana,384-2248,384-2248-3745,XLIV VOLTA A PEU LLUIS VIVES,"5,2km",5200
cronorunner,TRAIL VALLE DEL TÚRIA GESTALGAR (26KM),2026-05-10,Domingo,26.0,trail running,Absoluta/General,19.0,109.0,Gestalgar,La Serranía,Comunitat Valenciana,608-2206,608-2206-3635,TRAIL VALLE DEL TÚRIA GESTALGAR,26KM,26000
cronorunner,TRAIL VALLE DEL TÚRIA GESTALGAR (12KM),2026-05-10,Domingo,12.0,trail running,Absoluta/General,57.0,134.0,Gestalgar,La Serranía,Comunitat Valenciana,608-2206,608-2206-3636,TRAIL VALLE DEL TÚRIA GESTALGAR,12KM,12000
cronorunner,"TRAIL VALLE DEL TÚRIA GESTALGAR (Marcha (6,5km))",2026-05-10,Domingo,6.5,trail running,Absoluta/General,,,Gestalgar,La Serranía,Comunitat Valenciana,608-2206,608-2206-3637,TRAIL VALLE DEL TÚRIA GESTALGAR,"Marcha (6,5km)",6500
cronorunner,XXXIII VOLTA A PEU CIUTAT DE CARLET (Benjamí (2017-2018)),2026-05-09,Sábado,0.5,road running,Infantil,13.0,18.0,Carlet,València / Valencia,Comunitat Valenciana,308-2160,308-2160-3703,XXXIII VOLTA A PEU CIUTAT DE CARLET,Benjamí (2017-2018),500
cronorunner,XXXIII VOLTA A PEU CIUTAT DE CARLET (Aleví (2015-2016)),2026-05-09,Sábado,0.5,road running,Absoluta/General,17.0,17.0,Carlet,València / Valencia,Comunitat Valenciana,308-2160,308-2160-3704,XXXIII VOLTA A PEU CIUTAT DE CARLET,Aleví (2015-2016),500
cronorunner,XXXIII VOLTA A PEU CIUTAT DE CARLET (Infantil (2013-2014)),2026-05-09,Sábado,1.0,road running,Infantil,7.0,11.0,Carlet,València / Valencia,Comunitat Valenciana,308-2160,308-2160-3705,XXXIII VOLTA A PEU CIUTAT DE CARLET,Infantil (2013-2014),1000
cronorunner,XXXIII VOLTA A PEU CIUTAT DE CARLET (Cadet (2009-2012)),2026-05-09,Sábado,1.5,road running,Infantil,1.0,11.0,Carlet,València / Valencia,Comunitat Valenciana,308-2160,308-2160-3706,XXXIII VOLTA A PEU CIUTAT DE CARLET,Cadet (2009-2012),1500
