fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,evento_ref,resultado_ref,nombre_evento,nombre_prueba,distancia_m
cronorunner,XXIV VOLTA A PEU CIUTAT DE CARLET (Infantil),2016-09-25,Domingo,0.0,road running,Infantil,0.0,14.0,Carlet,València / Valencia,Comunitat Valenciana,308-412,308-412-384,XXIV VOLTA A PEU CIUTAT DE CARLET,Infantil,0
cronorunner,XXIV VOLTA A PEU CIUTAT DE CARLET (Cadete),2016-09-25,Domingo,0.0,road running,Infantil,0.0,13.0,Carlet,València / Valencia,Comunitat Valenciana,308-412,308-412-385,XXIV VOLTA A PEU CIUTAT DE CARLET,Cadete,0
cronorunner,III BELLUS TRAIL MOUNTAIN LA COSTERA-LA VALL D'ALBAIDA (Special One 39k),2016-09-25,Domingo,0.0,trail running,Absoluta/General,2.0,29.0,Llutxent,València / Valencia,Comunitat Valenciana,274-457,274-457-483,III BELLUS TRAIL MOUNTAIN LA COSTERA-LA VALL D'ALBAIDA,Special One 39k,0
cronorunner,III BELLUS TRAIL MOUNTAIN LA COSTERA-LA VALL D'ALBAIDA (Speed Way 27k),2016-09-25,Domingo,0.0,trail running,Absoluta/General,2.0,31.0,Llutxent,València / Valencia,Comunitat Valenciana,274-457,274-457-484,III BELLUS TRAIL MOUNTAIN LA COSTERA-LA VALL D'ALBAIDA,Speed Way 27k,0
cronorunner,"III BELLUS TRAIL MOUNTAIN LA COSTERA-LA VALL D'ALBAIDA (Sprint Trail 12,6k)",2016-09-25,Domingo,0.0,trail running,Absoluta/General,45.0,99.0,Llutxent,València / Valencia,Comunitat Valenciana,274-457,274-457-485,III BELLUS TRAIL MOUNTAIN LA COSTERA-LA VALL D'ALBAIDA,"Sprint Trail 12,6k",0
cronorunner,XXX 10K i 20K CIUTAT DE SUECA (10k),2016-09-24,Sábado,0.0,road running,Absoluta/General,140.0,414.0,Sueca,València / Valencia,Comunitat Valenciana,161-391,161-391-318,XXX 10K i 20K CIUTAT DE SUECA,10k,0
cronorunner,XXX 10K i 20K CIUTAT DE SUECA (20k),2016-09-24,Sábado,0.0,road running,Absoluta/General,45.0,234.0,Sueca,València / Valencia,Comunitat Valenciana,161-391,161-391-319,XXX 10K i 20K CIUTAT DE SUECA,20k,0
cronorunner,II TRAIL ALCÀNTERA DE XÚQUER (Trail 21km),2016-09-18,Domingo,0.0,trail running,Absoluta/General,21.0,97.0,Alcàntera de Xúquer,València / Valencia,Comunitat Valenciana,372-415,372-415-407,II TRAIL ALCÀNTERA DE XÚQUER,Trail 21km,0
cronorunner,II TRAIL ALCÀNTERA DE XÚQUER (Trail 14km),2016-09-18,Domingo,0.0,trail running,Absoluta/General,45.0,96.0,Alcàntera de Xúquer,València / Valencia,Comunitat Valenciana,372-415,372-415-408,II TRAIL ALCÀNTERA DE XÚQUER,Trail 14km,0
cronorunner,II TRAIL ALCÀNTERA DE XÚQUER (Marcha 14km),2016-09-18,Domingo,0.0,trail running,Absoluta/General,37.0,28.0,Alcàntera de Xúquer,València / Valencia,Comunitat Valenciana,372-415,372-415-409,II TRAIL ALCÀNTERA DE XÚQUER,Marcha 14km,0
cronorunner,II TRAIL ALCÀNTERA DE XÚQUER (Escaladores 21K),2016-09-18,Domingo,0.0,trail running,Absoluta/General,0.0,106.0,Alcàntera de Xúquer,València / Valencia,Comunitat Valenciana,372-415,372-415-589,II TRAIL ALCÀNTERA DE XÚQUER,Escaladores 21K,0
cronorunner,II GRAN FONS TRITONS ALBALAT DE LA RIBERA (Fons),2016-09-18,Domingo,0.0,road running,Absoluta/General,55.0,95.0,Albalat de la Ribera,València / Valencia,Comunitat Valenciana,354-481,354-481-572,II GRAN FONS TRITONS ALBALAT DE LA RIBERA,Fons,0
cronorunner,II GRAN FONS TRITONS ALBALAT DE LA RIBERA (Gran Fons),2016-09-18,Domingo,0.0,road running,Absoluta/General,29.0,181.0,Albalat de la Ribera,València / Valencia,Comunitat Valenciana,354-481,354-481-573,II GRAN FONS TRITONS ALBALAT DE LA RIBERA,Gran Fons,0
cronorunner,II CARRERA SOLIDARIA FALLA EL DIVENDRES  MASSANASSA (Carrera Absoluta),2016-09-17,Sábado,0.0,road running,Absoluta/General,114.0,282.0,Massanassa,l'Horta Sud,Comunitat Valenciana,337-456,337-456-481,II CARRERA SOLIDARIA FALLA EL DIVENDRES  MASSANASSA,Carrera Absoluta,0
cronorunner,II CARRERA SOLIDARIA FALLA EL DIVENDRES  MASSANASSA (Marcha),2016-09-17,Sábado,0.0,marcha,Absoluta/General,,,Massanassa,l'Horta Sud,Comunitat Valenciana,337-456,337-456-482,II CARRERA SOLIDARIA FALLA EL DIVENDRES  MASSANASSA,Marcha,0
cronorunner,XXX VOLTA A PEU QUART DE POBLET,2016-09-17,Sábado,0.0,road running,Absoluta/General,172.0,610.0,Quart de Poblet,l'Horta Sud,Comunitat Valenciana,400-478,400-478-561,XXX VOLTA A PEU QUART DE POBLET,Carrera Absoluta,0
cronorunner,I VOLTA A PEU NOCTURNA CULLERA,2016-09-16,Viernes,0.0,road running,Absoluta/General,76.0,273.0,Cullera,València / Valencia,Comunitat Valenciana,407-487,407-487-583,I VOLTA A PEU NOCTURNA CULLERA,Carrera Absoluta,0
cronorunner,III 10K DE L'HORTA CASTELLAR-OLIVERAL (Carrera Absoluta),2016-09-11,Domingo,0.0,road running,Absoluta/General,142.0,585.0,València,Comarca de València,Comunitat Valenciana,162-390,162-390-317,III 10K DE L'HORTA CASTELLAR-OLIVERAL,Carrera Absoluta,0
cronorunner,III 10K DE L'HORTA CASTELLAR-OLIVERAL (Infantil),2016-09-11,Domingo,0.0,road running,Infantil,,,València,Comarca de València,Comunitat Valenciana,162-390,162-390-544,III 10K DE L'HORTA CASTELLAR-OLIVERAL,Infantil,0
cronorunner,III 10K DE L'HORTA CASTELLAR-OLIVERAL (Alevin),2016-09-11,Domingo,0.0,road running,Infantil,,,València,Comarca de València,Comunitat Valenciana,162-390,162-390-545,III 10K DE L'HORTA CASTELLAR-OLIVERAL,Alevin,0
cronorunner,III 10K DE L'HORTA CASTELLAR-OLIVERAL (Benjamin),2016-09-11,Domingo,0.0,road running,Infantil,,,València,Comarca de València,Comunitat Valenciana,162-390,162-390-546,III 10K DE L'HORTA CASTELLAR-OLIVERAL,Benjamin,0
cronorunner,III 10K DE L'HORTA CASTELLAR-OLIVERAL (Pre Benjamin),2016-09-11,Domingo,0.0,road running,Infantil,,,València,Comarca de València,Comunitat Valenciana,162-390,162-390-547,III 10K DE L'HORTA CASTELLAR-OLIVERAL,Pre Benjamin,0
cronorunner,III 10K DE L'HORTA CASTELLAR-OLIVERAL (Chupetin),2016-09-11,Domingo,0.0,road running,Infantil,,,València,Comarca de València,Comunitat Valenciana,162-390,162-390-548,III 10K DE L'HORTA CASTELLAR-OLIVERAL,Chupetin,0
cronorunner,XX VOLTA A PEU ALGINET (Carrera Absoluta),2016-09-10,Sábado,0.0,road running,Absoluta/General,125.0,576.0,Alginet,València / Valencia,Comunitat Valenciana,307-411,307-411-376,XX VOLTA A PEU ALGINET,Carrera Absoluta,0
cronorunner,XX VOLTA A PEU ALGINET (Benjamín),2016-09-10,Sábado,0.0,road running,Infantil,0.0,25.0,Alginet,València / Valencia,Comunitat Valenciana,307-411,307-411-377,XX VOLTA A PEU ALGINET,Benjamín,0
cronorunner,XX VOLTA A PEU ALGINET (Alevín),2016-09-10,Sábado,0.0,road running,Infantil,0.0,39.0,Alginet,València / Valencia,Comunitat Valenciana,307-411,307-411-378,XX VOLTA A PEU ALGINET,Alevín,0
cronorunner,XX VOLTA A PEU ALGINET (Infantil),2016-09-10,Sábado,0.0,road running,Infantil,0.0,18.0,Alginet,València / Valencia,Comunitat Valenciana,307-411,307-411-379,XX VOLTA A PEU ALGINET,Infantil,0
cronorunner,XX VOLTA A PEU ALGINET (Cadete),2016-09-10,Sábado,0.0,road running,Infantil,0.0,15.0,Alginet,València / Valencia,Comunitat Valenciana,307-411,307-411-380,XX VOLTA A PEU ALGINET,Cadete,0
cronorunner,I 5K EMPERADOR MEMORIAL EVA GIMENO (Carrera Absoluta),2016-09-10,Sábado,0.0,road running,Absoluta/General,126.0,197.0,,,,392-465,392-465-516,I 5K EMPERADOR MEMORIAL EVA GIMENO,Carrera Absoluta,0
cronorunner,I 5K EMPERADOR MEMORIAL EVA GIMENO (Pre Benjamín),2016-09-10,Sábado,0.0,road running,Infantil,,,,,,392-465,392-465-517,I 5K EMPERADOR MEMORIAL EVA GIMENO,Pre Benjamín,0
cronorunner,I 5K EMPERADOR MEMORIAL EVA GIMENO (Benjamín),2016-09-10,Sábado,0.0,road running,Infantil,,,,,,392-465,392-465-518,I 5K EMPERADOR MEMORIAL EVA GIMENO,Benjamín,0
cronorunner,I 5K EMPERADOR MEMORIAL EVA GIMENO (Alevín),2016-09-10,Sábado,0.0,road running,Infantil,,,,,,392-465,392-465-519,I 5K EMPERADOR MEMORIAL EVA GIMENO,Alevín,0
cronorunner,I 5K EMPERADOR MEMORIAL EVA GIMENO (Infantil),2016-09-10,Sábado,0.0,road running,Infantil,,,,,,392-465,392-465-520,I 5K EMPERADOR MEMORIAL EVA GIMENO,Infantil,0
cronorunner,I 5K EMPERADOR MEMORIAL EVA GIMENO (Cadete),2016-09-10,Sábado,0.0,road running,Infantil,,,,,,392-465,392-465-521,I 5K EMPERADOR MEMORIAL EVA GIMENO,Cadete,0
cronorunner,I 5K EMPERADOR MEMORIAL EVA GIMENO (Minis),2016-09-10,Sábado,0.0,road running,Absoluta/General,,,,,,392-465,392-465-588,I 5K EMPERADOR MEMORIAL EVA GIMENO,Minis,0
cronorunner,I MARXA DE COLORS XIRIVELLA,2016-09-10,Sábado,0.0,road running,Absoluta/General,,,,,,402-480,402-480-566,I MARXA DE COLORS XIRIVELLA,Marxa absoluta,0
cronorunner,II COLORINS RUN FALLA TAÜT,2016-09-10,Sábado,0.0,road running,Absoluta/General,,,,,,362-482,362-482-574,II COLORINS RUN FALLA TAÜT,Colorins Run,0
cronorunner,II CURSA I MARXA NOCTURNA GAVARDA (Carrera Absoluta),2016-09-09,Viernes,0.0,road running,Absoluta/General,,,,,,346-434,346-434-434,II CURSA I MARXA NOCTURNA GAVARDA,Carrera Absoluta,0
cronorunner,II CURSA I MARXA NOCTURNA GAVARDA (Marcha),2016-09-09,Viernes,0.0,marcha,Absoluta/General,,,,,,346-434,346-434-560,II CURSA I MARXA NOCTURNA GAVARDA,Marcha,0
cronorunner,XII CARRERA SOLIDARIA A PIE  Y XI MILLA PARALIMPICA CASTILLO DE CHIVA (Carrera Absoluta),2016-09-09,Viernes,0.0,road running,Absoluta/General,31.0,168.0,Chiva,València / Valencia,Comunitat Valenciana,401-479,401-479-565,XII CARRERA SOLIDARIA A PIE  Y XI MILLA PARALIMPICA CASTILLO DE CHIVA,Carrera Absoluta,0
cronorunner,XII CARRERA SOLIDARIA A PIE  Y XI MILLA PARALIMPICA CASTILLO DE CHIVA (Milla Paralímpica),2016-09-09,Viernes,0.0,road running,Absoluta/General,,,Chiva,València / Valencia,Comunitat Valenciana,401-479,401-479-567,XII CARRERA SOLIDARIA A PIE  Y XI MILLA PARALIMPICA CASTILLO DE CHIVA,Milla Paralímpica,0
cronorunner,XII CARRERA SOLIDARIA A PIE  Y XI MILLA PARALIMPICA CASTILLO DE CHIVA (Infantil),2016-09-09,Viernes,0.0,road running,Infantil,,,Chiva,València / Valencia,Comunitat Valenciana,401-479,401-479-568,XII CARRERA SOLIDARIA A PIE  Y XI MILLA PARALIMPICA CASTILLO DE CHIVA,Infantil,0
cronorunner,XII CARRERA SOLIDARIA A PIE  Y XI MILLA PARALIMPICA CASTILLO DE CHIVA (Cadete),2016-09-09,Viernes,0.0,road running,Infantil,,,Chiva,València / Valencia,Comunitat Valenciana,401-479,401-479-569,XII CARRERA SOLIDARIA A PIE  Y XI MILLA PARALIMPICA CASTILLO DE CHIVA,Cadete,0
cronorunner,XII CARRERA SOLIDARIA A PIE  Y XI MILLA PARALIMPICA CASTILLO DE CHIVA (Juvenil),2016-09-09,Viernes,0.0,road running,Infantil,,,Chiva,València / Valencia,Comunitat Valenciana,401-479,401-479-570,XII CARRERA SOLIDARIA A PIE  Y XI MILLA PARALIMPICA CASTILLO DE CHIVA,Juvenil,0
cronorunner,XXXII VOLTA A PEU VILLANUEVA DE CASTELLÓN,2016-09-03,Sábado,0.0,road running,Absoluta/General,33.0,130.0,Castelló,València / Valencia,Comunitat Valenciana,393-466,393-466-522,XXXII VOLTA A PEU VILLANUEVA DE CASTELLÓN,Carrera Absoluta,0
cronorunner,I MISLATA RUN COLOR FEST,2016-09-03,Sábado,0.0,road running,Absoluta/General,,,,,,399-477,399-477-559,I MISLATA RUN COLOR FEST,Carrera Absoluta,0
cronorunner,XXII VOLTA A PEU LA CANYADA,2016-08-27,Sábado,0.0,road running,Absoluta/General,88.0,345.0,La Cañada de Verich / la Canyada de Beric,Bajo Aragón,Aragón,331-425,331-425-422,XXII VOLTA A PEU LA CANYADA,Carrera Absoluta,0
cronorunner,II COLORINES RUN PARTY CIUTAT DE SUECA (Colorines Run Party),2016-08-27,Sábado,0.0,road running,Absoluta/General,,,Sueca,València / Valencia,Comunitat Valenciana,353-461,353-461-500,II COLORINES RUN PARTY CIUTAT DE SUECA,Colorines Run Party,0
cronorunner,II COLORINES RUN PARTY CIUTAT DE SUECA (Menores de 10 años),2016-08-27,Sábado,0.0,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,353-461,353-461-501,II COLORINES RUN PARTY CIUTAT DE SUECA,Menores de 10 años,0
cronorunner,XXVI VOLTA A PEU NOCTURNA A MANUEL (Carrera Absoluta),2016-08-26,Viernes,0.0,road running,Absoluta/General,113.0,466.0,Manuel,València / Valencia,Comunitat Valenciana,306-410,306-410-371,XXVI VOLTA A PEU NOCTURNA A MANUEL,Carrera Absoluta,0
cronorunner,XXVI VOLTA A PEU NOCTURNA A MANUEL (Benjamín),2016-08-26,Viernes,0.0,road running,Infantil,0.0,36.0,Manuel,València / Valencia,Comunitat Valenciana,306-410,306-410-372,XXVI VOLTA A PEU NOCTURNA A MANUEL,Benjamín,0
cronorunner,XXVI VOLTA A PEU NOCTURNA A MANUEL (Alevín),2016-08-26,Viernes,0.0,road running,Infantil,0.0,35.0,Manuel,València / Valencia,Comunitat Valenciana,306-410,306-410-373,XXVI VOLTA A PEU NOCTURNA A MANUEL,Alevín,0
cronorunner,XXVI VOLTA A PEU NOCTURNA A MANUEL (Infantil),2016-08-26,Viernes,0.0,road running,Infantil,0.0,29.0,Manuel,València / Valencia,Comunitat Valenciana,306-410,306-410-374,XXVI VOLTA A PEU NOCTURNA A MANUEL,Infantil,0
cronorunner,XXVI VOLTA A PEU NOCTURNA A MANUEL (Cadete),2016-08-26,Viernes,0.0,road running,Infantil,0.0,20.0,Manuel,València / Valencia,Comunitat Valenciana,306-410,306-410-375,XXVI VOLTA A PEU NOCTURNA A MANUEL,Cadete,0
cronorunner,XXVI VOLTA A PEU NOCTURNA A MANUEL (Pre Benjamín),2016-08-26,Viernes,0.0,road running,Infantil,0.0,23.0,Manuel,València / Valencia,Comunitat Valenciana,306-410,306-410-579,XXVI VOLTA A PEU NOCTURNA A MANUEL,Pre Benjamín,0
cronorunner,XXXVIII VOLTA A PEU BENICULL (Carrera Absoluta),2016-08-22,Lunes,0.0,road running,Absoluta/General,54.0,235.0,Benicull de Xúquer,València / Valencia,Comunitat Valenciana,318-463,318-463-503,XXXVIII VOLTA A PEU BENICULL,Carrera Absoluta,0
cronorunner,XXXVIII VOLTA A PEU BENICULL (Querubín),2016-08-22,Lunes,0.0,road running,Absoluta/General,,,Benicull de Xúquer,València / Valencia,Comunitat Valenciana,318-463,318-463-504,XXXVIII VOLTA A PEU BENICULL,Querubín,0
cronorunner,XXXVIII VOLTA A PEU BENICULL (Pre Benjamín),2016-08-22,Lunes,0.0,road running,Infantil,,,Benicull de Xúquer,València / Valencia,Comunitat Valenciana,318-463,318-463-505,XXXVIII VOLTA A PEU BENICULL,Pre Benjamín,0
cronorunner,XXXVIII VOLTA A PEU BENICULL (Benjamín),2016-08-22,Lunes,0.0,road running,Infantil,,,Benicull de Xúquer,València / Valencia,Comunitat Valenciana,318-463,318-463-506,XXXVIII VOLTA A PEU BENICULL,Benjamín,0
cronorunner,XXXVIII VOLTA A PEU BENICULL (Alevín),2016-08-22,Lunes,0.0,road running,Infantil,,,Benicull de Xúquer,València / Valencia,Comunitat Valenciana,318-463,318-463-507,XXXVIII VOLTA A PEU BENICULL,Alevín,0
cronorunner,XXXVIII VOLTA A PEU BENICULL (Infantil),2016-08-22,Lunes,0.0,road running,Infantil,,,Benicull de Xúquer,València / Valencia,Comunitat Valenciana,318-463,318-463-508,XXXVIII VOLTA A PEU BENICULL,Infantil,0
cronorunner,II CARRERA I MARXA FESTES DEL CRIST MASSALAVÉS (Carrera Absoluta),2016-08-19,Viernes,0.0,road running,Absoluta/General,70.0,128.0,Massalavés,València / Valencia,Comunitat Valenciana,349-472,349-472-542,II CARRERA I MARXA FESTES DEL CRIST MASSALAVÉS,Carrera Absoluta,0
cronorunner,II CARRERA I MARXA FESTES DEL CRIST MASSALAVÉS (Marcha Absoluta),2016-08-19,Viernes,0.0,marcha,Absoluta/General,,,Massalavés,València / Valencia,Comunitat Valenciana,349-472,349-472-543,II CARRERA I MARXA FESTES DEL CRIST MASSALAVÉS,Marcha Absoluta,0
cronorunner,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO (Carrera Absoluta),2016-08-13,Sábado,0.0,road running,Absoluta/General,37.0,189.0,Villar del Arzobispo,La Serranía,Comunitat Valenciana,343-464,343-464-509,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO,Carrera Absoluta,0
cronorunner,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO (Minibenjamín),2016-08-13,Sábado,0.0,road running,Infantil,,,Villar del Arzobispo,La Serranía,Comunitat Valenciana,343-464,343-464-510,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO,Minibenjamín,0
cronorunner,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO (Prebenjamín),2016-08-13,Sábado,0.0,road running,Infantil,,,Villar del Arzobispo,La Serranía,Comunitat Valenciana,343-464,343-464-511,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO,Prebenjamín,0
cronorunner,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO (Benjamín),2016-08-13,Sábado,0.0,road running,Infantil,,,Villar del Arzobispo,La Serranía,Comunitat Valenciana,343-464,343-464-512,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO,Benjamín,0
cronorunner,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO (Alevin),2016-08-13,Sábado,0.0,road running,Infantil,,,Villar del Arzobispo,La Serranía,Comunitat Valenciana,343-464,343-464-513,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO,Alevin,0
cronorunner,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO (Infantil),2016-08-13,Sábado,0.0,road running,Infantil,,,Villar del Arzobispo,La Serranía,Comunitat Valenciana,343-464,343-464-514,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO,Infantil,0
cronorunner,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO (Cadete),2016-08-13,Sábado,0.0,road running,Infantil,,,Villar del Arzobispo,La Serranía,Comunitat Valenciana,343-464,343-464-515,XXXIV VUELTA A PIE  VILLAR DEL ARZOBISPO,Cadete,0
cronorunner,II 10K MONTSERRAT,2016-08-12,Viernes,0.0,road running,Absoluta/General,77.0,369.0,Montserrat,València / Valencia,Comunitat Valenciana,347-409,347-409-370,II 10K MONTSERRAT,Carrera Absoluta,0
cronorunner,II CARRERA NOCTURNA CIUTAT DE SUECA,2016-08-12,Viernes,0.0,road running,Absoluta/General,79.0,261.0,Sueca,València / Valencia,Comunitat Valenciana,338-459,338-459-488,II CARRERA NOCTURNA CIUTAT DE SUECA,Carrera,0
cronorunner,II VOLTA A PEU BENIFAIÓ,2016-08-12,Viernes,0.0,road running,Absoluta/General,,,Benifaió,València / Valencia,Comunitat Valenciana,350-470,350-470-540,II VOLTA A PEU BENIFAIÓ,Carrera Absoluta,0
cronorunner,XIX VOLTA A PEU FAVARA (Carrera Absoluta),2016-08-06,Sábado,0.0,road running,Absoluta/General,97.0,354.0,Fabara / Favara,Bajo Aragón-Caspe / Baix Aragó-Casp,Aragón,159-389,159-389-316,XIX VOLTA A PEU FAVARA,Carrera Absoluta,0
cronorunner,XIX VOLTA A PEU FAVARA (Benjamin),2016-08-06,Sábado,0.0,road running,Infantil,,,Fabara / Favara,Bajo Aragón-Caspe / Baix Aragó-Casp,Aragón,159-389,159-389-562,XIX VOLTA A PEU FAVARA,Benjamin,0
cronorunner,XIX VOLTA A PEU FAVARA (Alevin),2016-08-06,Sábado,0.0,road running,Infantil,,,Fabara / Favara,Bajo Aragón-Caspe / Baix Aragó-Casp,Aragón,159-389,159-389-563,XIX VOLTA A PEU FAVARA,Alevin,0
cronorunner,XIX VOLTA A PEU FAVARA (Cadete),2016-08-06,Sábado,0.0,road running,Infantil,,,Fabara / Favara,Bajo Aragón-Caspe / Baix Aragó-Casp,Aragón,159-389,159-389-564,XIX VOLTA A PEU FAVARA,Cadete,0
cronorunner,XXI CARRERA MATUTINA A LA PLAYA DE CULLERA,2016-08-06,Sábado,0.0,road running,Absoluta/General,68.0,392.0,Cullera,València / Valencia,Comunitat Valenciana,387-446,387-446-457,XXI CARRERA MATUTINA A LA PLAYA DE CULLERA,Carrera Absoluta,0
cronorunner,XXX VOLTA A PEU SOLLANA,2016-08-06,Sábado,0.0,road running,Absoluta/General,42.0,224.0,Sollana,València / Valencia,Comunitat Valenciana,344-471,344-471-541,XXX VOLTA A PEU SOLLANA,Carrera Absoluta,0
cronorunner,XXVI VOLTA A PEU ALBALAT DELS TARONGERS (Carrera Absoluta),2016-08-04,Jueves,0.0,road running,Absoluta/General,52.0,246.0,Albalat dels Tarongers,el Camp de Morvedre,Comunitat Valenciana,342-454,342-454-475,XXVI VOLTA A PEU ALBALAT DELS TARONGERS,Carrera Absoluta,0
cronorunner,XXVI VOLTA A PEU ALBALAT DELS TARONGERS (De 0 a 3 años),2016-08-04,Jueves,0.0,road running,Absoluta/General,,,Albalat dels Tarongers,el Camp de Morvedre,Comunitat Valenciana,342-454,342-454-476,XXVI VOLTA A PEU ALBALAT DELS TARONGERS,De 0 a 3 años,0
cronorunner,XXVI VOLTA A PEU ALBALAT DELS TARONGERS (De 4 a 8 años),2016-08-04,Jueves,0.0,road running,Absoluta/General,,,Albalat dels Tarongers,el Camp de Morvedre,Comunitat Valenciana,342-454,342-454-477,XXVI VOLTA A PEU ALBALAT DELS TARONGERS,De 4 a 8 años,0
cronorunner,XXVI VOLTA A PEU ALBALAT DELS TARONGERS (De 9 a 13 años),2016-08-04,Jueves,0.0,road running,Absoluta/General,,,Albalat dels Tarongers,el Camp de Morvedre,Comunitat Valenciana,342-454,342-454-478,XXVI VOLTA A PEU ALBALAT DELS TARONGERS,De 9 a 13 años,0
cronorunner,XXVI VOLTA A PEU ALBALAT DELS TARONGERS (De 14 a 17 años),2016-08-04,Jueves,0.0,road running,Absoluta/General,,,Albalat dels Tarongers,el Camp de Morvedre,Comunitat Valenciana,342-454,342-454-479,XXVI VOLTA A PEU ALBALAT DELS TARONGERS,De 14 a 17 años,0
cronorunner,IV 10k VUELTA A PIE MACASTRE (Carrera Absoluta),2016-08-04,Jueves,0.0,road running,Absoluta/General,85.0,364.0,,,,398-476,398-476-553,IV 10k VUELTA A PIE MACASTRE,Carrera Absoluta,0
cronorunner,IV 10k VUELTA A PIE MACASTRE (Cadete),2016-08-04,Jueves,0.0,road running,Infantil,,,,,,398-476,398-476-554,IV 10k VUELTA A PIE MACASTRE,Cadete,0
cronorunner,IV 10k VUELTA A PIE MACASTRE (Alevin),2016-08-04,Jueves,0.0,road running,Infantil,,,,,,398-476,398-476-555,IV 10k VUELTA A PIE MACASTRE,Alevin,0
cronorunner,IV 10k VUELTA A PIE MACASTRE (Benjamin),2016-08-04,Jueves,0.0,road running,Infantil,,,,,,398-476,398-476-556,IV 10k VUELTA A PIE MACASTRE,Benjamin,0
cronorunner,IV 10k VUELTA A PIE MACASTRE (Pre Benjamin),2016-08-04,Jueves,0.0,road running,Infantil,,,,,,398-476,398-476-557,IV 10k VUELTA A PIE MACASTRE,Pre Benjamin,0
cronorunner,IV 10k VUELTA A PIE MACASTRE (Chupetin),2016-08-04,Jueves,0.0,road running,Infantil,,,,,,398-476,398-476-558,IV 10k VUELTA A PIE MACASTRE,Chupetin,0
cronorunner,XVI VOLTA A PEU PEL XÚQUER - RIOLA (Carrera Absoluta),2016-08-03,Miércoles,0.0,road running,Absoluta/General,178.0,626.0,Cullera,València / Valencia,Comunitat Valenciana,305-408,305-408-365,XVI VOLTA A PEU PEL XÚQUER - RIOLA,Carrera Absoluta,0
cronorunner,XVI VOLTA A PEU PEL XÚQUER - RIOLA (Benjamín),2016-08-03,Miércoles,0.0,road running,Infantil,0.0,24.0,Cullera,València / Valencia,Comunitat Valenciana,305-408,305-408-366,XVI VOLTA A PEU PEL XÚQUER - RIOLA,Benjamín,0
cronorunner,XVI VOLTA A PEU PEL XÚQUER - RIOLA (Alevín),2016-08-03,Miércoles,0.0,road running,Infantil,0.0,23.0,Cullera,València / Valencia,Comunitat Valenciana,305-408,305-408-367,XVI VOLTA A PEU PEL XÚQUER - RIOLA,Alevín,0
cronorunner,XVI VOLTA A PEU PEL XÚQUER - RIOLA (Infantil),2016-08-03,Miércoles,0.0,road running,Infantil,0.0,16.0,Cullera,València / Valencia,Comunitat Valenciana,305-408,305-408-368,XVI VOLTA A PEU PEL XÚQUER - RIOLA,Infantil,0
cronorunner,XVI VOLTA A PEU PEL XÚQUER - RIOLA (Cadete),2016-08-03,Miércoles,0.0,road running,Infantil,0.0,18.0,Cullera,València / Valencia,Comunitat Valenciana,305-408,305-408-369,XVI VOLTA A PEU PEL XÚQUER - RIOLA,Cadete,0
cronorunner,XXIX VOLTA A PEU A TURÍS (Carrera Absoluta),2016-08-01,Lunes,0.0,road running,Absoluta/General,,,Turís,València / Valencia,Comunitat Valenciana,394-468,394-468-524,XXIX VOLTA A PEU A TURÍS,Carrera Absoluta,0
