ciutat,comarca_regio,coord_1,coord_2,data,distancia_m,en_meta,en_meta_d,en_meta_h,en_meta_other,esport,estat_cursa,event_numeric_id,event_slug,event_url,inscrits_d,inscrits_h,inscrits_other,modalitat_id,modalitat_nom,no_presentats,no_presentats_d,no_presentats_h,no_presentats_other,nom_cursa,pais,provincia_estat,retirats,retirats_d,retirats_h,retirats_other,sortida_donada,sortida_donada_d,sortida_donada_h,sortida_donada_other,total_inscrits
Chiva,La Hoya de Buñol,39.4716334,-0.7171724,2025-12-06T00:00:00Z,14000,212,54,158,,trail_running,finished_official,3288,xiv-carrera-por-montana-sierra-de-chiva-2025,https://www.mychip.es/e/xiv-carrera-por-montana-sierra-de-chiva-2025,61,175,,687f74f5e1d7e0424023e9ed,14k,24,7,17,,XIV Carrera por Montaña Sierra de Chiva.,España,Comunitat Valenciana,,0,0,,212,54,158,,236
Liétor,,38.5407445,-1.9544049,2025-12-06T00:00:00Z,9000,,0,0,,trail_running,finished_official,3307,v-san-silvestre-la-sonrisa-de-jose,https://www.mychip.es/e/v-san-silvestre-la-sonrisa-de-jose,14,42,,68e364266acd543a1c51e3aa,"9k, Trail corto",56,0,0,,V San Silvestre La sonrisa de José.,España,Castilla-La Mancha,,0,0,,56,0,0,,56
Liétor,,38.5407445,-1.9544049,2025-12-06T00:00:00Z,1000,,0,0,,trail_running,finished_official,3307,v-san-silvestre-la-sonrisa-de-jose,https://www.mychip.es/e/v-san-silvestre-la-sonrisa-de-jose,108,93,,68e364276acd543a1c51e3ab,"1k, disfraces",201,0,0,,V San Silvestre La sonrisa de José.,España,Castilla-La Mancha,,0,0,,201,0,0,,201
Liétor,,38.5407445,-1.9544049,2025-12-06T00:00:00Z,,,0,0,0,trail_running,finished_official,3307,v-san-silvestre-la-sonrisa-de-jose,https://www.mychip.es/e/v-san-silvestre-la-sonrisa-de-jose,0,0,16,68e364276acd543a1c51e3ac,Camiseta conmemorativa,16,0,0,0,V San Silvestre La sonrisa de José.,España,Castilla-La Mancha,,0,0,0,16,0,0,0,16
Liétor,,38.5407445,-1.9544049,2025-12-06T00:00:00Z,,,0,0,0,trail_running,finished_official,3307,v-san-silvestre-la-sonrisa-de-jose,https://www.mychip.es/e/v-san-silvestre-la-sonrisa-de-jose,0,0,8,68e364286acd543a1c51e3ad,Dorsal 0 a favor de NIÑOS CON CÁNCER AFANIÓN,8,0,0,0,V San Silvestre La sonrisa de José.,España,Castilla-La Mancha,,0,0,0,8,0,0,0,8
Agost,,38.438766,-0.6359805,2025-11-30T00:00:00Z,16000,120,27,93,,trail_running,finished_official,3253,11-trail-el-ventos,https://www.mychip.es/e/11-trail-el-ventos,31,102,,683ee9847125f28bceb1846d,Trail 16k,11,4,7,,11 Trail el Ventós,Spain,Valencian Community,2,0,2,,122,27,95,,133
Agost,,38.438766,-0.6359805,2025-11-30T00:00:00Z,8000,32,17,15,,trail_running,finished_official,3253,11-trail-el-ventos,https://www.mychip.es/e/11-trail-el-ventos,17,15,,683ee9857125f28bceb1846e,Sender 8k,0,0,0,,11 Trail el Ventós,Spain,Valencian Community,,0,0,,32,17,15,,32
Gata De Gorgos,,38.7705875,0.0839202,2025-11-30T00:00:00Z,21000,113,30,83,,trail_running,finished_official,3269,xi-trail-tres-tossals-gata-de-gorgos-ctm-2526,https://www.mychip.es/e/xi-trail-tres-tossals-gata-de-gorgos-ctm-2526,32,94,,6878f9940e451d8e7dd3c7f0,"20.5k, tres Tossals, Mitjes CTM",12,2,10,,"XI TRAIL TRES TOSSALS, GATA DE GORGOS, CTM 25/26",Spain,Valencian Community,,0,0,,114,30,84,,126
Gata De Gorgos,,38.7705875,0.0839202,2025-11-30T00:00:00Z,16300,214,60,154,,trail_running,finished_official,3269,xi-trail-tres-tossals-gata-de-gorgos-ctm-2526,https://www.mychip.es/e/xi-trail-tres-tossals-gata-de-gorgos-ctm-2526,70,180,,6878f9950e451d8e7dd3c7f1,"Sprint Tres Tossals, CTM",35,10,25,,"XI TRAIL TRES TOSSALS, GATA DE GORGOS, CTM 25/26",Spain,Valencian Community,1,0,1,,215,60,155,,250
Gata De Gorgos,,38.7705875,0.0839202,2025-11-30T00:00:00Z,16300,38,15,23,,trail_running,finished_official,3269,xi-trail-tres-tossals-gata-de-gorgos-ctm-2526,https://www.mychip.es/e/xi-trail-tres-tossals-gata-de-gorgos-ctm-2526,20,28,,6878f9960e451d8e7dd3c7f2,Sender 16K,10,5,5,,"XI TRAIL TRES TOSSALS, GATA DE GORGOS, CTM 25/26",Spain,Valencian Community,,0,0,,38,15,23,,48
Favara,,39.1255594,-0.2921397,2025-11-30T00:00:00Z,14000,272,41,231,,trail_running,finished_official,3282,9e-trail-senglars-la-mola-extrem-favara-lliga-de-muntanya-valencia-sud-2526,https://www.mychip.es/e/9e-trail-senglars-la-mola-extrem-favara-lliga-de-muntanya-valencia-sud-2526,47,255,,687a0f4f1e2bcfa138906007,"Mola Xtrem, LMVS SPRINT",27,5,22,,"9e Trail Senglars, La Mola Extrem, Favara, Lliga de Muntanya València Sud. 25/26",Spain,Valencian Community,3,1,2,,275,42,233,,302
Algemesí,,39.1956833,-0.4228534,2025-11-23T00:00:00Z,21097,339,39,300,,running,finished_official,3263,xxiv-mitja-marato-samaruc-2025-algemesi,https://www.mychip.es/e/xxiv-mitja-marato-samaruc-2025-algemesi,46,338,,686e38d734544ed76c80641d,Media Maratón,41,5,36,,"XXIV MITJA MARATÓ SAMARUC, 2025, Algemesí",Spain,Valencian Community,4,2,2,,343,41,302,,384
Tavernes De La Valldigna,,39.0717797,-0.2680523,2025-11-22T00:00:00Z,40000,,0,0,,running,finished_official,3297,valldigna-extrem-2025-marxa-senderista,https://www.mychip.es/e/valldigna-extrem-2025-marxa-senderista,84,219,,68ca4d1b47d48df8877b114b,VEX,303,0,0,,"VALLDIGNA EXTREM, 2025 Marxa senderista",Spain,Valencian Community,,0,0,,303,0,0,,303
Sueca,,39.1976678,-0.2950395,2025-11-16T00:00:00Z,5000,,0,0,0,running,finished_official,3311,mou-te-per-la-mpoc,https://www.mychip.es/e/mou-te-per-la-mpoc,32,22,19,68f72aa57d06abbd72538c1b,Contrarellotge Equips,73,0,0,0,Mou-te per la MPOC,Spain,Valencian Community,,0,0,0,73,0,0,0,73
Sueca,,39.1976678,-0.2950395,2025-11-16T00:00:00Z,5000,,0,0,0,walking,finished_official,3311,mou-te-per-la-mpoc,https://www.mychip.es/e/mou-te-per-la-mpoc,45,24,58,68f72aa67d06abbd72538c1c,Caminata,127,0,0,0,Mou-te per la MPOC,Spain,Valencian Community,,0,0,0,127,0,0,0,127
Hellín,,38.5082067,-1.6983249,2025-11-09T00:00:00Z,132000,,0,0,,cycling,finished_official,3264,tierra-de-fronteras-2025-gravel-btt-hellin,https://www.mychip.es/e/tierra-de-fronteras-2025-gravel-btt-hellin,3,86,,686fc9a1086b957a90cca02c,Gravel 132k,89,0,0,,"TIERRA DE FRONTERAS 2025, GRAVEL & BTT, HELLIN",España,Castilla-La Mancha,,0,0,,89,0,0,,89
Hellín,,38.5082067,-1.6983249,2025-11-09T00:00:00Z,87000,,0,0,,cycling,finished_official,3264,tierra-de-fronteras-2025-gravel-btt-hellin,https://www.mychip.es/e/tierra-de-fronteras-2025-gravel-btt-hellin,2,69,,686fc9a1086b957a90cca02d,Gravel 87k,71,0,0,,"TIERRA DE FRONTERAS 2025, GRAVEL & BTT, HELLIN",España,Castilla-La Mancha,,0,0,,71,0,0,,71
Hellín,,38.5082067,-1.6983249,2025-11-09T00:00:00Z,87000,,0,0,,cycling,finished_official,3264,tierra-de-fronteras-2025-gravel-btt-hellin,https://www.mychip.es/e/tierra-de-fronteras-2025-gravel-btt-hellin,7,89,,686fc9a2086b957a90cca02e,BTT 87k,96,0,0,,"TIERRA DE FRONTERAS 2025, GRAVEL & BTT, HELLIN",España,Castilla-La Mancha,,0,0,,96,0,0,,96
Benissa,la Marina Alta,38.7181814,0.0538468,2025-11-08T00:00:00Z,,,0,0,,climbing,finished_official,3303,3-copa-jocs-esportius-de-escalada-en-bloque-femecv-2025-benissa,https://www.mychip.es/e/3-copa-jocs-esportius-de-escalada-en-bloque-femecv-2025-benissa,8,12,,68d3ff22b695790b872369a1,Copa Escalada,20,0,0,,3ª Copa de Escalada en Bloque FEMECV 2025.- Benissa,España,Comunitat Valenciana,,0,0,,20,0,0,,20
Alfafara,el Comtat,38.7732461,-0.5564351,2025-11-07T00:00:00Z,,,0,0,,trail_running,finished_official,3291,campament-trail-serra-mariola-alfafara,https://www.mychip.es/e/campament-trail-serra-mariola-alfafara,0,0,,688b791ef74fd60180ea1853,Campament Trail,0,0,0,,"EVENTO CANCELADO!!!, Campament Trail SERRA MARIOLA, Alfafara",España,Comunitat Valenciana,,0,0,,0,0,0,,0
Buñol,La Hoya de Buñol,39.418593,-0.797982,2025-11-02T00:00:00Z,21000,168,19,149,,trail_running,finished_official,3265,x-trail-de-bunol,https://www.mychip.es/e/x-trail-de-bunol,25,179,,6871179ab834d2e950e32c46,Trail Largo,26,4,21,,X Trail de Buñol,España,Comunitat Valenciana,10,2,8,,178,21,157,,204
Buñol,La Hoya de Buñol,39.418593,-0.797982,2025-11-02T00:00:00Z,12000,345,93,252,,trail_running,finished_official,3265,x-trail-de-bunol,https://www.mychip.es/e/x-trail-de-bunol,105,292,,6871179bb834d2e950e32c47,Trail Corto,51,12,39,,X Trail de Buñol,España,Comunitat Valenciana,1,0,1,,346,93,253,,397
Buñol,La Hoya de Buñol,39.418593,-0.797982,2025-11-02T00:00:00Z,9000,,0,0,,trail_running,finished_official,3265,x-trail-de-bunol,https://www.mychip.es/e/x-trail-de-bunol,71,44,,6871179bb834d2e950e32c48,Caminata 8k,115,0,0,,X Trail de Buñol,España,Comunitat Valenciana,,0,0,,115,0,0,,115
Xaló,la Marina Alta,38.7408879,-0.0115953,2025-11-02T00:00:00Z,21000,115,22,93,,trail_running,finished_official,3268,vii-bernia-moscatell-trail-xalo-ctm-2526,https://www.mychip.es/e/vii-bernia-moscatell-trail-xalo-ctm-2526,25,102,,6878f60e23ff3cef3acdd10f,"BX BMT TRAIL 21km, Mitjes CTM",7,1,6,,"VII BÈRNIA MOSCATELL TRAIL, XALÓ, CTM 25/26",España,Comunitat Valenciana,5,2,3,,120,24,96,,127
Xaló,la Marina Alta,38.7408879,-0.0115953,2025-11-02T00:00:00Z,15000,308,109,199,,trail_running,finished_official,3268,vii-bernia-moscatell-trail-xalo-ctm-2526,https://www.mychip.es/e/vii-bernia-moscatell-trail-xalo-ctm-2526,111,212,,6878f60e23ff3cef3acdd110,"BX BMT EXPRESS 15Km, Sprint CTM",14,2,12,,"VII BÈRNIA MOSCATELL TRAIL, XALÓ, CTM 25/26",España,Comunitat Valenciana,1,0,1,,309,109,200,,323
Xaló,la Marina Alta,38.7408879,-0.0115953,2025-11-02T00:00:00Z,15000,70,42,28,,trail_running,finished_official,3268,vii-bernia-moscatell-trail-xalo-ctm-2526,https://www.mychip.es/e/vii-bernia-moscatell-trail-xalo-ctm-2526,46,29,,6878f60f23ff3cef3acdd111,BX BMT SENDERISTA 15Km,4,3,1,,"VII BÈRNIA MOSCATELL TRAIL, XALÓ, CTM 25/26",España,Comunitat Valenciana,1,1,0,,71,43,28,,75
La Vall D'uixó,,39.8242794,-0.2315379,2025-11-01T00:00:00Z,6000,109,39,70,,running,finished_official,3225,5k-associacio-de-festes-de-la-mare-de-deu-del-roser-iv-circuit-carreres-populars-ciutat-de-la-vall-d,https://www.mychip.es/e/5k-associacio-de-festes-de-la-mare-de-deu-del-roser-iv-circuit-carreres-populars-ciutat-de-la-vall-d,61,128,,67beddd5715225679e4be25c,6k,80,22,58,,"5K Associació de Festes de la Mare de Déu del Roser, IV Circuit Carreres Populars Ciutat de la Vall D'Uixó 2025",Spain,Valencian Community,,0,0,,109,39,70,,189
Jijona/xixona,,38.5405934,-0.5066247,2025-11-01T00:00:00Z,41000,35,5,30,,trail_running,finished_official,3261,11a-pujada-a-la-penya-migjorn-xixona,https://www.mychip.es/e/11a-pujada-a-la-penya-migjorn-xixona,5,35,,6868f2d84281340797ee6042,Maratón,3,0,3,,"11a  Pujada a la Penya Migjorn, Xixona",Spain,Valencian Community,2,0,2,,37,5,32,,40
Jijona/xixona,,38.5405934,-0.5066247,2025-11-01T00:00:00Z,23000,93,16,77,,trail_running,finished_official,3261,11a-pujada-a-la-penya-migjorn-xixona,https://www.mychip.es/e/11a-pujada-a-la-penya-migjorn-xixona,18,89,,6868f2d84281340797ee6043,Trail 23k,13,2,11,,"11a  Pujada a la Penya Migjorn, Xixona",Spain,Valencian Community,1,0,1,,94,16,78,,107
Jijona/xixona,,38.5405934,-0.5066247,2025-11-01T00:00:00Z,15000,185,53,132,,trail_running,finished_official,3261,11a-pujada-a-la-penya-migjorn-xixona,https://www.mychip.es/e/11a-pujada-a-la-penya-migjorn-xixona,58,143,,6868f2d94281340797ee6044,Sprint Trail 15k,12,4,8,,"11a  Pujada a la Penya Migjorn, Xixona",Spain,Valencian Community,4,1,3,,189,54,135,,201
Jijona/xixona,,38.5405934,-0.5066247,2025-11-01T00:00:00Z,11000,52,24,28,,trail_running,finished_official,3261,11a-pujada-a-la-penya-migjorn-xixona,https://www.mychip.es/e/11a-pujada-a-la-penya-migjorn-xixona,26,32,,6868f2da4281340797ee6045,Sender,3,0,1,,"11a  Pujada a la Penya Migjorn, Xixona",Spain,Valencian Community,3,1,2,,55,25,30,,58
la Vall d'Uixó,la Plana Baixa,39.8237677,-0.2456088,2025-10-26T00:00:00Z,24000,111,17,94,,trail_running,finished_official,3259,xx-fons-i-iii-mini-fons-de-la-tardor,https://www.mychip.es/e/xx-fons-i-iii-mini-fons-de-la-tardor,22,107,,6863acd87a50d7be41865fad,Gran Fons,16,5,11,,XX FONS i III MINI FONS DE LA TARDOR.,España,Comunitat Valenciana,2,0,2,,113,17,96,,129
la Vall d'Uixó,la Plana Baixa,39.8237677,-0.2456088,2025-10-26T00:00:00Z,12000,226,68,158,,trail_running,finished_official,3259,xx-fons-i-iii-mini-fons-de-la-tardor,https://www.mychip.es/e/xx-fons-i-iii-mini-fons-de-la-tardor,88,178,,6863acd87a50d7be41865fae,MINI FONS,40,20,20,,XX FONS i III MINI FONS DE LA TARDOR.,España,Comunitat Valenciana,,0,0,,226,68,158,,266
Bocairent,,38.7624695,-0.6089476,2025-10-26T00:00:00Z,23000,124,18,106,,trail_running,finished_official,3294,trail-de-bocairent-25,https://www.mychip.es/e/trail-de-bocairent-25,20,122,,68a57bb762b2ccd55325f5de,Trail Llarg 23k,9,0,9,,Trail de Bocairent 25,Spain,Valencian Community,9,2,7,,133,20,113,,142
Bocairent,,38.7624695,-0.6089476,2025-10-26T00:00:00Z,12000,229,62,167,,trail_running,finished_official,3294,trail-de-bocairent-25,https://www.mychip.es/e/trail-de-bocairent-25,72,177,,68a57bb862b2ccd55325f5df,Sprint Trail 13k,19,9,10,,Trail de Bocairent 25,Spain,Valencian Community,1,1,0,,230,63,167,,249
Bocairent,,38.7624695,-0.6089476,2025-10-26T00:00:00Z,11000,292,156,136,,trail_running,finished_official,3294,trail-de-bocairent-25,https://www.mychip.es/e/trail-de-bocairent-25,168,151,,68a57bb962b2ccd55325f5e0,Sender,26,11,15,,Trail de Bocairent 25,Spain,Valencian Community,1,1,0,,293,157,136,,319
Crevillent,el Baix Vinalopó,38.1806285,-0.8119427,2025-10-19T00:00:00Z,11000,207,80,127,,trail_running,finished_official,3290,14a-bajada-solidaria-crevillent-el-realengo-camping-alannia-costa-blanca,https://www.mychip.es/e/14a-bajada-solidaria-crevillent-el-realengo-camping-alannia-costa-blanca,85,142,,6888cf15a1bdd5ddc45014dc,Corredores,20,5,15,,14a. BAJADA SOLIDARIA CREVILLENT - EL REALENGO - ALANNIA COSTA BLANCA RESORT,España,Comunitat Valenciana,,0,0,,207,80,127,,227
Crevillent,el Baix Vinalopó,38.1806285,-0.8119427,2025-10-19T00:00:00Z,11000,11,5,6,,trail_running,finished_official,3290,14a-bajada-solidaria-crevillent-el-realengo-camping-alannia-costa-blanca,https://www.mychip.es/e/14a-bajada-solidaria-crevillent-el-realengo-camping-alannia-costa-blanca,7,8,,6888cf16a1bdd5ddc45014dd,Nórdica,4,2,2,,14a. BAJADA SOLIDARIA CREVILLENT - EL REALENGO - ALANNIA COSTA BLANCA RESORT,España,Comunitat Valenciana,,0,0,,11,5,6,,15
Crevillent,el Baix Vinalopó,38.1806285,-0.8119427,2025-10-19T00:00:00Z,11000,,0,0,,trail_running,finished_official,3290,14a-bajada-solidaria-crevillent-el-realengo-camping-alannia-costa-blanca,https://www.mychip.es/e/14a-bajada-solidaria-crevillent-el-realengo-camping-alannia-costa-blanca,393,196,,6888cf17a1bdd5ddc45014de,Senderista,589,361,172,,14a. BAJADA SOLIDARIA CREVILLENT - EL REALENGO - ALANNIA COSTA BLANCA RESORT,España,Comunitat Valenciana,,0,0,,0,0,0,,589
Crevillent,el Baix Vinalopó,38.1806285,-0.8119427,2025-10-19T00:00:00Z,,,0,0,0,trail_running,finished_official,3290,14a-bajada-solidaria-crevillent-el-realengo-camping-alannia-costa-blanca,https://www.mychip.es/e/14a-bajada-solidaria-crevillent-el-realengo-camping-alannia-costa-blanca,0,0,3,6888cf17a1bdd5ddc45014df,Dorsal 0,3,0,0,0,14a. BAJADA SOLIDARIA CREVILLENT - EL REALENGO - ALANNIA COSTA BLANCA RESORT,España,Comunitat Valenciana,,0,0,0,3,0,0,0,3
Agost,l'Alacantí,38.4388349,-0.6357698,2025-10-19T00:00:00Z,4000,,0,0,0,other,finished_official,3308,alicante-para-la-lucha-contra-el-cancer-sede-local-de-agost-2025,https://www.mychip.es/e/alicante-para-la-lucha-contra-el-cancer-sede-local-de-agost-2025,0,0,18,68e4d1c28cfce5a2ec43d330,Yo lucho contra el Cáncer,18,0,0,0,"Alicante para la lucha contra el cáncer, sede local de Agost, 2025",España,Comunitat Valenciana,,0,0,0,18,0,0,0,18
Agost,l'Alacantí,38.4388349,-0.6357698,2025-10-19T00:00:00Z,,,0,0,0,other,finished_official,3308,alicante-para-la-lucha-contra-el-cancer-sede-local-de-agost-2025,https://www.mychip.es/e/alicante-para-la-lucha-contra-el-cancer-sede-local-de-agost-2025,0,0,1,68e4d1c38cfce5a2ec43d331,Dorsal 0,1,0,0,0,"Alicante para la lucha contra el cáncer, sede local de Agost, 2025",España,Comunitat Valenciana,,0,0,0,1,0,0,0,1
Madrid,,40.416863,-3.7038762,2025-10-18T00:00:00Z,,,0,0,0,running,finished_official,3254,carrera-virtual-avt-2025,https://www.mychip.es/e/carrera-virtual-avt-2025,115,210,2,68494ed8ff10496b6fd6e7b5,"10k, Corre o Anda",327,0,0,0,CARRERA VIRTUAL AVT 2025,España,Comunidad de Madrid,,0,0,0,327,0,0,0,327
Madrid,,40.416863,-3.7038762,2025-10-18T00:00:00Z,,,0,0,0,running,finished_official,3254,carrera-virtual-avt-2025,https://www.mychip.es/e/carrera-virtual-avt-2025,200,198,3,68494ed8ff10496b6fd6e7b6,"5k, Corre o Anda",401,0,0,0,CARRERA VIRTUAL AVT 2025,España,Comunidad de Madrid,,0,0,0,401,0,0,0,401
Busot,l'Alacantí,38.4835469,-0.4179021,2025-10-18T00:00:00Z,17500,174,29,145,,trail_running,finished_official,3266,ii-trail-nocturno-cabeco-dor-busot,https://www.mychip.es/e/ii-trail-nocturno-cabeco-dor-busot,33,161,,68777de23659040b9524f26c,Trail,17,4,13,,"II Trail Nocturno Cabeço D'Or, Busot",España,Comunitat Valenciana,3,0,3,,177,29,148,,194
Busot,l'Alacantí,38.4835469,-0.4179021,2025-10-18T00:00:00Z,17500,85,40,45,,trail_running,finished_official,3266,ii-trail-nocturno-cabeco-dor-busot,https://www.mychip.es/e/ii-trail-nocturno-cabeco-dor-busot,46,50,,68777de33659040b9524f26d,Sender,6,2,4,,"II Trail Nocturno Cabeço D'Or, Busot",España,Comunitat Valenciana,5,4,1,,90,44,46,,96
Caravaca de la Cruz,,38.1104248,-1.8631512,2025-10-12T00:00:00Z,24000,,0,0,,trail_running,finished_official,3293,1-la-tragacuestas-senderismo-trail-running-obstaculos,https://www.mychip.es/e/1-la-tragacuestas-senderismo-trail-running-obstaculos,0,0,,6890ad89ff230f32b48fbd56,"Trail 24km, 1100/+",0,0,0,,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",España,Región de Murcia,,0,0,,0,0,0,,0
Caravaca de la Cruz,,38.1104248,-1.8631512,2025-10-12T00:00:00Z,14000,,0,0,,trail_running,finished_official,3293,1-la-tragacuestas-senderismo-trail-running-obstaculos,https://www.mychip.es/e/1-la-tragacuestas-senderismo-trail-running-obstaculos,0,0,,6890ad89ff230f32b48fbd57,"Sprint 14km, 500/+",0,0,0,,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",España,Región de Murcia,,0,0,,0,0,0,,0
Caravaca de la Cruz,,38.1104248,-1.8631512,2025-10-12T00:00:00Z,24000,,0,0,,trail_running,finished_official,3293,1-la-tragacuestas-senderismo-trail-running-obstaculos,https://www.mychip.es/e/1-la-tragacuestas-senderismo-trail-running-obstaculos,0,0,,6890ad8bff230f32b48fbd59,"Sender 24k, 1100m/+",0,0,0,,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",España,Región de Murcia,,0,0,,0,0,0,,0
Caravaca de la Cruz,,38.1104248,-1.8631512,2025-10-12T00:00:00Z,14000,,0,0,,trail_running,finished_official,3293,1-la-tragacuestas-senderismo-trail-running-obstaculos,https://www.mychip.es/e/1-la-tragacuestas-senderismo-trail-running-obstaculos,0,0,,6890b110ee7d787793ae33ef,"Sender 14k, 500m/+",0,0,0,,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",España,Región de Murcia,,0,0,,0,0,0,,0
Caravaca de la Cruz,,38.1104248,-1.8631512,2025-10-12T00:00:00Z,,,0,0,,trail_running,finished_official,3293,1-la-tragacuestas-senderismo-trail-running-obstaculos,https://www.mychip.es/e/1-la-tragacuestas-senderismo-trail-running-obstaculos,0,0,,6890b111ee7d787793ae33f0,Dorsal 0,0,0,0,,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",España,Región de Murcia,,0,0,,0,0,0,,0
Caravaca de la Cruz,,38.1104248,-1.8631512,2025-10-12T00:00:00Z,6000,,0,0,,trail_running,finished_official,3293,1-la-tragacuestas-senderismo-trail-running-obstaculos,https://www.mychip.es/e/1-la-tragacuestas-senderismo-trail-running-obstaculos,0,0,,68b6c25ed8ba855c7ed30632,Caminata 6k,0,0,0,,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",España,Región de Murcia,,0,0,,0,0,0,,0
Tibi,l'Alcoià,38.5328249,-0.5748169,2025-10-05T00:00:00Z,21000,122,8,114,,trail_running,finished_official,3237,6e-trail-volta-al-panta-de-tibi,https://www.mychip.es/e/6e-trail-volta-al-panta-de-tibi,15,127,,6807756b91e6df546b1a6234,20k,11,3,8,,"I trail al Pantà de Tibi, Memoria de Abel Pérez",España,Comunitat Valenciana,9,4,5,,131,12,119,,142
Tibi,l'Alcoià,38.5328249,-0.5748169,2025-10-05T00:00:00Z,14000,69,45,24,,trail_running,finished_official,3237,6e-trail-volta-al-panta-de-tibi,https://www.mychip.es/e/6e-trail-volta-al-panta-de-tibi,49,27,,6807756b91e6df546b1a6235,Sender 14k,3,1,2,,"I trail al Pantà de Tibi, Memoria de Abel Pérez",España,Comunitat Valenciana,4,3,1,,73,48,25,,76
Tibi,l'Alcoià,38.5328249,-0.5748169,2025-10-05T00:00:00Z,14000,125,30,95,,trail_running,finished_official,3237,6e-trail-volta-al-panta-de-tibi,https://www.mychip.es/e/6e-trail-volta-al-panta-de-tibi,33,101,,6874e56df1b1f1465275513a,14k,9,3,6,,"I trail al Pantà de Tibi, Memoria de Abel Pérez",España,Comunitat Valenciana,,0,0,,125,30,95,,134
Alcoy/alcoi,,38.6979799,-0.4729199,2025-10-05T00:00:00Z,4800,,0,0,,walking,finished_official,3292,v-volta-als-ponts-pro-alzheimer-alcoy,https://www.mychip.es/e/v-volta-als-ponts-pro-alzheimer-alcoy,92,54,,688c7d450152ebb09b343d5c,Pro-Alzheimer,146,0,0,,"V VOLTA ALS PONTS PRO ALZHEIMER, ALCOY",Spain,Valencian Community,,0,0,,146,0,0,,146
Alcoy/alcoi,,38.6979799,-0.4729199,2025-10-05T00:00:00Z,4800,,0,0,,walking,finished_official,3292,v-volta-als-ponts-pro-alzheimer-alcoy,https://www.mychip.es/e/v-volta-als-ponts-pro-alzheimer-alcoy,5,13,,688c7d450152ebb09b343d5d,DE 0 A 14 AÑOS,18,0,0,,"V VOLTA ALS PONTS PRO ALZHEIMER, ALCOY",Spain,Valencian Community,,0,0,,18,0,0,,18
Alcoy/alcoi,,38.6979799,-0.4729199,2025-10-05T00:00:00Z,,,0,0,0,walking,finished_official,3292,v-volta-als-ponts-pro-alzheimer-alcoy,https://www.mychip.es/e/v-volta-als-ponts-pro-alzheimer-alcoy,0,0,3,688c7d460152ebb09b343d5e,Dorsal 0,3,0,0,0,"V VOLTA ALS PONTS PRO ALZHEIMER, ALCOY",Spain,Valencian Community,,0,0,0,3,0,0,0,3
Alcoy/alcoi,,38.6979106,-0.4733828,2025-10-04T00:00:00Z,43805,223,21,161,41,trail_running,finished_official,3229,trail-solidari-ciutat-dalcoi-2025,https://www.mychip.es/e/trail-solidari-ciutat-dalcoi-2025,33,228,105,67e3b2bb717192baaa3ab790,"Trail Solidari Alcoi, 44km 2334m/+",51,0,18,10,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2025",Spain,Valencian Community,92,12,49,31,315,33,210,72,366
