ciutat,comarca_regio,coord_1,coord_2,data,distancia_m,en_meta,en_meta_d,en_meta_h,en_meta_other,esport,estat_cursa,event_numeric_id,event_slug,event_url,inscrits_d,inscrits_h,inscrits_other,modalitat_id,modalitat_nom,no_presentats,no_presentats_d,no_presentats_h,no_presentats_other,nom_cursa,pais,provincia_estat,retirats,retirats_d,retirats_h,retirats_other,sortida_donada,sortida_donada_d,sortida_donada_h,sortida_donada_other,total_inscrits
Pilar de la Horadada,,37.8675489,-0.7925673,2016-12-31T00:00:00Z,400,20,7,13,,running,finished_official,729,ii-san-silvestre-pilarena-grupo-tvhoradada-2,https://www.mychip.es/e/ii-san-silvestre-pilarena-grupo-tvhoradada-2,9,15,,655660ec9864b2bb633c3daa,PREBENJAMIN (2009-2010),4,2,2,,"II San Silvestre Pilareña, Grupo TVHoradada",España,Comunidad Valenciana,,0,0,,20,7,13,,24
Pilar de la Horadada,,37.8675489,-0.7925673,2016-12-31T00:00:00Z,400,25,12,13,,running,finished_official,729,ii-san-silvestre-pilarena-grupo-tvhoradada-2,https://www.mychip.es/e/ii-san-silvestre-pilarena-grupo-tvhoradada-2,13,15,,655660ec9864b2bb633c3dab,BENJAMIN (2007-2008),3,1,2,,"II San Silvestre Pilareña, Grupo TVHoradada",España,Comunidad Valenciana,,0,0,,25,12,13,,28
Pilar de la Horadada,,37.8675489,-0.7925673,2016-12-31T00:00:00Z,400,20,11,9,,running,finished_official,729,ii-san-silvestre-pilarena-grupo-tvhoradada-2,https://www.mychip.es/e/ii-san-silvestre-pilarena-grupo-tvhoradada-2,15,10,,655660ec9864b2bb633c3dad,ALEVIN (2005-2006),5,4,1,,"II San Silvestre Pilareña, Grupo TVHoradada",España,Comunidad Valenciana,,0,0,,20,11,9,,25
Pilar de la Horadada,,37.8675489,-0.7925673,2016-12-31T00:00:00Z,800,16,6,10,,running,finished_official,729,ii-san-silvestre-pilarena-grupo-tvhoradada-2,https://www.mychip.es/e/ii-san-silvestre-pilarena-grupo-tvhoradada-2,12,19,,655660ec9864b2bb633c3dac,INFANTIL / CADETE (2001-2004),15,6,9,,"II San Silvestre Pilareña, Grupo TVHoradada",España,Comunidad Valenciana,,0,0,,16,6,10,,31
Pilar de la Horadada,,37.8675489,-0.7925673,2016-12-31T00:00:00Z,5000,263,92,171,,running,finished_official,729,ii-san-silvestre-pilarena-grupo-tvhoradada-2,https://www.mychip.es/e/ii-san-silvestre-pilarena-grupo-tvhoradada-2,102,195,,655660ec9864b2bb633c3da8,ABSOLUTA,34,10,24,,"II San Silvestre Pilareña, Grupo TVHoradada",España,Comunidad Valenciana,,0,0,,263,92,171,,297
Alcántara de Júcar,La Ribera Alta,39.0694685,-0.5601828,2016-12-31T00:00:00Z,,,0,0,,running,finished_official,740,san-silvestre-trail-sumacarcer-1,https://www.mychip.es/e/san-silvestre-trail-sumacarcer-1,0,0,,65565fd99864b2bb633c3227,default,0,0,0,,SAN SILVESTRE TRAIL SUMACARCER,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Algemesí,La Ribera Alta,39.190758,-0.4357471,2016-12-30T00:00:00Z,3500,,0,0,,running,finished_official,774,ix-san-silvestre-ciutat-dalgemesi-9,https://www.mychip.es/e/ix-san-silvestre-ciutat-dalgemesi-9,0,0,,65565a1b9864b2bb633c074b,San Silvestre,0,0,0,,"IX  San Silvestre ""CIUTAT D'ALGEMESÍ""",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Callosa de Ensarriá,,38.65,-0.11667,2016-12-26T00:00:00Z,3400,156,98,58,,running,finished_official,718,san-silvestre-de-callosa-2016-2,https://www.mychip.es/e/san-silvestre-de-callosa-2016-2,118,67,,655662be9864b2bb633c4a35,"3,4km, Popular",29,20,9,,San Silvestre de Callosa 2016,España,Valencia,,0,0,,156,98,58,,185
Callosa de Ensarriá,,38.65,-0.11667,2016-12-26T00:00:00Z,6800,60,14,46,,running,finished_official,718,san-silvestre-de-callosa-2016-2,https://www.mychip.es/e/san-silvestre-de-callosa-2016-2,23,56,,655662bf9864b2bb633c4a36,"6,8km, Competitiva",16,7,9,,San Silvestre de Callosa 2016,España,Valencia,3,2,1,,63,16,47,,79
Callosa de Ensarriá,,38.65,-0.11667,2016-12-26T00:00:00Z,,,0,0,,running,finished_official,718,san-silvestre-de-callosa-2016-2,https://www.mychip.es/e/san-silvestre-de-callosa-2016-2,26,37,,655662bf9864b2bb633c4a37,INFANTIL 0-7 años (Gratuita),63,26,37,,San Silvestre de Callosa 2016,España,Valencia,,0,0,,0,0,0,,63
Aranjuez,,40.03221,-3.6039604,2016-12-18T00:00:00Z,10000,5284,1344,3940,,running,finished_official,675,xxxiii-carrera-popular-villa-de-aranjuez-33,https://www.mychip.es/e/xxxiii-carrera-popular-villa-de-aranjuez-33,1605,4641,,65566a749864b2bb633c9d14,10K,958,258,701,,XXXIII Carrera popular Villa de Aranjuez,España,Comunidad de Madrid,4,3,0,,5288,1347,3940,,6246
Monóvar,El Vinalopó Medio,38.4387815,-0.8396316,2016-12-18T00:00:00Z,5100,321,85,236,,running,finished_official,721,xxvii-san-silvestre-monovera-37,https://www.mychip.es/e/xxvii-san-silvestre-monovera-37,93,261,,6556625f9864b2bb633c4719,ABSOLUTA,31,8,23,,XXVII San Silvestre Monovera,España,Comunidad Valenciana,2,0,2,,323,85,238,,354
Monóvar,El Vinalopó Medio,38.4387815,-0.8396316,2016-12-18T00:00:00Z,1400,35,13,22,,running,finished_official,721,xxvii-san-silvestre-monovera-37,https://www.mychip.es/e/xxvii-san-silvestre-monovera-37,13,26,,6556625f9864b2bb633c471a,De 11 a 13 años,3,0,3,,XXVII San Silvestre Monovera,España,Comunidad Valenciana,1,0,1,,36,13,23,,39
Monóvar,El Vinalopó Medio,38.4387815,-0.8396316,2016-12-18T00:00:00Z,800,52,21,31,,running,finished_official,721,xxvii-san-silvestre-monovera-37,https://www.mychip.es/e/xxvii-san-silvestre-monovera-37,27,37,,6556625f9864b2bb633c471c,De 8 a 10 años,12,6,6,,XXVII San Silvestre Monovera,España,Comunidad Valenciana,,0,0,,52,21,31,,64
Monóvar,El Vinalopó Medio,38.4387815,-0.8396316,2016-12-18T00:00:00Z,400,76,35,41,,running,finished_official,721,xxvii-san-silvestre-monovera-37,https://www.mychip.es/e/xxvii-san-silvestre-monovera-37,36,44,,6556625f9864b2bb633c471b,Hasta 7 años,4,1,3,,XXVII San Silvestre Monovera,España,Comunidad Valenciana,,0,0,,76,35,41,,80
Liétor,,38.5422805,-1.9558065,2016-12-11T00:00:00Z,13700,,0,0,,trail_running,finished_official,556,ii-matagigantes-circuito-desafios-trail-sierra-del-segura,https://www.mychip.es/e/ii-matagigantes-circuito-desafios-trail-sierra-del-segura,0,0,,65567a759864b2bb633d4768,Sender No Federado,0,0,0,,"II Matagigantes, Circuito Desafios Trail Sierra del Segura",España,Castilla-La Mancha,,0,0,,0,0,0,,0
Liétor,,38.5422805,-1.9558065,2016-12-11T00:00:00Z,13700,,0,0,,trail_running,finished_official,556,ii-matagigantes-circuito-desafios-trail-sierra-del-segura,https://www.mychip.es/e/ii-matagigantes-circuito-desafios-trail-sierra-del-segura,0,0,,65567a759864b2bb633d4769,Trail Federado,0,0,0,,"II Matagigantes, Circuito Desafios Trail Sierra del Segura",España,Castilla-La Mancha,,0,0,,0,0,0,,0
Liétor,,38.5422805,-1.9558065,2016-12-11T00:00:00Z,20400,,0,0,,trail_running,finished_official,556,ii-matagigantes-circuito-desafios-trail-sierra-del-segura,https://www.mychip.es/e/ii-matagigantes-circuito-desafios-trail-sierra-del-segura,0,0,,65567a759864b2bb633d476a,Trail No Federado,0,0,0,,"II Matagigantes, Circuito Desafios Trail Sierra del Segura",España,Castilla-La Mancha,,0,0,,0,0,0,,0
Calpe,La Marina Alta,38.6443252,0.046012,2016-12-11T00:00:00Z,20500,328,45,283,,trail_running,finished_official,628,xii-mitja-marato-serra-dolta,https://www.mychip.es/e/xii-mitja-marato-serra-dolta,48,321,,655673369864b2bb633cdf29,Cursa,39,3,36,,XII Mitja Marató Serra d’Oltà,España,Comunidad Valenciana,2,0,2,,330,45,285,,369
Calpe,La Marina Alta,38.6443252,0.046012,2016-12-11T00:00:00Z,17500,113,48,65,,trail_running,finished_official,628,xii-mitja-marato-serra-dolta,https://www.mychip.es/e/xii-mitja-marato-serra-dolta,52,75,,655673369864b2bb633cdf2a,Marcha,13,4,9,,XII Mitja Marató Serra d’Oltà,España,Comunidad Valenciana,1,0,1,,114,48,66,,127
Marines,El Campo de Turia,39.7395958,-0.5305479,2016-12-11T00:00:00Z,21000,272,37,235,,trail_running,finished_official,687,trail-marines-vell-1,https://www.mychip.es/e/trail-marines-vell-1,42,274,,655668959864b2bb633c771d,Media maratón,44,5,39,,Trail Marines Vell,España,Comunidad Valenciana,,0,0,,272,37,235,,316
Denia,La Marina Alta,38.8408382,0.1061105,2016-12-11T00:00:00Z,10548,275,92,183,,running,finished_official,706,mitja-marato-de-denia-i-quart-de-marato-13,https://www.mychip.es/e/mitja-marato-de-denia-i-quart-de-marato-13,98,205,,655664e79864b2bb633c5b0b,QUARTA,25,4,21,,XIII Mitja Marató de Dénia i Quart de Marató,España,Comunidad Valenciana,3,2,1,,278,94,184,,303
Denia,La Marina Alta,38.8408382,0.1061105,2016-12-11T00:00:00Z,21000,406,69,337,,running,finished_official,706,mitja-marato-de-denia-i-quart-de-marato-13,https://www.mychip.es/e/mitja-marato-de-denia-i-quart-de-marato-13,78,371,,655664e79864b2bb633c5b0c,MITJA,41,9,32,,XIII Mitja Marató de Dénia i Quart de Marató,España,Comunidad Valenciana,2,0,2,,408,69,339,,449
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2016-12-06T00:00:00Z,10548,567,191,376,,running,finished_official,693,mitja-i-quarta-marato-ciutat-dalcoi-6,https://www.mychip.es/e/mitja-i-quarta-marato-ciutat-dalcoi-6,233,451,,655667599864b2bb633c6d87,Quarta,105,34,71,,Mitja i Quarta Marató  ciutat d'Alcoi,España,Comunidad Valenciana,12,8,4,,579,199,380,,684
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2016-12-06T00:00:00Z,21097,325,31,294,,running,finished_official,693,mitja-i-quarta-marato-ciutat-dalcoi-6,https://www.mychip.es/e/mitja-i-quarta-marato-ciutat-dalcoi-6,46,375,,655667599864b2bb633c6d88,Media,95,15,80,,Mitja i Quarta Marató  ciutat d'Alcoi,España,Comunidad Valenciana,1,0,1,,326,31,295,,421
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2016-12-06T00:00:00Z,21097,30,10,20,,running,finished_official,693,mitja-i-quarta-marato-ciutat-dalcoi-6,https://www.mychip.es/e/mitja-i-quarta-marato-ciutat-dalcoi-6,11,21,,655667599864b2bb633c6d86,Relevos,2,1,1,,Mitja i Quarta Marató  ciutat d'Alcoi,España,Comunidad Valenciana,,0,0,,30,10,20,,32
Simat de Valldigna,La Safor,39.0435012,-0.3114531,2016-12-04T00:00:00Z,20460,22,3,19,,trail_running,finished_official,626,ii-simat-trail-series-sprint-vertical-massis-del-toro-trail-i-marxa-senderista-a-penalva,https://www.mychip.es/e/ii-simat-trail-series-sprint-vertical-massis-del-toro-trail-i-marxa-senderista-a-penalva,4,27,,6556734c9864b2bb633ce11e,Carrera por montaña,8,1,7,,"II Simat Trail Series, Sprint Vertical Massís del Toro, Trail i Marxa Senderista a Penalva.",España,Comunidad Valenciana,1,0,1,,23,3,20,,31
Simat de Valldigna,La Safor,39.0435012,-0.3114531,2016-12-04T00:00:00Z,1460,43,18,25,,trail_running,finished_official,626,ii-simat-trail-series-sprint-vertical-massis-del-toro-trail-i-marxa-senderista-a-penalva,https://www.mychip.es/e/ii-simat-trail-series-sprint-vertical-massis-del-toro-trail-i-marxa-senderista-a-penalva,21,33,,6556734c9864b2bb633ce11f,Carrera vertical,11,3,8,,"II Simat Trail Series, Sprint Vertical Massís del Toro, Trail i Marxa Senderista a Penalva.",España,Comunidad Valenciana,,0,0,,43,18,25,,54
Simat de Valldigna,La Safor,39.0435012,-0.3114531,2016-12-04T00:00:00Z,13500,31,20,11,,trail_running,finished_official,626,ii-simat-trail-series-sprint-vertical-massis-del-toro-trail-i-marxa-senderista-a-penalva,https://www.mychip.es/e/ii-simat-trail-series-sprint-vertical-massis-del-toro-trail-i-marxa-senderista-a-penalva,60,28,,6556734c9864b2bb633ce120,Marcha Senderista,57,40,17,,"II Simat Trail Series, Sprint Vertical Massís del Toro, Trail i Marxa Senderista a Penalva.",España,Comunidad Valenciana,,0,0,,31,20,11,,88
Simat de Valldigna,La Safor,39.0435012,-0.3114531,2016-12-04T00:00:00Z,19000,89,14,75,,trail_running,finished_official,626,ii-simat-trail-series-sprint-vertical-massis-del-toro-trail-i-marxa-senderista-a-penalva,https://www.mychip.es/e/ii-simat-trail-series-sprint-vertical-massis-del-toro-trail-i-marxa-senderista-a-penalva,16,91,,6556734c9864b2bb633ce121,Trail,17,2,15,,"II Simat Trail Series, Sprint Vertical Massís del Toro, Trail i Marxa Senderista a Penalva.",España,Comunidad Valenciana,1,0,1,,90,14,76,,107
Algemesí,La Ribera Alta,39.190758,-0.4357471,2016-12-04T00:00:00Z,21097,326,31,295,,running,finished_official,698,xvi-mitja-marato-samaruc-algemesi-16,https://www.mychip.es/e/xvi-mitja-marato-samaruc-algemesi-16,43,370,,6556663c9864b2bb633c6349,Media maratón,85,12,73,,XVI MITJA MARATO SAMARUC-ALGEMESI,España,Comunidad Valenciana,2,0,2,,328,31,297,,413
Anna,La Canal de Navarrés,39.0204311,-0.6461361,2016-12-04T00:00:00Z,,,0,0,,running,finished_official,711,i-maraton-anna-1,https://www.mychip.es/e/i-maraton-anna-1,0,0,,655663599864b2bb633c518a,default,0,0,0,,I MARATON ANNA,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Agost,El Alacantí,38.436906,-0.6396687,2016-11-27T00:00:00Z,8000,42,19,23,,trail_running,finished_official,589,4-trail-el-ventos,https://www.mychip.es/e/4-trail-el-ventos,21,26,,655677b89864b2bb633d1d6f,Marcha Senderista,2,1,1,,4º TRAIL EL VENTOS,España,Comunidad Valenciana,3,1,2,,45,20,25,,47
Agost,El Alacantí,38.436906,-0.6396687,2016-11-27T00:00:00Z,16000,245,42,203,,trail_running,finished_official,589,4-trail-el-ventos,https://www.mychip.es/e/4-trail-el-ventos,44,214,,655677b89864b2bb633d1d70,Trail,9,1,8,,4º TRAIL EL VENTOS,España,Comunidad Valenciana,4,1,3,,249,43,206,,258
Castellón de la Plana,Plana Alta,39.9881471,-0.051915,2016-11-27T00:00:00Z,41350,84,5,79,,running,finished_official,686,x-cursa-tombatossals-maratomba-42k-10,https://www.mychip.es/e/x-cursa-tombatossals-maratomba-42k-10,6,93,,655668a59864b2bb633c785c,Maratomba,7,0,7,,X CURSA TOMBATOSSALS MARATOMBA 42K,España,Comunidad Valenciana,8,1,7,,92,6,86,,99
Castellón de la Plana,Plana Alta,39.9881471,-0.051915,2016-11-27T00:00:00Z,21000,254,47,207,,running,finished_official,686,x-cursa-tombatossals-maratomba-42k-10,https://www.mychip.es/e/x-cursa-tombatossals-maratomba-42k-10,58,265,,655668a59864b2bb633c785b,Tombatossals,63,10,53,,X CURSA TOMBATOSSALS MARATOMBA 42K,España,Comunidad Valenciana,6,1,5,,260,48,212,,323
Villena,El Alto Vinalopó,38.6360967,-0.8659745,2016-11-27T00:00:00Z,23500,,0,0,,trail_running,finished_official,716,media-maraton-de-montana-sierra-de-pena-rubia-6,https://www.mychip.es/e/media-maraton-de-montana-sierra-de-pena-rubia-6,0,0,,655662e49864b2bb633c4c7a,"Media maratón de montaña ""Sierra de Peña Rubia"" ",0,0,0,,"Media maratón de montaña ""Sierra de Peña Rubia""",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Agullent,La Vall d'Albaida,38.8233412,-0.5473745,2016-11-27T00:00:00Z,21000,,0,0,,trail_running,finished_official,719,i-cursa-per-muntanya-i-marxa-senderista-serra-dagullent-1,https://www.mychip.es/e/i-cursa-per-muntanya-i-marxa-senderista-serra-dagullent-1,0,0,,655662bc9864b2bb633c4a31,TRAIL 21KM,0,0,0,,I cursa per muntanya i marxa senderista serra D'Agullent,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Agullent,La Vall d'Albaida,38.8233412,-0.5473745,2016-11-27T00:00:00Z,12000,,0,0,,trail_running,finished_official,719,i-cursa-per-muntanya-i-marxa-senderista-serra-dagullent-1,https://www.mychip.es/e/i-cursa-per-muntanya-i-marxa-senderista-serra-dagullent-1,0,0,,655662bc9864b2bb633c4a32,TRAIL 12KM,0,0,0,,I cursa per muntanya i marxa senderista serra D'Agullent,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Agullent,La Vall d'Albaida,38.8233412,-0.5473745,2016-11-27T00:00:00Z,12000,,0,0,,trail_running,finished_official,719,i-cursa-per-muntanya-i-marxa-senderista-serra-dagullent-1,https://www.mychip.es/e/i-cursa-per-muntanya-i-marxa-senderista-serra-dagullent-1,0,0,,655662bc9864b2bb633c4a33,Marcha Senderista,0,0,0,,I cursa per muntanya i marxa senderista serra D'Agullent,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Játiva,La Costera,38.9880871,-0.5200052,2016-11-20T00:00:00Z,18000,137,49,88,,trail_running,finished_official,704,campionat-de-regularitat-per-muntanya-de-la-comunitat-valenciana-1,https://www.mychip.es/e/campionat-de-regularitat-per-muntanya-de-la-comunitat-valenciana-1,66,107,,655665649864b2bb633c5e00,Marcha Senderista,36,17,19,,Campionat de Regularitat per Muntanya de la Comunitat Valenciana,España,Comunidad Valenciana,,0,0,,137,49,88,,173
Játiva,La Costera,38.9880871,-0.5200052,2016-11-20T00:00:00Z,18000,,0,0,,trail_running,finished_official,704,campionat-de-regularitat-per-muntanya-de-la-comunitat-valenciana-1,https://www.mychip.es/e/campionat-de-regularitat-per-muntanya-de-la-comunitat-valenciana-1,1,0,,655665649864b2bb633c5e01,Menores,1,1,0,,Campionat de Regularitat per Muntanya de la Comunitat Valenciana,España,Comunidad Valenciana,,0,0,,0,0,0,,1
Ollería,La Vall d'Albaida,38.9144633,-0.5535651,2016-11-20T00:00:00Z,,,0,0,,running,finished_official,710,i-trail-de-lolleria-1,https://www.mychip.es/e/i-trail-de-lolleria-1,0,0,,6556635c9864b2bb633c518c,default,0,0,0,,I TRAIL DE L'OLLERIA,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Eslida,Plana Baja,39.8794321,-0.3079326,2016-11-19T00:00:00Z,42500,329,21,308,,trail_running,finished_official,572,marato-dels-dements--2016,https://www.mychip.es/e/marato-dels-dements--2016,25,411,,6556798c9864b2bb633d347b,Maratón por Montaña,39,1,38,,"Marató dels Dements,  2016",España,Comunidad Valenciana,68,3,65,,397,24,373,,436
Eslida,Plana Baja,39.8794321,-0.3079326,2016-11-19T00:00:00Z,21000,131,24,107,,trail_running,finished_official,572,marato-dels-dements--2016,https://www.mychip.es/e/marato-dels-dements--2016,34,130,,6556798c9864b2bb633d347c,Media maratón,24,8,16,,"Marató dels Dements,  2016",España,Comunidad Valenciana,9,2,7,,140,26,114,,164
Blanca,,38.1788058,-1.3741839,2016-11-13T00:00:00Z,,,0,0,,running,finished_official,695,the-walking-white-runners-1,https://www.mychip.es/e/the-walking-white-runners-1,0,0,,655666949864b2bb633c668f,default,0,0,0,,THE WALKING WHITE RUNNERS,España,Región de Murcia,,0,0,,0,0,0,,0
Ondara,La Marina Alta,38.8277759,0.0170054,2016-11-13T00:00:00Z,15,,0,0,,running,finished_official,714,v-gran-fons-dondara-5,https://www.mychip.es/e/v-gran-fons-dondara-5,0,0,,655662ea9864b2bb633c4c80,Gran Fondo,0,0,0,,V GRAN FONS D'ONDARA,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Finestrat,La Marina Baja,38.5679236,-0.2122319,2016-11-12T00:00:00Z,40000,386,21,365,,trail_running,finished_official,585,desafios-lurbel-2016-aitana,https://www.mychip.es/e/desafios-lurbel-2016-aitana,34,512,,655677e29864b2bb633d20df,40k,82,10,72,,"Desafios Lurbel 2016, Aitana",España,Comunidad Valenciana,78,3,75,,464,24,440,,546
Finestrat,La Marina Baja,38.5679236,-0.2122319,2016-11-12T00:00:00Z,86000,73,1,72,,trail_running,finished_official,585,desafios-lurbel-2016-aitana,https://www.mychip.es/e/desafios-lurbel-2016-aitana,3,91,,655677e29864b2bb633d20e0,86k,6,0,6,,"Desafios Lurbel 2016, Aitana",España,Comunidad Valenciana,15,2,13,,88,3,85,,94
Finestrat,La Marina Baja,38.5679236,-0.2122319,2016-11-12T00:00:00Z,120000,108,4,104,,trail_running,finished_official,585,desafios-lurbel-2016-aitana,https://www.mychip.es/e/desafios-lurbel-2016-aitana,10,144,,655677e29864b2bb633d20e1,120k,12,1,11,,"Desafios Lurbel 2016, Aitana",España,Comunidad Valenciana,34,5,29,,142,9,133,,154
Finestrat,La Marina Baja,38.5679236,-0.2122319,2016-11-12T00:00:00Z,11300,,0,0,,trail_running,finished_official,585,desafios-lurbel-2016-aitana,https://www.mychip.es/e/desafios-lurbel-2016-aitana,0,0,,655677e29864b2bb633d20de,Marcha Senderista,0,0,0,,"Desafios Lurbel 2016, Aitana",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Castalla,La Hoya de Alcoy,38.5957233,-0.6702617,2016-10-30T00:00:00Z,27500,557,56,501,,running,finished_official,670,xxxi-volta-a-la-foia-31,https://www.mychip.es/e/xxxi-volta-a-la-foia-31,62,538,,65566ed39864b2bb633cbac8,Carrera,38,6,32,,XXXI VOLTA A LA FOIA I XV MARXA POPULAR  2016,España,Comunidad Valenciana,5,0,5,,562,56,506,,600
Castalla,La Hoya de Alcoy,38.5957233,-0.6702617,2016-10-30T00:00:00Z,27500,606,306,300,,running,finished_official,670,xxxi-volta-a-la-foia-31,https://www.mychip.es/e/xxxi-volta-a-la-foia-31,335,329,,65566ed39864b2bb633cbac7,Caminantes,56,28,28,,XXXI VOLTA A LA FOIA I XV MARXA POPULAR  2016,España,Comunidad Valenciana,2,1,1,,608,307,301,,664
Ollería,La Vall d'Albaida,38.9144633,-0.5535651,2016-10-29T00:00:00Z,10000,327,51,276,,running,finished_official,618,iv-10k-de-lolleria-viii-circuit-cajamar-vall-dalbaida-2016,https://www.mychip.es/e/iv-10k-de-lolleria-viii-circuit-cajamar-vall-dalbaida-2016,102,471,,655673e59864b2bb633ced32,ABSOLUTA,246,51,195,,"IV 10k de L'Olleria, VIII Circuit Cajamar Vall D'Albaida 2016",España,Comunidad Valenciana,,0,0,,327,51,276,,573
Ollería,La Vall d'Albaida,38.9144633,-0.5535651,2016-10-29T00:00:00Z,600,14,7,7,,running,finished_official,618,iv-10k-de-lolleria-viii-circuit-cajamar-vall-dalbaida-2016,https://www.mychip.es/e/iv-10k-de-lolleria-viii-circuit-cajamar-vall-dalbaida-2016,9,14,,655673e59864b2bb633ced35,BENJAMIN,9,2,7,,"IV 10k de L'Olleria, VIII Circuit Cajamar Vall D'Albaida 2016",España,Comunidad Valenciana,,0,0,,14,7,7,,23
Ollería,La Vall d'Albaida,38.9144633,-0.5535651,2016-10-29T00:00:00Z,1000,8,4,4,,running,finished_official,618,iv-10k-de-lolleria-viii-circuit-cajamar-vall-dalbaida-2016,https://www.mychip.es/e/iv-10k-de-lolleria-viii-circuit-cajamar-vall-dalbaida-2016,6,8,,655673e59864b2bb633ced33,ALEVIN,6,2,4,,"IV 10k de L'Olleria, VIII Circuit Cajamar Vall D'Albaida 2016",España,Comunidad Valenciana,,0,0,,8,4,4,,14
Ollería,La Vall d'Albaida,38.9144633,-0.5535651,2016-10-29T00:00:00Z,1200,12,6,6,,running,finished_official,618,iv-10k-de-lolleria-viii-circuit-cajamar-vall-dalbaida-2016,https://www.mychip.es/e/iv-10k-de-lolleria-viii-circuit-cajamar-vall-dalbaida-2016,8,9,,655673e59864b2bb633ced34,INFANTIL,5,2,3,,"IV 10k de L'Olleria, VIII Circuit Cajamar Vall D'Albaida 2016",España,Comunidad Valenciana,,0,0,,12,6,6,,17
Faura,Campo de Murviedro,39.7262295,-0.2611236,2016-10-22T00:00:00Z,999,136,14,122,,trail_running,finished_official,599,3er-trail-la-vall-de-sego,https://www.mychip.es/e/3er-trail-la-vall-de-sego,16,153,,655676689864b2bb633d1350,Trail,28,2,26,,3er. Trail la Vall de Segó,España,Comunidad Valenciana,5,0,5,,141,14,127,,169
Faura,Campo de Murviedro,39.7262295,-0.2611236,2016-10-22T00:00:00Z,999,109,36,73,,trail_running,finished_official,599,3er-trail-la-vall-de-sego,https://www.mychip.es/e/3er-trail-la-vall-de-sego,39,81,,655676689864b2bb633d1351,Marcha Senderista,11,3,8,,3er. Trail la Vall de Segó,España,Comunidad Valenciana,,0,0,,109,36,73,,120
Faura,Campo de Murviedro,39.7262295,-0.2611236,2016-10-22T00:00:00Z,,,0,0,,trail_running,finished_official,599,3er-trail-la-vall-de-sego,https://www.mychip.es/e/3er-trail-la-vall-de-sego,0,0,,655676689864b2bb633d1352,Concurso fotografia,0,0,0,,3er. Trail la Vall de Segó,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Ayelo de Malferit,La Vall d'Albaida,38.8797582,-0.5909272,2016-10-22T00:00:00Z,8700,372,74,298,,running,finished_official,617,iii-volta-a-peu-a-aielo-de-malferit-viii-circuit-cajamar-vall-dalbaida-2016,https://www.mychip.es/e/iii-volta-a-peu-a-aielo-de-malferit-viii-circuit-cajamar-vall-dalbaida-2016,111,454,,655674049864b2bb633cefac,ABSOLUTA,193,37,156,,III VOLTA POPULAR MEMORIAL ESTANIS CASTELLÓ D'AIELO DE MALFERIT,España,Comunidad Valenciana,,0,0,,372,74,298,,565
Ayelo de Malferit,La Vall d'Albaida,38.8797582,-0.5909272,2016-10-22T00:00:00Z,500,12,6,6,,running,finished_official,617,iii-volta-a-peu-a-aielo-de-malferit-viii-circuit-cajamar-vall-dalbaida-2016,https://www.mychip.es/e/iii-volta-a-peu-a-aielo-de-malferit-viii-circuit-cajamar-vall-dalbaida-2016,8,11,,655674049864b2bb633cefad,BENJAMIN,7,2,5,,III VOLTA POPULAR MEMORIAL ESTANIS CASTELLÓ D'AIELO DE MALFERIT,España,Comunidad Valenciana,,0,0,,12,6,6,,19
Ayelo de Malferit,La Vall d'Albaida,38.8797582,-0.5909272,2016-10-22T00:00:00Z,500,10,3,7,,running,finished_official,617,iii-volta-a-peu-a-aielo-de-malferit-viii-circuit-cajamar-vall-dalbaida-2016,https://www.mychip.es/e/iii-volta-a-peu-a-aielo-de-malferit-viii-circuit-cajamar-vall-dalbaida-2016,5,9,,655674049864b2bb633cefab,ALEVIN,4,2,2,,III VOLTA POPULAR MEMORIAL ESTANIS CASTELLÓ D'AIELO DE MALFERIT,España,Comunidad Valenciana,,0,0,,10,3,7,,14
Ayelo de Malferit,La Vall d'Albaida,38.8797582,-0.5909272,2016-10-22T00:00:00Z,2000,13,7,6,,running,finished_official,617,iii-volta-a-peu-a-aielo-de-malferit-viii-circuit-cajamar-vall-dalbaida-2016,https://www.mychip.es/e/iii-volta-a-peu-a-aielo-de-malferit-viii-circuit-cajamar-vall-dalbaida-2016,8,11,,655674049864b2bb633cefaa,INFANTIL,6,1,5,,III VOLTA POPULAR MEMORIAL ESTANIS CASTELLÓ D'AIELO DE MALFERIT,España,Comunidad Valenciana,,0,0,,13,7,6,,19
